Unnamed: 0,CPU,Single,Internal,Talk time,Model Image,SIM,WLAN,Price,Dimensions,128GB 6GB RAM,128GB 8GB RAM,Dual,Model Name,NFC,Infrared port,Quad,OS,128GB 4GB RAM,SAR EU,4G bands,USB,Video,5G bands,Size,Speed,Card slot,3G bands,2G bands,Positioning,Announced,Type,Type_1,Video_1,GPRS,256GB 8GB RAM,Build,Bluetooth,Radio,Chipset,Features,Sensors,Technology,Colors,Weight,Status,Music play,Models,Loudspeaker,Single_1,_1,Charging,Features_1,EDGE,GPU,_2,3.5mm jack,Resolution,Protection,Stand-by,Brand,Triple,URL,Image
,Quad-core 1.3 GHz,5 MP,8GB 512MB RAM,Up to 12 h 30 min (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-iris-atom.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,125.5 x 63.2 x 9.7 mm (4.94 x 2.49 x 0.38 in),,,,Lava Iris Atom,No,,,Android 5.1 (Lollipop),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~57.4% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2015, December. Released 2015, December","TFT, 256K colors","Li-Ion 1550 mAh, removable",,,,,"2.1, EDR",FM radio,,"LED flash, HDR, panorama",Accelerometer,GSM / HSPA,"Black, White",110 g (3.88 oz),Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 150 h (3G),Lava,,,
,Quad-core 1.3 GHz Cortex-A53,"13 MP, AF",16GB 3GB RAM,Up to 18 h (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-x10.jpg,"Dual SIM (Micro-SIM, dual stand-by)","Wi-Fi 802.11 b/g/n, hotspot",About 150 EUR,142 x 70.8 x 7.9 mm (5.59 x 2.79 x 0.31 in),,,,Lava X10,No,,,"Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)",,,"3, 40","microUSB 2.0, OTG",1080p@30fps,,"5.0 inches, 68.9 cm2(~68.6% screen-to-body ratio)","HSPA, LTE Cat4 150/50 Mbps",microSDHC,HSDPA 900 / 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2015, November. Released 2015, November",IPS LCD,"Li-Po 2900 mAh, removable",,,,,"4.0, A2DP",FM radio,Mediatek MT6735 (28 nm),"Dual-LED flash, panorama","Accelerometer, proximity",GSM / HSPA / LTE,"Black, White",133 g (4.69 oz),Discontinued,,,Yes,5 MP,,,,,Mali-T720MP2,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 3,Up to 209 h (3G),Lava,,,
,Quad-core 1.3 GHz,5 MP,8GB 1GB RAM,Up to 19 h,https://fdn2.gsmarena.com/vv/bigpic/lava-atom-x2.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,134 x 66 x 9.2 mm (5.28 x 2.60 x 0.36 in),,,,Lava Iris Atom 2X,No,,,Android 5.1 (Lollipop),,,,microUSB 2.0,Yes,,"4.5 inches, 55.8 cm2(~63.1% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2015, November. Released 2015, November",TFT,"Li-Ion 2000 mAh, removable",,,,,"2.1, EDR",FM radio,,LED flash,Accelerometer,GSM / HSPA,"Black, White",130 g (4.59 oz),Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Up to 161 h,Lava,,,
,1.0 GHz,2 MP,512MB 256MB RAM,Up to 7 h,https://fdn2.gsmarena.com/vv/bigpic/lava-atom-x.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",,125.5 x 63.4 x 9.7 mm (4.94 x 2.50 x 0.38 in),,,,Lava Iris Atom X,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~57.2% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2015, November. Released 2015, November",TFT,"Li-Ion 1400 mAh, removable",,,,,"2.1, EDR",FM radio,,LED flash,Accelerometer,GSM / HSPA,"Black, White",-,Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 140 h,Lava,,,
,Quad-core 1.3 GHz Cortex-A7,"8 MP, AF",8GB 2GB RAM,Up to 18 h (2G) / Up to 30 h 30 min (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-fuel-f1.jpg,"Dual SIM (Micro-SIM, dual stand-by)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",,141 x 72 x 9.5 mm (5.55 x 2.83 x 0.37 in),,,,Lava Fuel F1,No,,,Android 5.1 (Lollipop),,0.61 W/kg (head)     0.60 W/kg (body),,"microUSB 2.0, OTG",1080p@30fps,,"5.0 inches, 68.9 cm2(~67.9% screen-to-body ratio)",HSPA 21.1/5.76 Mbps,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2015, September. Released 2015, October",IPS LCD,"Li-Po 4000 mAh, non-removable",,,,,"4.0, A2DP",No,Mediatek MT6580 (28 nm),"LED flash, panorama, HDR","Accelerometer, proximity",GSM / HSPA,"Black, White",148 g (5.22 oz),Discontinued,Up to 72 h,,Yes,2 MP,,,HDR,,Mali-400MP2,,Yes,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",Asahi Dragontrail Glass,Up to 480 h (2G) / Up to 480 h (3G),Lava,,,
,1.0 GHz,5 MP,8GB 512MB RAM,Up to 19 h (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-f1-mini.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,-,,,,Lava Iris Fuel F1 Mini,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,No,"2015, September. Released 2015, September",TFT,"Li-Ion 2000 mAh, removable",,,,,2.1,FM radio,,LED flash,Accelerometer,GSM / HSPA,"Black, White",-,Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 157 h (3G),Lava,,,
,1.0 GHz,2 MP,512MB 256MB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-flair-v2.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,113 x 61 x 12 mm (4.45 x 2.40 x 0.47 in),,,,Lava Flair E2,No,,,Android 4.4 (KitKat),,,,microUSB 2.0,Yes,,"3.5 inches, 36.5 cm2(~52.9% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,No,"2015, September. Released 2015, September",TFT,"Li-Ion 1400 mAh, removable",,,,,"2.1, EDR",FM radio,,LED flash,Accelerometer,GSM / HSPA,"Black, White",-,Discontinued,,,Yes,VGA,,,,,,,Yes,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,Lava,,,
,Quad-core 1.0 GHz Cortex-A53,"13 MP, AF",16GB 2GB RAM,Up to 24 h 40 min (2G) / Up to 10 h (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-pixel-v2.jpg,Dual SIM (Dual stand-by),"Wi-Fi 802.11 b/g/n, hotspot",About 120 EUR,141.6 x 70.8 x 7.6 mm (5.57 x 2.79 x 0.30 in),,,,Lava Pixel V2,No,,,"Android 5.1 (Lollipop), Android One",,,LTE 1800 TD-LTE 2300,"microUSB 2.0, OTG",1080p@30fps,,"5.0 inches, 68.9 cm2(~68.7% screen-to-body ratio)","HSPA, LTE Cat4 150/50 Mbps",microSDHC,HSDPA 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,GPS,"2015, September. Released 2015, September",IPS LCD,"Li-Po 2500 mAh, removable",,,,,"4.0, A2DP","FM radio, recording",Mediatek MT6735 (28 nm),"Dual-LED flash, HDR, panorama","Accelerometer, proximity",GSM / HSPA / LTE,"Icy White, Royal Black",128 g (4.52 oz),Discontinued,,Pixel V2,Yes,8 MP,,,LED flash,,Mali-T720MP2,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Asahi Dragontrail Glass,,Lava,,,
,Quad-core 1.3 GHz,5 MP,8GB 512MB RAM,Up to 15 h 50 min (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-atom-2.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,134 x 66 x 9.2 mm (5.28 x 2.60 x 0.36 in),,,,Lava Iris Atom 2,No,,,"Android 4.4.2 (KitKat), upgradable to 5.1 (Lollipop)",,,,microUSB 2.0,Yes,,"4.5 inches, 55.8 cm2(~63.1% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2015, August. Released 2015, August",TFT,"Li-Ion 1750 mAh, removable",,,,,"2.1, EDR",FM radio,,LED flash,Accelerometer,GSM / HSPA,"Black, White",130 g (4.59 oz),Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Up to 161 h (3G),Lava,,,
,Quad-core 1.3 GHz,5 MP,8GB 1GB RAM,Up to 13 h 25 min (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-flair-z1.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,143.5 x 72.5 x 8.9 mm (5.65 x 2.85 x 0.35 in),,,,Lava Flair Z1,No,,,Android 5.0 (Lollipop),,,,microUSB 2.0,Yes,,"5.0 inches, 68.9 cm2(~66.2% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,No,"2015, July. Released 2015, July",TFT,"Li-Po 2000 mAh, removable",,,,,"2.1, EDR",FM radio,,LED flash,"Accelerometer, proximity",GSM / HSPA,"Black, White",160 g (5.64 oz),Discontinued,,,Yes,2 MP,,,,,,,Yes,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Up to 236 h (3G),Lava,,,
,Quad-core 1.3 GHz,"8 MP, AF (13 MP via SW interpolation)",32GB 2GB RAM,Up to 20 h (2G) / Up to 12 h 17 min (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-pixel-v1-.jpg,"Dual SIM (Micro-SIM, dual stand-by)","Wi-Fi 802.11 b/g/n, hotspot",About 160 EUR,152.1 x 76.3 x 8.5 mm (5.99 x 3.00 x 0.33 in),,,,Lava Pixel V1,No,,,"Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow), Android One",,,,microUSB 2.0,1080p@30fps,,"5.5 inches, 83.4 cm2(~71.9% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,GPS,"2015, July. Released 2015, July",IPS LCD,"Li-Po 2560 mAh, removable",,,,,"4.0, A2DP",FM radio,,"LED flash, HDR, panorama","Accelerometer, proximity",GSM / HSPA,"White, Gold",135 g (4.76 oz),Discontinued,,,Yes,"5 MP, 8 MP via SW interpolation",,,,,Mali-400MP2,,Yes,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Asahi Dragontrail Glass,,Lava,,,
,1.0 GHz,2 MP,512MB 256MB RAM,Up to 11 h (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-flair-p1-.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,-,,,,Lava Flair P1i,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2015, June. Released 2015, June",TFT,"Li-Ion 1400 mAh, removable",,,,,"2.1, EDR",FM radio,,LED flash,Accelerometer,GSM / HSPA,"Black, White",-,Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 120 h (3G),Lava,,,
,1.0 GHz,5 MP,8GB 512MB RAM,Up to 14 h 20 min (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-atom-s.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,125.5 x 63.4 x 9.7 mm (4.94 x 2.50 x 0.38 in),,,,Lava Iris X1 Atom S,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~57.2% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2015, June. Released 2015, June",TFT,"Li-Ion 1400 mAh, removable",,,,,"2.1, EDR",FM radio,,LED flash,Accelerometer,GSM / HSPA,"Black, White",112 g (3.95 oz),Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 110 h (3G),Lava,,,
,Quad-core 1.3 GHz Cortex-A7,"13 MP, AF",16GB 2GB RAM,Up to 20 h (2G) / Up to 9 h (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-icon.jpg,"Dual SIM (Micro-SIM, dual stand-by)","Wi-Fi 802.11 b/g/n, hotspot",,143.4 x 70.6 x 7.7 mm (5.65 x 2.78 x 0.30 in),,,,Lava Icon,No,,,Android 4.4.2 (KitKat),,,,"microUSB 2.0, OTG",1080p@30fps,,"5.0 inches, 68.9 cm2(~68.1% screen-to-body ratio)",HSPA,microSDHC,HSDPA 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,GPS,"2015, April. Released 2015, April",IPS LCD,"Li-Po 2500 mAh, non-removable",,,,,"4.0, A2DP",FM radio,,"Dual-LED flash, panorama, HDR","Accelerometer, proximity",GSM / HSPA,Black,143 g (5.04 oz),Discontinued,,,Yes,5 MP,,,,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Asahi Dragontrail Glass,,Lava,,,
,Quad-core 1.3 GHz Cortex-A7,"8 MP, AF",8GB 1GB RAM,Up to 10 h (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-x1-g.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,About 110 EUR,144 x 72 x 9.2 mm (5.67 x 2.83 x 0.36 in),,,,Lava Iris X1 Grand,No,,,"Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",,,,microUSB 2.0,1080p@30fps,,"5.0 inches, 68.9 cm2(~66.4% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,A-GPS,"2015, January. Released 2015, January",IPS LCD,"Li-Po 2200 mAh, removable",,,,,"4.0, LE","FM radio, recording",Mediatek MT6582M (28 nm),Dual-LED flash,"Accelerometer, proximity",GSM / HSPA,"Black-gold, White-silver, White-gold",152 g (5.36 oz),Discontinued,,,"Yes, dual speakers",2 MP,,,,,Mali-400MP2,,Yes,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Up to 200 h (3G),Lava,,,
,Quad-core 1.2 GHz,5 MP,4GB 512MB RAM,Up to 10 h (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-x1-m.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,123.5 x 63.4 x 9 mm (4.86 x 2.50 x 0.35 in),,,,Lava Iris X1 mini,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,720p,,"4.0 inches, 45.5 cm2(~58.2% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,A-GPS,"2015, January. Released 2015, January",IPS LCD,"Li-Ion 1750 mAh, removable",,,,,2.1,"FM radio, recording",Spreadtrum 7731,LED flash,"Accelerometer, proximity",GSM / HSPA,"Ink Black,white-silver, Black-gold",116 g (4.09 oz),Discontinued,,,Yes,VGA,,,,,Mali-400,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Lava,,,
,Quad-core 1.2 GHz,"5 MP, AF",8GB 1GB RAM,Up to 14 h 30 min (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-alfa.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,141 x 71.4 x 9.3 mm (5.55 x 2.81 x 0.37 in),,,,Lava Iris Alfa,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,720p,,"5.0 inches, 68.9 cm2(~68.4% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,A-GPS,"2015, January. Released 2015, January",IPS LCD,"Li-Po 2200 mAh, removable",,,,,2.1,"FM radio, recording",Spreadtrum 7731,LED flash,"Accelerometer, proximity",GSM / HSPA,"Black, White",158 g (5.57 oz),Discontinued,,,Yes,VGA,,,,,Mali-400,,Yes,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,Lava,,,
,Octa-core 1.4 GHz Cortex-A7,8 MP,"8GB 1GB RAM, 16GB 2GB RAM",Up to 14 h (2G) / Up to 9 h 40 min (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-iris-x8.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",About 130 EUR,143.4 x 71 x 8.6 mm (5.65 x 2.80 x 0.34 in),,,,Lava Iris X8,No,,,"Android 4.4.2 (KitKat), upgradable to 5.1 (Lollipop)",,,,microUSB 2.0,Yes,,"5.0 inches, 68.9 cm2(~67.7% screen-to-body ratio)",HSPA,microSDHC (dedicated slot),HSDPA 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,GPS,"2015, February. Released 2015, February",IPS LCD,"Li-Po 2500 mAh, non-removable",,,,,"4.0, A2DP",FM radio,,"Dual-LED flash, HDR, panorama","Accelerometer, proximity",GSM / HSPA,"Black, White",160 g (5.64 oz),Discontinued,,,Yes,3 MP,,,,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Asahi Dragontrail Glass,Up to 291 h,Lava,,,
,Dual-core 1.3 GHz,"5 MP, AF",4GB 512MB RAM,Up to 17 h 30 min,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-470.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,134 x 66 x 10.5 mm (5.28 x 2.60 x 0.41 in),,,,Lava Iris 470,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"4.5 inches, 55.8 cm2(~63.1% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,A-GPS,"2015, January. Released 2015, January",IPS LCD,"Li-Ion 1650 mAh, removable",,,,,3.0,FM radio,,"LED flash, HDR, panorama",Accelerometer,GSM / HSPA,Black,-,Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Up to 250 h,Lava,,,
,Dual-core 1.3 GHz,3.15 MP,4GB 512MB RAM,Up to 10 h 40 min,https://fdn2.gsmarena.com/vv/bigpic/lava-465.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,134.4 x 68 x 10 mm (5.29 x 2.68 x 0.39 in),,,,Lava Iris 465,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"4.5 inches, 55.8 cm2(~61.1% screen-to-body ratio)",HSPA 21.1/5.76 Mbps,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2015, February. Released 2015, February",TFT,"Li-Ion 1750 mAh, removable",,,,,3.0,FM radio,,"LED flash, panorama","Accelerometer, proximity",GSM / HSPA,"Black, White",146 g (5.15 oz),Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Up to 250 h,Lava,,,
,Dual-core 1.3 GHz,3.15 MP,512MB 256MB RAM,Up to 9 h 40 min,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-401.jpg,Dual SIM,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot",,126 x 65 x 10.4 mm (4.96 x 2.56 x 0.41 in),,,,Lava Iris 401,No,,,Android 4.2.2 (Jelly Bean),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~55.6% screen-to-body ratio)",,microSDHC,,GSM 900 / 1800 - SIM 1 & SIM 2,A-GPS,"2015, January. Released 2015, January",TFT,"Li-Ion 1450 mAh, removable",,Yes,,,3.0,FM radio,,LED flash,Accelerometer,GSM,"Black, Blue, Red",-,Discontinued,,,Yes,VGA,,,,Yes,,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 250 h,Lava,,,
,1.0 GHz,2 MP,512MB 256MB RAM,Up to 9 h 40 min,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-350.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,113.5 x 60.5 x 12.4 mm (4.47 x 2.38 x 0.49 in),,,,Lava Iris 350,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"3.5 inches, 36.5 cm2(~53.1% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2015, January. Released 2015, January",TFT,"Li-Ion 1400 mAh, removable",,,,,"4.0, A2DP",FM radio,,LED flash,Accelerometer,GSM / HSPA,"Black, White",-,Discontinued,,,Yes,VGA,,,,,,,Yes,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Up to 250 h,Lava,,,
,1.0 GHz,2 MP,512MB 256MB RAM,Up to 8 h,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-348.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,116 x 61.6 x 11.3 mm (4.57 x 2.43 x 0.44 in),,,,Lava Iris 348,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"3.5 inches, 36.5 cm2(~51.0% screen-to-body ratio)",,microSDHC,,GSM 900 / 1800 - SIM 1 & SIM 2,No,"2015, February. Released 2015, February",TFT,"Li-Ion 1100 mAh, removable",,Yes,,,2.1,FM radio,,,Accelerometer,GSM,"Black, White",-,Discontinued,,,Yes,VGA,,,,Yes,,,Yes,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Up to 250 h,Lava,,,
,Dual-core 1.3 GHz,2 MP,512MB 256MB RAM,Up to 15 h,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-325.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,118 x 63 x 11.2 mm (4.65 x 2.48 x 0.44 in),,,,Lava Iris 325 Style,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"3.5 inches, 36.5 cm2(~49.1% screen-to-body ratio)",,microSDHC,,GSM 900 / 1800 - SIM 1 & SIM 2,No,"2015, February. Released 2015, February",TFT,"Li-Ion 1400 mAh, removable",,Yes,,,3.0,FM radio,,LED flash,Accelerometer,GSM,"Black, White",-,Discontinued,,,Yes,VGA,,,,Yes,,,Yes,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Up to 250 h,Lava,,,
,Quad-core 1.3 GHz,"10 MP, AF",8GB 1GB RAM,Up to 32 h (2G) / Up to 13 h 30 min (3G),https://fdn2.gsmarena.com/vv/bigpic/lava-fuel-60.jpg,Dual SIM,"Wi-Fi 802.11 b/g/n, hotspot",About 130 EUR,144.8 x 72.8 x 10.2 mm (5.70 x 2.87 x 0.40 in),,,,Lava Iris Fuel 60,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"5.0 inches, 68.9 cm2(~65.4% screen-to-body ratio)",HSPA,microSDHC,HSDPA 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,GPS,"2014, December. Released 2014, December",IPS LCD,"Li-Po 4000 mAh, removable",,,,,3.0,FM radio,,"LED flash, HDR, panorama","Accelerometer, proximity, compass",GSM / HSPA,"Black, White",174 g (6.14 oz),Discontinued,,,Yes,2 MP,,,,,,,Yes,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,Lava,,,
eMMC 4.5,Quad-core 1.2 GHz Cortex-A7,"5 MP, AF",8GB 1GB RAM,,https://fdn2.gsmarena.com/vv/bigpic/lava-iris-win1.jpg,"Dual SIM (Mini-SIM, dual stand-by)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",About 70 EUR,125 x 64.3 x 11 mm (4.92 x 2.53 x 0.43 in),,,,Lava Iris Win1,No,,,Microsoft Windows Phone 8.1,,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~56.7% screen-to-body ratio)",HSPA 21.1/5.76 Mbps,microSDHC,HSDPA 900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,A-GPS,"2014, December. Released 2014, December",TFT,"Li-Ion 1950 mAh, removable",,,,,"3.0, A2DP",FM radio,Qualcomm Snapdragon 200 (28 nm),"LED flash, panorama","Accelerometer, proximity",GSM / HSPA,Black,-,Discontinued,,,Yes,VGA,,,,,Adreno 302,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,Lava,,,
,Dual-core 1.0 GHz,3.15 MP,4GB 512MB RAM,Up to 11 h 30 min,https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-250.jpg,Dual SIM,"Wi-Fi 802.11 a/b/g/n, dual-band",,121.5 x 63.9 x 9.8 mm (4.78 x 2.52 x 0.39 in),,,,Lava Iris 250,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~58.7% screen-to-body ratio)","Yes, 384 kbps",microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2014, August. Released 2014, August",TFT,"Li-Ion 1450 mAh, removable",,,,,2.1,"FM radio, RDS",,Dual-LED flash,"Accelerometer, proximity",GSM / HSPA,"Black, White, Purple",-,Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 250 h,Lava,,,
,Dual-core 1.2 GHz,5 MP,4GB 512MB RAM,Up to 10 h 25 min,https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-400s.jpg,Dual SIM,"Wi-Fi 802.11 a/b/g/n, dual-band",,125 x 64 x 10.2 mm (4.92 x 2.52 x 0.40 in),,,,Lava Iris 400s,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"4.0 inches, 45.5 cm2(~56.9% screen-to-body ratio)","Yes, 384 kbps",microSDHC,HSDPA 2100,GSM 900 / 1800 - SIM 1 & SIM 2,GPS,"2014, August. Released 2014, August",IPS LCD,"Li-Ion 1400 mAh, removable",,,,,3.0,FM radio,,"LED flash, panorama",Accelerometer,GSM / HSPA,"Black, Silver",-,Discontinued,,,Yes,VGA,,,,,,,Yes,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Up to 150 h,Lava,,,
,Dual-core 1.3 GHz,2 MP,2GB 256MB RAM,Up to 10 h 30 min,https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-352.jpg,Dual SIM,Wi-Fi 802.11 b/g/n,,117 x 61 x 10.6 mm (4.61 x 2.40 x 0.42 in),,,,Lava Iris 352 Flair,No,,,Android 4.4.2 (KitKat),,,,microUSB 2.0,Yes,,"3.5 inches, 36.5 cm2(~51.1% screen-to-body ratio)",,microSDHC,,GSM 900 / 1800 - SIM 1 & SIM 2,No,"2014, August. Released 2014, August",TFT,"Li-Ion 1200 mAh, removable",,Yes,,,3.0,FM radio,,Panorama,Accelerometer,GSM,"Champagne Gold, Rose Gold",-,Discontinued,,,Yes,VGA,,,,Yes,,,Yes,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,Lava,,,
