Speed,,Loudspeaker,EDGE,GPRS,_4,Card slot,Features,CPU,Sensors,Model Image,512GB 12GB RAM,Type_1,OS,Dual,Bluetooth,SIM,Performance,2G bands,Internal,_1,Video_1,Positioning,Radio,Model Name,256GB 8GB RAM,Weight,5G bands,Video,Charging,Triple,Battery (old),3G bands,_2,Status,Loudspeaker_1,Quad,NFC,3.5mm jack,Single_1,WLAN,Price,Build,GPU,_3,4G bands,512GB 16GB RAM,Chipset,Resolution,Technology,Single,Announced,Brand,USB,Colors,Dimensions,Type,Size,Protection,Display
"HSPA, LTE",HSDPA 850 / 1700(AWS) / 1900 / 2100,"Yes, with stereo speakers (4 speakers)",,,24-bit/192kHz Hi-Res audio,microSDXC (uses shared SIM slot),"LED flash, HDR, panorama",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),"Accelerometer, proximity (accessories only)",https://fdn2.gsmarena.com/vv/bigpic/doogee-t20.jpg,,8300 mAh,Android 12,,"5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,256GB 8GB RAM,"2, 4, 5, 7, 12, 13, 17, 26, 28, 41, 66",1080p@30fps,"GPS, GLONASS, GALILEO, BDS",FM radio,Doogee T20,,478 g (1.05 lb),,"1440p@30fps, 1080p@30fps","18W wired, 50% in 60 min",,,HSDPA 850 / 900 / 1900 / 2100,Stylus support,"Available. Released 2022, December 22",,,No,No,8 MP,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 200 EUR,,Mali-G57 MP1,UFS 2.1,"1, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41",,Unisoc Tiger T616 (12 nm),"1200 x 2000 pixels, 5:3 ratio (~224 ppi density)",GSM / HSPA / LTE,"16 MP, 1/3.0"", 1.0µm","2022, December 22",Doogee,"USB Type-C 2.0, OTG, accessory connector","Gray, Blue, Green, Pink, Purple",245.8 x 155.6 x 7.9 mm (9.68 x 6.13 x 0.31 in),"IPS LCD, 320 nits (peak)","10.4 inches, 307.9 cm2(~80.5% screen-to-body ratio)",,
"HSPA, LTE",eMMC 5.1,"Yes, with stereo speakers",,,,microSDXC (uses shared SIM slot),"LED flash, HDR, panorama",Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Gyro,https://fdn2.gsmarena.com/vv/bigpic/doogee-t10.jpg,,8300 mAh,Android 12,13 MPsecondary unspecified camera,"5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,128GB 8GB RAM,,1080p@30fps,"GPS, GLONASS, GALILEO, BDS",FM radio,Doogee T10,,-,,"1440p@30fps, 1080p@30fps",18W wired,,,HSDPA 850 / 900 / 1900 / 2100,,"Available. Released 2022, November 01",,,No,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 140 EUR,"Glass front, aluminum frame, aluminum back",Mali-G57 MP1,,"1, 3, 5, 7, 20, 34, 38, 39, 40, 41",,Unisoc T606 (12 nm),"1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",GSM / HSPA / LTE,8 MP,"2022, November 01",Doogee,"USB Type-C 2.0, OTG","Space Gray, Moonlight Silver, Neptune Blue",242.3 x 161.1 x 7.5 mm (9.54 x 6.34 x 0.30 in),"IPS LCD, 300 nits (typ)","10.1 inches, 295.8 cm2(~75.8% screen-to-body ratio)",,
"HSPA, LTE",CDMA 800 / 1900,Yes,,,,microSDXC (dedicated slot),"Quad-LED flash, HDR, panorama",Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s96-gt.jpg,,6350 mAh,Android 12,,"5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,256GB 8GB RAM,IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.8mMIL-STD-810H compliant,1080p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee S96 GT,,310 g (10.93 oz),,"4K, 1080p",24W wired15W wireless,,,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,UFS,"Available. Released 2022, October 13",,"48 MP, f/1.8, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)20 MP, f/1.8, (night vision), 4 infrared night vision lights2 MP, f/2.8, (depth)",Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 340 EUR,,Mali-G76 MC4,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 38, 40, 41, 66",,Mediatek MT6785V/CD Helio G95 (12 nm),"720 x 1520 pixels, 19:9 ratio (~270 ppi density)",GSM / CDMA / HSPA / LTE,"32 MP, f/2.0, (ultrawide), AF","2022, October 13",Doogee,"USB Type-C 2.0, OTG","Black, Orange, Gold",167 x 81.4 x 15.5 mm (6.57 x 3.20 x 0.61 in),IPS LCD,"6.22 inches, 96.6 cm2(~71.0% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE",CDMA 800 / 1900,Yes,,,,microSDXC (dedicated slot),"Dual-LED flash, HDR, panorama",Octa-core (2x2.1 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s89.jpg,,12000 mAh,Android 12,,"5.1, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,128GB 8GB RAM,IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810G compliant,1080p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee S89,,400 g (14.11 oz),,"1440p, 1080p",33W wired15W wireless,"48 MP, f/1.8, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)20 MP, f/1.8, (night vision), 4 infrared night vision lights",,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,"Available. Released 2022, August 28",,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 280 EUR,,PowerVR GM9446,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66",,Mediatek MT6779 Helio P90 (12 nm),"1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",GSM / CDMA / HSPA / LTE,"16 MP, f/2.0, (wide)","2022, August 22",Doogee,"USB Type-C 2.0, OTG","Black, Orange",172 x 86 x 19.4 mm (6.77 x 3.39 x 0.76 in),IPS LCD,"6.3 inches, 97.4 cm2(~65.9% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE",CDMA 800 / 1900,Yes,,,,microSDXC (dedicated slot),"Dual-LED flash, HDR, panorama",Octa-core (2x2.1 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s89-pro.jpg,,12000 mAh,Android 12,,"5.1, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,256GB 8GB RAM,IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810H compliant,1080p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee S89 Pro,,400 g (14.11 oz),,"1440p, 1080p",65W wired,"64 MP, f/1.8, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)20 MP, f/1.8, (night vision), 4 infrared night vision lights",,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,"Available. Released 2022, August 25",,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 370 EUR,,PowerVR GM9446,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66",,Mediatek MT6779 Helio P90 (12 nm),"1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",GSM / CDMA / HSPA / LTE,"16 MP, f/2.0, (wide)","2022, August 22",Doogee,"USB Type-C 2.0, OTG","Black, Orange",172 x 86 x 19.4 mm (6.77 x 3.39 x 0.76 in),IPS LCD,"6.3 inches, 97.4 cm2(~65.9% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE",eMMC 5.1,Yes,,,,microSDXC (dedicated slot),Triple-LED flash,Quad-core 2.0 GHz Cortex-A53,"Accelerometer, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-x97.jpg,,4200 mAh,Android 12,"8 MP, f/1.8, (wide)2 MP, f/2.0, (depth)","5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,16GB 3GB RAM,,720p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee X97,,-,,720p,,,,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,"Available. Released 2022, August",,,No,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 100 EUR,,PowerVR GE8320,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 34, 38, 39, 40, 41, 66",,Mediatek MT6761 Helio A22 (12 nm),"720 x 1440 pixels, 18:9 ratio (~268 ppi density)",GSM / HSPA / LTE,"5 MP, f/2.2, (wide)","2022, August",Doogee,"USB Type-C 2.0, OTG","Black, Blue, Green",162 x 76.9 x 9.7 mm (6.38 x 3.03 x 0.38 in),IPS LCD,"6.0 inches, 92.9 cm2(~74.6% screen-to-body ratio)",,
,50m water resistant (IP68),No,No,No,,No,,,"Accelerometer, heart rate, SpO2",https://fdn2.gsmarena.com/vv/bigpic/doogee-d11th.jpg,,Li-Ion 300 mAh,Proprietary,,"5.2, A2DP, LE",No,,N/A,,No,,No,No,Doogee D11,,38 g (1.34 oz),,,,,,N/A,,"Available. Released 2022, July 25",,,Yes,No,,No,About 50 EUR,"Plastic frame, plastic back",,,N/A,,Realtek 8763EW,360 x 360 pixels (~386 ppi density),No cellular connectivity,,"2022, July 25",Doogee,No,"Silver, Yellow",46 x 46 x 10.7 mm (1.81 x 1.81 x 0.42 in),IPS LCD,1.32 inches,,
"HSPA, LTE, 5G",CDMA 800 / 1900,Yes,,,,Unspecified,"Dual-LED flash, HDR, panorama",Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, infrared thermometer (surface temperature)",https://fdn2.gsmarena.com/vv/bigpic/doogee-v11.jpg,,8500 mAh,Android 11,,"5.2, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,128GB 8GB RAM,IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810G compliant,1080p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee V11,,340 g (11.99 oz),"1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78, 79","1440p, 1080p",65W wired10W wirelessReverse wired,"48 MP, f/1.8, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)2 MP, f/2.2, (depth)",,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,UFS 2.2,"Available. Released 2022, July",,,Yes,No,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 350 EUR,,Mali-G57 MC2,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66",,Mediatek Dimensity 700 (7 nm),"720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)",GSM / CDMA / HSPA / LTE / 5G,"16 MP, f/2.0, (wide)","2022, July 15",Doogee,"USB Type-C 2.0, OTG","Black, Orange, Red",169.3 x 81.2 x 16.1 mm (6.67 x 3.20 x 0.63 in),IPS LCD,"6.39 inches, 100.2 cm2(~72.9% screen-to-body ratio)",Corning Gorilla Glass,
,50m water resistant (IP68),No,No,No,,No,,,"Accelerometer, heart rate, SpO2",https://fdn2.gsmarena.com/vv/bigpic/doogee-cs3th.jpg,,Li-Ion 235 mAh,Proprietary,,"5.1, A2DP, LE",No,,N/A,,No,,No,No,Doogee CS3,,38 g (1.34 oz),,,,,,N/A,,"Available. Released 2022, July 09",,,No,No,,No,About 40 EUR,"Plastic frame, plastic back",,,N/A,,Realtek 8762DK,240 x 280 pixels (~218 ppi density),No cellular connectivity,,"2022, July 09",Doogee,No,"Black, Pink, Green, Purple, Blue",43.9 x 35.4 x 11.3 mm (1.73 x 1.39 x 0.44 in),IPS LCD,1.69 inches,,
"HSPA, LTE",CDMA 800 / 1900,Yes,,,,microSDXC (dedicated slot),"Quad-LED flash, HDR, panorama",Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s61-pro.jpg,,5180 mAh,Android 12,"48 MP, f/1.8, (wide), PDAF20 MP, f/1.8, (night vision), 4 infrared night vision lights","5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,128GB 6GB RAM,IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810H compliant,1080p,"GPS, GLONASS, GALILEO, BDS",FM radio,Doogee S61 Pro,,266 g (9.38 oz),,1080p,10W wired,,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,"Available. Released 2022, July",,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 190 EUR,,PowerVR GE8320,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66",,Mediatek MT6765G Helio G35 (12 nm),"720 x 1440 pixels, 18:9 ratio (~268 ppi density)",GSM / CDMA / HSPA / LTE,"16 MP, f/2.0, (wide)","2022, June 23",Doogee,"USB Type-C 2.0, OTG","Transparent, Wood Grain, Carbon Fiber, AG Frost",167.4 x 81.4 x 14.6 mm (6.59 x 3.20 x 0.57 in),IPS LCD,"6.0 inches, 92.9 cm2(~68.2% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE",CDMA 800 / 1900,Yes,,,,microSDXC (dedicated slot),"Quad-LED flash, HDR, panorama",Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s61.jpg,,5180 mAh,Android 12,"20 MP, f/1.8, (wide), PDAF20 MP, f/1.8, (night vision), 4 infrared night vision lights","5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,64GB 6GB RAM,IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810H compliant,1080p,"GPS, GLONASS, GALILEO, BDS",FM radio,Doogee S61,,266 g (9.38 oz),,1080p,10W wired,,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,"Available. Released 2022, July",,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 170 EUR,,PowerVR GE8320,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66",,Mediatek MT6765G Helio G35 (12 nm),"720 x 1440 pixels, 18:9 ratio (~268 ppi density)",GSM / CDMA / HSPA / LTE,"8 MP, f/2.0, (wide)","2022, June 23",Doogee,"USB Type-C 2.0, OTG","Transparent, Wood Grain, Carbon Fiber, AG Frost",167.4 x 81.4 x 14.6 mm (6.59 x 3.20 x 0.57 in),IPS LCD,"6.0 inches, 92.9 cm2(~68.2% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE",CDMA 800 / 1900,Yes,,,,microSDXC (dedicated slot),Quad-LED flash,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),"Accelerometer, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s51.jpg,,5180 mAh,Android 12,"12 MP, f/1.8, (wide), PDAF2 MP, f/2.0, (depth)","5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,64GB 4GB RAM,IP68/IP69K dust/water resistant (up to 1.5m for 30 min)MIL-STD-810G compliant,1080p,"GPS, GLONASS, GALILEO, BDS",FM radio,Doogee S51,,-,,1080p,10W wired,,,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,"Available. Released 2022, September",,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",,,PowerVR GE8320,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66",,Mediatek Helio G25 (12 nm),"720 x 1440 pixels, 18:9 ratio (~268 ppi density)",GSM / CDMA / HSPA / LTE,"8 MP, f/2.0, (wide)","2022, September",Doogee,"USB Type-C 2.0, OTG","Black, Green, Orange",167.4 x 81.4 x 14.6 mm (6.59 x 3.20 x 0.57 in),IPS LCD,"6.0 inches, 92.9 cm2(~68.2% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE",eMMC 5.1,Yes,,,,microSDXC (dedicated slot),Triple-LED flash,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),"Accelerometer, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-x97-pro.jpg,,4200 mAh,Android 12,"12 MP, f/1.8, (wide), PDAF2 MP, f/1.8, (depth)","5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,64GB 4GB RAM,,720p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee X97 Pro,,-,,1080p,,,,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,"Available. Released 2022, July",,,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 120 EUR,,PowerVR GE8320,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 34, 38, 39, 40, 41, 66",,Mediatek MT6762G Helio G25 (12 nm),"720 x 1440 pixels, 18:9 ratio (~268 ppi density)",GSM / HSPA / LTE,"5 MP, f/2.2, (wide)","2022, June",Doogee,"USB Type-C 2.0, OTG","Black, Blue, Green",162 x 76.9 x 9.7 mm (6.38 x 3.03 x 0.38 in),IPS LCD,"6.0 inches, 92.9 cm2(~74.6% screen-to-body ratio)",,
"HSPA, LTE",CDMA 800 / 1900,Yes,,,,microSDXC (dedicated slot),"Dual-LED flash, HDR, panorama",Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s98-pro.jpg,,6000 mAh,Android 12,,"5.1, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,256GB 8GB RAM,IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810G compliant,1080p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee S98 Pro,,320 g (11.29 oz),,"1440p, 1080p",33W wired15W wireless,"48 MP, f/1.8, (wide), PDAF20 MP, f/1.8, (night vision), 2 infrared night vision lightsThermal imaging camera",,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,UFS 2.2,"Available. Released 2022, June 06",,,Yes,Unspecified,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 470 EUR,,Mali-G57 MC2,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66",,Mediatek MT6781 Helio G96 (12 nm),"1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",GSM / CDMA / HSPA / LTE,"16 MP, f/2.0, (wide)","2022, May 27",Doogee,"USB Type-C 2.0, OTG",Black,172 x 82 x 15.5 mm (6.77 x 3.23 x 0.61 in),"IPS LCD, 500 nits (peak)","6.3 inches, 97.4 cm2(~69.1% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE",CDMA 800 / 1900,Yes,,,,microSDXC (dedicated slot),"Dual-LED flash, HDR, panorama",Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s98.jpg,,6000 mAh,Android 12,,"5.1, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,256GB 8GB RAM,IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810G compliant,1080p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee S98,,320 g (11.29 oz),,"1440p, 1080p",33W wired15W wireless,"64 MP, f/1.8, (wide), PDAF8 MP, f/2.2, 130˚ (ultrawide)20 MP, f/1.8, (night vision), 2 infrared night vision lights",,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,UFS 2.2,"Available. Released 2022, March 28",,,Yes,Unspecified,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 350 EUR,,Mali-G57 MC2,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66",,Mediatek MT6781 Helio G96 (12 nm),"1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",GSM / CDMA / HSPA / LTE,"16 MP, f/2.0, (wide)","2022, March 18",Doogee,"USB Type-C 2.0, OTG","Black, Orange, Red",172 x 82 x 15.5 mm (6.77 x 3.23 x 0.61 in),"IPS LCD, 500 nits (peak)","6.3 inches, 97.4 cm2(~69.1% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE",IP68 dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810G compliant,Yes,,,,microSDXC (uses shared SIM slot),LED flash,Quad-core 2.0 GHz,"Accelerometer, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-s35t.jpg,,4350 mAh,Android 11,,"5.0, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,64GB 3GB RAM,eMMC 5.1,Yes,"GPS, GLONASS, GALILEO, BDS",FM radio,Doogee S35T,,260 g (9.17 oz),,1080p,10W wired,"13 MP, f/2.2, (wide)2 MP, f/2.8, (macro)2 MP, f/2.8, (depth)",,HSDPA 900 / 2100,,"Available. Released 2021, December",,,No,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 130 EUR,,PowerVR GE8300,,"1, 3, 7, 8, 20",,Unisoc UMS312 (12 nm),"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",GSM / HSPA / LTE,"5 MP, f/2.8, (wide)","2021, December 19",Doogee,"microUSB 2.0, OTG","Black, Orange, Red",153.4 x 82.9 x 15.7 mm (6.04 x 3.26 x 0.62 in),IPS LCD,"5.0 inches, 68.9 cm2(~54.2% screen-to-body ratio)",Corning Gorilla Glass,
"HSPA, LTE, 5G",CDMA 800 / 1900,Yes,,,,microSDXC (uses shared SIM slot),"Dual-LED flash, HDR, panorama",Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",https://fdn2.gsmarena.com/vv/bigpic/doogee-v20.jpg,,6000 mAh,Android 11,,"5.1, A2DP, LE",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,256GB 8GB RAM,IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop resistant up to 1.5mMIL-STD-810G compliant,1080p,"GPS, GLONASS, BDS, GALILEO",FM radio,Doogee V20,,296 g (10.44 oz),"1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78, 79","1440p, 1080p",33W wired15W wirelessReverse wired,"64 MP, f/1.8, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)20 MP, f/1.8, (night vision), 2 infrared night vision lights",,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"Secondary 1.05"" display on the back","Available. Released 2022, January",,,Yes,Unspecified,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 440 EUR,,Mali-G57 MC2,UFS 2.2,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66",,Mediatek Dimensity 700 (7 nm),"1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",GSM / CDMA / HSPA / LTE / 5G,"16 MP, f/2.0, (wide)","2021, November 27",Doogee,"USB Type-C 2.0, OTG","Black, Gray, Red",170.5 x 81.2 x 14 mm (6.71 x 3.20 x 0.55 in),"AMOLED, 500 nits (peak)","6.43 inches, 99.8 cm2(~72.1% screen-to-body ratio)",Corning Gorilla Glass,
,5ATM waterproof (up to 50m),No,No,No,,No,,,"Accelerometer, heart rate, SpO2",https://fdn2.gsmarena.com/vv/bigpic/doogee-cr1proth.jpg,,300 mAh,Proprietary,,"5.0, A2DP, LE",No,,N/A,,No,,GPS,No,Doogee CR1 Pro,,47 g (1.66 oz),,,,,,N/A,,"Available. Released 2021, November",,,No,No,,No,About 60 EUR,"Plastic frame, plastic back",,,N/A,,nRF52840,240 x 240 pixels (~265 ppi density),No cellular connectivity,,"2021, November",Doogee,No,Grey Black,45 x 45 x 11.5 mm (1.77 x 1.77 x 0.45 in),TFT LCD,1.28 inches,,
"HSPA, LTE",eMMC 5.1,Yes,,,,microSDXC (dedicated slot),LED flash,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),"Fingerprint (rear-mounted), accelerometer, proximity",https://fdn2.gsmarena.com/vv/bigpic/doogee-x96.jpg,,5400 mAh,Android 11 (Go edition),,"4.2, A2DP",Nano-SIM + Nano-SIM,,GSM 850 / 900 / 1800 / 1900,32GB 2GB RAM,,720p,"GPS, GLONASS, BDS",FM radio,Doogee X96,,198 g (6.98 oz),,1080p,10W wired,,,HSDPA 850 / 900 / 1900 / 2100,,"Available. Released 2021, October 11",,"8 MP, f/2.0, (wide)2 MP, f/2.8, (macro)2 MP, f/2.8, (depth)2 MP",No,Yes,,Wi-Fi 802.11 b/g/n,About 130 EUR,,IMG8322,,"1, 3, 5, 7, 8, 20, 40, 41",,Unisoc SC9863A (28 nm),"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",GSM / HSPA / LTE,"5 MP, f/2.2, (wide)","2021, September 30",Doogee,microUSB 2.0,"Black, Blue, Green, Red",165.2 x 76.7 x 9.7 mm (6.50 x 3.02 x 0.38 in),IPS LCD,"6.52 inches, 102.6 cm2(~81.0% screen-to-body ratio)",,
,3ATM waterproof (up to 30m),No,No,No,,No,,,"Accelerometer, heart rate",https://fdn2.gsmarena.com/vv/bigpic/doogee-dgaresth.jpg,,Li-Ion 300 mAh,Proprietary,,"5.0, A2DP, LE",No,,N/A,,No,,No,No,Doogee DG Ares,,47 g (1.66 oz),,,,,,N/A,,"Available. Released 2021, September 27",,,No,No,,No,About 40 EUR,"Plastic frame, plastic back",,,N/A,,Realtek 8762C,360 x 360 pixels (~386 ppi density),No cellular connectivity,,"2021, September 27",Doogee,No,"Green, Rose Gold, Black",45.9 x 45.9 x 10.3 mm (1.81 x 1.81 x 0.41 in),IPS LCD,1.32 inches,,
