Features,CPU,,4G bands,Single_1,Stand-by,Alert types,OS,Loudspeaker,Bluetooth,SAR EU,Games,Stand-by_1,_2,Price,_3,3.5mm jack,SIM,Dual,Single,Weight,Chipset,Call records,Status,WLAN,Infrared port,Talk time_1,2G bands,Features_1,Browser,Resolution,Talk time,Card slot,Alarm,Speed,NFC,Build,Announced,Video_1,Technology,_1,Clock,Brand,Protection,GPU,Model Image,Size,Model Name,Messaging,Colors,Type,Phonebook,GPRS,Dimensions,Internal,USB,EDGE,Positioning,Radio,3G bands,Charging,Models,Video,Type_1,_4,Sensors,Java
,,Downloadable logos,,,300 h - 860 h,"Vibration; Downloadable polyphonic, MP3 ringtones",,No,No,,Yes,,One push auto open,,MP3 capabilityPredictive text inputOrganizer,No,Mini-SIM,,1.3 MP,130 g (4.59 oz),,"10 dialed, 10 received, 10 missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,WAP 2.0/xHTML,"320 x 240 pixels, 4:3 ratio",4 h - 16 h,No,,,,,"2005, Q1",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pamx6.gif,,Panasonic MX6,"SMS, MMS",Blue,"TFT, 16M colors",500 entries,Class 10,"96 x 46 x 26 mm, 105 cc (3.78 x 1.81 x 1.02 in)",30MB,Proprietary,No,No,No,,,,Yes,Removable Li-Ion 1620 mAh battery (EB-BS002),,,"Yes, MIDP 2.0"
,,"Second external CSTN display, 4096 colors, 96 x 64 pixelsDownloadable logos",,,300 h - 860 h,"Vibration; Downloadable polyphonic, MP3 ringtones",,No,1.2,,"Sonic the Hedgehog, Soccer",,No,,MP3 playerPredictive text inputOrganizerSyncMLVoice memo,No,Mini-SIM,,2 MP,140 g (4.94 oz),,"50 dialed, 50 received, 20 missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,WAP 2.0/xHTML,"240 x 320 pixels, 4:3 ratio",4 h - 16 h,No,,,,,"2005, Q1",,GSM,2 MB for MMS,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pasa7.gif,,Panasonic SA7,"SMS, EMS, MMS, Email",,"TFT, 16M colors",500 entries,Class 10,"102 x 53 x 26 mm, 116 cc (4.02 x 2.09 x 1.02 in)",30MB,Proprietary,No,No,No,,,,QCIF,Removable Li-Ion 1660 mAh battery (EB-BS002),,,"Yes, MIDP 2.0"
,,Downloadable logos,,,300 h - 740 h,"Vibration; Downloadable polyphonic, MP3 ringtones",,No,No,,"Sonic the Hedgehog, Soccer",,One push auto open,,MP3 capabilityPredictive text inputVoice memoOrganizerSyncML,No,Mini-SIM,,1.3 MP,127 g (4.48 oz),,"50 dialed, 50 received, 20 missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,WAP 2.0/xHTML,"240 x 320 pixels, 4:3 ratio",4 h - 12 h,No,,,,,"2005, Q1",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pasa6.gif,,Panasonic SA6,"SMS, EMS, MMS, Email",Red,"TFT, 16M colors",500 entries,Class 10,"96 x 47 x 25 mm, 106 cc (3.78 x 1.85 x 0.98 in)",32MB,Proprietary,No,No,No,,,,QCIF,Removable Li-Ion 1620 mAh battery,,,"Yes, MIDP 2.0"
,,"Wallpapers, themesDownloadable wallpapers",,,Up to 230 h,Vibration; Polyphonic(16) ringtones,,No,No,,Yes,,Predictive text inputOrganizerVoice memo,,,No,Mini-SIM,,VGA,76 g (2.68 oz),,"50 dialed, 50 received, 20 missed calls",Discontinued,No,Yes,,GSM 900 / 1800,,WAP 2.0/xHTML,"128 x 128 pixels, 1:1 ratio",Up to 9 h,No,,,,,"2005, Q1",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pasc3.gif,,Panasonic SC3,"SMS, EMS, MMS","Black, Silver","TFT, 65K colors",Yes,Class 8,"91.5 x 45 x 16.8 mm, 77 cc (3.60 x 1.77 x 0.66 in)",,,No,No,No,,,,No,Removable Li-Ion 730 mAh battery,,,Yes
,,"Wallpapers, themesDownloadable wallpapers7 colours LED",,,Up to 230 h,Vibration; Polyphonic(16) ringtones,,No,No,,Yes,,Predictive text inputOrganizerWorld clock,,,No,Mini-SIM,,,71 g (2.50 oz),,"50 dialed, 50 received, 20 missed calls",Discontinued,No,,,GSM 900 / 1800,,WAP 2.0/xHTML,"128 x 128 pixels, 1:1 ratio",Up to 9 h,No,,,,,"2005, Q1",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/paa210.gif,,Panasonic A210,"SMS, EMS","White Red, White Champagne-Gold, Silver","CSTN, 65K colors",400 entries,Class 8,"91 x 44 x 16.5 mm, 51 cc (3.58 x 1.73 x 0.65 in)",512 KB,,No,No,No,,,,,Removable Li-Ion 730 mAh battery,,,No
LED flash,104 MHz ARM 920T,Second external 65K colors display (96 x 64 pixels)Downloadable logos,,,Up to 230  h,Vibration; Downloadable polyphonic ringtones,"Symbian OS 7.0s, Series 60 v2.0 UI",No,1.1,,,,"Predictive text inputDocument viewer (Word, Excel, PowerPoint, PDF)OrganizerPhoto editorX-changeable coversVoice recognition",,,No,Mini-SIM,,VGA,99 g (3.49 oz),,,Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,WAP 2.0/xHTML,176 x 208 pixels (~124 ppi density),Up to 5 h,"miniSD, 16 MB included",,,,,"2005, Q1",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pax800.gif,"2.2 inches, 36 x 43 mm, 15.4 cm2(~32.1% screen-to-body ratio)",Panasonic X800,,,"TFT, 65K colors",,Class 10,"100 x 48 x 17 mm, 79 cc (3.94 x 1.89 x 0.67 in)",8MB,Proprietary,No,No,No,,,,Yes,Removable Li-Ion 720 mAh battery,,,
,,"Second external STN display 96 x 64 pixels, 56K colorsWallpapers, themesDownloadable logos",,Yes,,Vibration; Downloadable polyphonic ringtones,,No,Yes,,Yes,,,,,No,Mini-SIM,,"1.3 MP, AF",115 g (4.06 oz),,"10 dialed, 10 received, 10 missed calls",Cancelled,No,Yes,,GSM 900 / 1800 / 1900,,WAP 2.0/xHTML,176 x 220 pixels,,miniSD,,"Yes, 384 kbps",,,"2004, Q4",,GSM / UMTS,Music playerPredictive text inputOrganizer,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/paz800.gif,,Panasonic Z800,"SMS, MMS, EMail",,"TFT, 65K colors",Yes,,"96.5 x 49 x 26 mm, 100 cc (3.80 x 1.93 x 1.02 in)",,Proprietary,,No,No,UMTS 2100,,,Yes,Removable Li-Ion battery,,,"Yes, MIDP 2.0"
LED flash,104 MHz ARM 920T,Second 4096 colors display (64 x 96 pixels)Downloadable logos,,,80 h - 250 h,Vibration; Downloadable polyphonic ringtones,"Symbian 7.0s, Series 60 UI",Yes,1.1,,,,"Predictive text inputDocument viewer (Word, Excel, PowerPoint, PDF)Photo editorVoice memoVoice dial",,,No,Mini-SIM,,VGA,107 g (3.77 oz),,,Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,WAP 2.0/xHTML,176 x 208 pixels (~136 ppi density),2 h - 6 h,"miniSD, 16 MB included",,,,,"2004, Q1",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pax700.gif,"2.0 inches, 33 x 39 mm, 12.7 cm2(~26.8% screen-to-body ratio)",Panasonic X700,,,"TFT, 65K colors",,Class 10,"97 x 49 x 24 mm, 89 cc (3.82 x 1.93 x 0.94 in)",8MB,Proprietary,No,No,No,,,,Yes,Removable Li-Ion 780 mAh battery,,,
,,"5-way navigation keyWallpapers, themesDownloadable logos",,,Up to 200 h,"Vibration; Downloadable polyphonic ringtones, composer",,No,No,,2 + downloadable,,Predictive text inputOrganizer,,,No,Mini-SIM,,VGA,96 g (3.39 oz),,"10 dialed, 10 received, 10 missed calls",Discontinued,No,,,GSM 900 / 1800,,WAP 2.0/xHTML,"128 x 128 pixels, 1:1 ratio",Up to 7 h,No,,,,,"2004, Q2",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pax500.gif,,Panasonic X500,"SMS, EMS, MMS","Silver, Red, White","TFT, 65K colors",Yes,Class 8,"85 x 47 x 22.5 mm, 79 cc (3.35 x 1.85 x 0.89 in)",4MB,,No,No,No,,,,Yes,Removable Li-Ion 730 mAh battery,,,"Yes, MIDP 2.0"
,,"Incoming call LED with 7 colorsWallpapers, themesDownloadable logos",,,Up to 210 h,Vibration; Downloadable polyphonic ringtones,,No,No,,1 - MobileGolf,,No,,One push auto openPredictive text inputOrganizerVoice memo,No,Mini-SIM,,VGA,84 g (2.96 oz),,"10 dialed, 10 received, 10 missed calls",Discontinued,No,Yes,,GSM 900 / 1800,,WAP 2.0/xHTML,"128 x 128 pixels, 1:1 ratio",Up to 4 h 30 min,No,,,,,"2004, Q2",,GSM,300 short messages1 MB for pictures and rigntones700 KB for MMS,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pax400.gif,,Panasonic X400,"SMS, MMS","Black, Red, White","TFT, 65K colors","300 x 5 fields, Photo call",Class 8,"84 x 47 x 17 mm, 64 cc (3.31 x 1.85 x 0.67 in)",,,No,No,No,,,,No,Removable Li-Ion 600 mAh battery,,,Yes
,,"Pop-up screenWallpapers, themesDownloadable logos",,,Up to 77 h - 260 h,"Vibration; Downloadable polyphonic ringtones, composer",,No,No,,"3 - Puddleland, Quadball, Exode",,Predictive text inputOrganizerPhoto editor,,,No,Mini-SIM,,VGA,87 g (3.07 oz),,"10 dialed, 10 received, 10 missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,WAP 2.0/xHTML,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",Up to 3 h - 11 h,No,,,,,"2004, Q1",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pax300.gif,"1.5 inches, 7.3 cm2(~16.1% screen-to-body ratio)",Panasonic X300,"SMS, EMS, MMS","Silver, Red, Gold","CSTN, 65K colors",500,Class 8,"92 x 49 x 21 mm, 88 cc (3.62 x 1.93 x 0.83 in)",3MB,Proprietary,No,No,No,,,,Yes,Removable Li-Ion 780 mAh battery,,,No
,,"Wallpapers, themesDownloadable logos",,,Up to 210 h,Vibration; Downloadable polyphonic ringtones,,No,No,,MobileGolf + downloadable,,No,,Predictive text inputOrganizerVoice memo,No,Mini-SIM,,VGA,79 g (2.79 oz),,"10 dialed, 10 received, 10 missed calls",Discontinued,No,Yes,,GSM 900 / 1800,,WAP 2.0/xHTML,"128 x 128 pixels, 5 lines, 1:1 ratio",Up to 4 h 30 min,No,,,,,"2004, Q2",,GSM,300 short messages700 KB for MMS,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pax200.gif,,Panasonic X200,"SMS, MMS","Black, White","TFT, 65K colors","300 x 5 fields, Photo call, 9 groups",Class 8,"104 x 45 x 13 mm, 60 cc (4.09 x 1.77 x 0.51 in)",,,No,No,No,,,,No,Removable Li-Ion 600 mAh battery,,,Yes
,,"Wallpapers, themesDownloadable wallpapers",,,Up to 200 h,"Vibration; Downloadable polyphonic ringtones, composer",,No,No,,"2 - Wall Breaker, Move Box",,Predictive text inputOrganizerPhoto editorVoice memo,,,No,Mini-SIM,,CIF,79 g (2.79 oz),,"50 dialed, 50 received, 20 missed calls",Discontinued,No,,,GSM 900 / 1800,,WAP 2.0/xHTML,"128 x 128 pixels, 1:1 ratio",Up to 7 h,No,,,,,"2004, Q2",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pax100.gif,,Panasonic X100,"SMS, EMS, MMS","Blue, Dark Silver, Silver","TFT, 65K colors","200 x 10 fields, Photo call, 10 groups",Class 4,"90 x 44 x 18 mm, 69 cc (3.54 x 1.73 x 0.71 in)",,,No,No,No,,,,No,Removable Li-Ion 730 mAh battery,,,No
,,"Wallpapers, themesDownloadable logos",,,Up to 210 h,Vibration; Downloadable polyphonic ringtones,,No,No,,1 + downloadable,,One push auto openPredictive text inputOrganizerChangeable covers,,,No,Mini-SIM,,,89 g (3.14 oz),,"10 dialed, 10 received, 10 missed calls",Discontinued,No,Yes,,GSM 900 / 1800,,WAP 2.0/xHTML,"128 x 128 pixels, 1:1 ratio",Up to 4 h 30 min,No,,,,,"2004, Q2",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/paa500.gif,,Panasonic A500,"SMS, MMS","Black, White","TFT,65K colors","300 entries, Photo call",Class 8,"84 x 47 x 19 mm, 68 cc (3.31 x 1.85 x 0.75 in)",,,No,No,No,,,,,Removable Li-Ion battery,,,Yes
,,"Wallpapers, themesDownloadable wallpapers",,,Up to 300 h,"Vibration; Downloadable polyphonic ringtones, composer",,No,No,,"2 - Wall Breaker, Move Box",,Predictive text inputOrganizerVoice memo,,,No,Mini-SIM,,,77 g (2.72 oz),,"50 dialed, 50 received, 20 missed calls",Discontinued,No,,,GSM 900 / 1800,,WAP 2.0/xHTML,"128 x 128 pixels, 1:1 ratio",Up to 9 h,No,,,,,"2004, Q4",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/paa200.gif,,Panasonic A200,"SMS, EMS, MMS","3 - White, Black, Pink","TFT, 65K colors","200 x 10 fields, Picture call, 10 groups",Class 4,"90 x 44 x 18 mm, 67 cc (3.54 x 1.73 x 0.71 in)",512 KB,,No,No,No,,,,,Removable Li-Ion 730 mAh battery,,,No
,,"Wallpapers, screensavers",,,Up to 230 h,"Vibration; Downloadable polyphonic ringtones, composer",,No,No,,2,,Predictive text inputOrganizer,,,No,Mini-SIM,,,66 g (2.33 oz),,"10 dialed, 10 received, 10 missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,,"112 x 64 pixels, 3 lines, 16:9 ratio",Up to 8 h,No,,,,,"2004, Q1",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/paa100.gif,,Panasonic A100 Series,"SMS, EMS","3 - Black, Blue, Red",Graphics,250,,"77 x 44 x 17.8 mm, 55 cc (3.03 x 1.73 x 0.70 in)",,,No,No,No,,,,,Removable Li-Ion 780 mAh battery,,,No
,,"Second external display, 96 x 28 pixels with 7 color backlight5 way navigation keyDownloadable logos",,,Up to 250 h,Vibration; Downloadable polyphonic ringtones,,No,Yes,,Yes + downloadable,,Predictive text inputSyncMLOrganizerVoice dial/memo,,,No,Mini-SIM,,CIF,92 g (3.25 oz),,,Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,"WAP 2.0/xHTML, iMode","132 x 176 pixels, 8 lines, 4:3 ratio",Up to 5 h,No,,,,,"2004, Q1",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pap341i.gif,,Panasonic P341i,"SMS, MMS, Email",Anthrazit,"TFT, 65K colors",500,Class 8,"87 x 47 x 24 mm, 80 cc (3.43 x 1.85 x 0.94 in)",5MB,,No,No,No,,,,No,Removable Li-Ion 680 mAh battery,,,"Yes, DoJa 1.5"
,,5 colors indicator for incoming callsDownloadable pictures,,,Up to 230  h,"Vibration; Downloadable polyphonic ringtones, composer",,Yes,No,,Yes,,Predictive text inputOrganizerVoice memo,,,No,Mini-SIM,,CIF,86 g (3.03 oz),,,Discontinued,No,Yes,,GSM 900 / 1800,,WAP 2.0/xHTML,"128 x 128 pixels, 1:1 ratio",Up to 5 h,No,,,,,"2004, Q2",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pax77.gif,,Panasonic X68/X77,"SMS, EMS, MMS","Cool silver, Vivid red","STN, 65K colors",300,Class 8,77 x 50 x 28 mm (3.03 x 1.97 x 1.10 in),,,No,No,No,,,,No,Removable Li-Ion 680 mAh battery,,,No
,,"Second external display, 96 x 28 pixels, 7 colors",,,Up to 250 h,Vibration; Downloadable polyphonic ringtones,,No,Yes,,Yes,,No,,Predictive text inputOrganizer,No,Mini-SIM,,CIF,95 g (3.35 oz),,,Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,WAP 2.0/xHTML,"132 x 176 pixels, 4:3 ratio",Up to 5 h,No,,,,,"2004, Q1",,GSM,4 MB for photos2 MB for MMS,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pax11.gif,,Panasonic X11,"SMS, EMS, MMS, Email","2 - Red, Blue","TFT, 65K colors",500 x 7 fields,Class 8,87.3 x 48 x 27 mm (3.44 x 1.89 x 1.06 in),,,No,No,No,,,,No,Removable Li-Ion 660 mAh battery,,,Yes
,,Second external monochrome displayDownloadable logos,,,Up to 200 h,"Vibration; Downloadable monophonic ringtones, composer",,No,No,,Yes,,Biorhythm calendarOrganizer,,,No,Mini-SIM,,,88 g (3.10 oz),,"10 dialed, 10 received, 10 missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,WAP 1.2.1,"128 x 96 pixels, 4 lines, 4:3 ratio",Up to 5 h,No,,,,,"2003, Q4",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pag70.gif,,Panasonic G70,"SMS, EMS 5.0","Red, Blue","CSTN, 4096 colors",255,Class 8,"88 x 60 x 27 mm, 72 cc (3.46 x 2.36 x 1.06 in)",,,No,No,No,,,,,Removable Li-Ion 680 mAh battery,,,No
,,Downloadable wallpapers,,,Up to 200 h,Vibration; Downloadable polyphonic ringtones,,Yes,No,,Yes,,Predictive text inputOrganizer,,,No,Mini-SIM,,,74 g (2.61 oz),,"20 dialed, 10 received, 10 missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,WAP 1.2.1,"128 x 96 pixels, 4:3 ratio",Up to 2 h 30 min,No,,,,,"2003, Q4",,GSM,No,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pag51.gif,,Panasonic G51,"SMS, EMS","Silver, Red, Blue (G51e:Pink,Gold. G51m:Blue,Silver)","CSTN, 4096 colors",255,Class 8 (G51 Only),"80 x 43 x 18 mm, 66 cc (3.15 x 1.69 x 0.71 in)",,,No,No,No,,,,,Removable Li-Ion 780 mAh battery,,,No
,,"Second external display, 96 x 28 pixels, 7 colors",,,Up to 250 h,Vibration; Downloadable polyphonic ringtones,,No,1.1,,"4 - Space War, Roller Kid, Panko, Crazy in Cobra",,No,,Predictive text inputOrganizer,No,Mini-SIM,,CIF,92 g (3.25 oz),,,Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,WAP 2.0/xHTML,"132 x 176 pixels, 4:3 ratio",Up to 5 h,No,,,,,"2003, Q4",,GSM,4 MB for photos2 MB for MMS,,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pax88.gif,,Panasonic X88,"SMS, EMS, MMS, Email",Gold,"TFT, 65K colors",500 x 7 fields,Yes,"87 x 47 x 24 mm, 80 cc (3.43 x 1.85 x 0.94 in)",,,No,No,No,,,,No,Removable Li-Ion 680 mAh battery,,,Yes
,,5 way navigation keyWallpapers,,,Up to 270 h,Vibration; Downloadable polyphonic ringtones,,Yes,No,,Yes,,Predictive text inputOrganizer,,,No,Mini-SIM,,CIF,82 g (2.89 oz),,,Discontinued,No,Yes,,GSM 900 / 1800,,WAP 2.0/xHTML,"128 x 128 pixels, 6 lines, 1:1 ratio",Up to 4 h 30 min,No,Yes,,,,,,GSM,No,Yes,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pax66.gif,,Panasonic X66,"SMS, MMS","Gold, Purple","CSTN, 65K colors",300,Class 8,"75 x 45 x 27 mm, 74 cc (2.95 x 1.77 x 1.06 in)",4MB,,No,No,No,,,,No,Removable Li-Ion 680 mAh battery,,,Yes
LED flash,,GSM 850 / 1800 / 1900 - US version,,,Up to 250 h,Vibration; Downloadable polyphonic ringtones,,No,1.1,,Yes,,100 organizer events3 x 14 sec voice memoSMS templates,,No,No,Mini-SIM,,CIF,95 g (3.35 oz),,"10 dialed, 10 received, 10 missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,WAP 2.0/xHTML,"132 x 176 pixels, 7 lines, 4:3 ratio",Up to 5 h,No,Yes,,,,"2003, Q3",,GSM,"Second b/w display 96 x 28 pixels, illuminates in 3 different colorsDownloadable logos",Yes,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pax70.gif,,Panasonic X70,"SMS, EMS, MMS, Email",,"TFT, 65K colors","300 x 6 fields, Photo call",Class 8,"87 x 47 x 24 mm, 80 cc (3.43 x 1.85 x 0.94 in)",4MB,,No,No,No,,,,No,Removable Li-Ion 780 mAh battery,Predictive text inputVoice memoOrganizer,,No
,,Downloadable wallpapers,,,Up to 250 h,"Vibration; Downloadable polyphonic ringtones, composer",,No,No,,"Yes, Black Jack",,No,,Predictive text inputOrganizerOptional digital camera,No,Mini-SIM,,,87 g (3.07 oz),,"10 dialed, 10 received, 10 missed calls",Discontinued,No,,,GSM 900 / 1800,,WAP 1.2.1,"128 x 128 pixels, 1:1 ratio",Up to 5 h,No,Yes,,,,"2003, Q3",,GSM,10 message templates15 sec voice memo,Yes,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pag60.gif,,Panasonic G60,"SMS, EMS, MMS",Chrome metal,"CSTN, 4096 colors",200 x 3 fields,Class 8,"104 x 47 x 19 mm, 75 cc (4.09 x 1.85 x 0.75 in)",,,No,No,No,,,,,Removable Li-Ion 740 mAh battery,,,No
,,Downloadable wallpapers,,,Up to 200 h,Vibration; Downloadable polyphonic ringtones,,Yes,No,,Yes,,No,,Predictive text inputOrganizer,No,Mini-SIM,,,74 g (2.61 oz),,"20 dialed, 10 received, 10 missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,WAP 2.0/xHTML,"128 x 96 pixels, 4:3 ratio",Up to 6 h,No,Yes,,,,"2003, Q3",,GSM,Message templates,Yes,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pag50.gif,,Panasonic G50,"SMS, EMS","3 - Silver, Red, Blue","CSTN, 4096 colors",250  x 3 numbers,Class 8,"80 x 43 x 18 mm, 53 cc (3.15 x 1.69 x 0.71 in)",,,No,No,No,,,,,Removable Li-Ion 780 mAh battery,,,No
,,Blue backlight20 wallpapersCallerID graphics,,,Up to 230 h,"Vibration; Polyphonic ringtones, composer",,No,No,,1,,No,,Predictive text inputOrganizer,No,Mini-SIM,,,65 g (2.29 oz),,"20 dialed, 10 received, 10 missed calls",Discontinued,No,,,GSM 900 / 1800 / 1900,,WAP 1.2.1,"112 x 64 pixels, 16:9 ratio",Up to 8 h,No,Yes,,,,"2002, Oct",,GSM,Message templates100 calendar events,Yes,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pagd55.gif,,Panasonic GD55,"SMS, EMS","3 - Silver, Red, Pink",Graphics,250,No,"77 x 43 x 17 mm, 51 cc (3.03 x 1.69 x 0.67 in)",,,No,No,No,,,,,Removable Li-Ion 720 mAh battery,,,No
,,Second display,,,75 h - 220 h,"Vibration; Downloadable polyphonic ringtones, composer",,Yes,No,,Downloadable,,No,,Sync MLPredictive text inputVoice memoOrganizer,No,Mini-SIM,,CIF,103 g (3.63 oz),,"10 dialed, 10 received, 10 missed calls",Discontinued,No,Yes,,GSM 900 / 1800 / 1900,,WAP 2.0/xHTML,"132 x 176 pixels, 4:3 ratio",1 h 30 min - 7 h,No,Yes,,,,"2002, November",,GSM,Message templates,Yes,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pagd87.gif,,Panasonic GD87,"SMS, MMS, Email",,"TFT, 65K colors",200,Class 8,97 x 49 x 23 mm (3.82 x 1.93 x 0.91 in),,,No,No,No,,,,Yes,Removable Li-Ion 720 mAh battery,,,No
,,Five directional joystickScreensaversBackground pictures,,,60 h - 190 h,"Vibration; Downloadable polyphonic, recorded ringtones, composer",,Yes,No,,Downloadable,,No,,SyncMLOrganizerPredictive text inputVoice dialVoice memoOn/off timersCallerID graphics,No,Mini-SIM,,,81 g (2.86 oz),,"10 dialed, 10 received, 10 missed calls",Discontinued,No,,,GSM 900 / 1800,,WAP 1.2.1,"101 x 80 pixels, 6 lines",1 h 30 min - 6 h,No,Yes,,,,2002,,GSM,Several fields in the address bookMessage templates,Yes,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pagd67.gif,,Panasonic GD67,"SMS, EMS",,"STN, 256 colors",100,Class 8,"109 x 45 x 20 mm, 81 cc (4.29 x 1.77 x 0.79 in)",,,No,No,No,,,,,Removable Li-Ion 690 mAh battery,,,No
,,LCD illuminates in 3 different colours,,,up to 90 h,"Vibration; Monophonic ringtones, composer",,No,No,,2,,No,,Predictive text inputVoice memoOrganizerDictaphone,No,Mini-SIM,,,85 g (3.00 oz),,"10 dialed, 10 received, 10 missed calls",Discontinued,No,,,GSM 900 / 1800,,WAP 1.2,11 lines x 16 chars,up to 5 h,No,Yes,,,,2001,,GSM,Message templates,Yes,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pagd95.gif,,Panasonic GD95,"SMS, Email",2,Monochrome graphic,200,Class 8 (GD96 only),"120 x 45 x 14 mm, 90 cc (4.72 x 1.77 x 0.55 in)",,,No,No,No,,,,,Removable Li-Ion 690 mAh battery,,,No
,,Joystick6 screensaversBackground pictures,,,up to 150 h,"Vibration; Downloadable polyphonic, monophonic ringtones, composer",,Yes,No,,Yes,,No,,OrganizerPredictive text inputVoice dialDictaphoneOn/off timersCallerID graphics,No,Mini-SIM,,,82 g (2.89 oz),,"10 dialed, 10 received, 10 missed calls",Discontinued,No,,,GSM 900 / 1800,,WAP 1.2.1,6 lines,up to 6 h,No,Yes,,,,2001,,GSM,Several fields in the address bookMessage templates,Yes,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pagd75.gif,,Panasonic GD75,SMS,,Monochrome graphic,200,Yes (GD76 Only),"106 x 46 x 16 mm, 75 cc (4.17 x 1.81 x 0.63 in)",,,No,No,No,,,,,Removable Li-Ion 650 mAh battery,,,No
,,Message templates,,,up to 175 h,Vibration; Monophonic ringtones,,No,No,,1 -,,Predictive text inputCalculatorOn/off timersAlert Profiling,,,No,Mini-SIM,,,109 g (3.84 oz),,"10 received, dialed and missed calls",Discontinued,No,,,GSM 900 / 1800,,WAP 1.1,,2 h - 4 h,No,Yes,,,,2001,,GSM,No,Yes,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pagd35.gif,,Panasonic GD35,SMS,"3 - Winter White, Black Ice, Cool Blue",Monochrome graphic,50,No,120 x 46 x 20 mm (4.72 x 1.81 x 0.79 in),,,No,No,No,,,,,Removable NiMH 700 mAh battery,,,No
,,LCD illuminates in 7 different colours,,,170 h,"Monophonic, recorded ringtones",,Yes,No,,No,,No,,Recordable ringer,No,Mini-SIM,,,80 g (2.82 oz),,"5 dialed, 5 received, 5 missed calls",Discontinued,No,,,GSM 900 / 1800,,WAP,6 lines,200 min,No,Yes,,,,2000,,GSM,Message templates,Yes,Panasonic,,,https://fdn2.gsmarena.com/vv/bigpic/pagd93b.gif,,Panasonic GD93,"SMS, Email",,Monochrome graphic,100,No,120 x 45 x 16.4 mm (4.72 x 1.77 x 0.65 in),,,No,No,No,,,,,Removable Li-Ion 650 mAh battery,Predictive text inputVoice memoOn/off timersDictaphoneRing Tone ComposerCallerID graphicsCalculator,,No
