,256GB 12GB RAM,Dimensions,Camera,Model Image,Type_1,Build,Battery (old),_1,512GB 12GB,Model Name,Models,Loudspeaker_1,Card slot,Brand,256GB 8GB,Speed,SAR,Quad,Sensors,Video_1,Charging,_2,GPU,Announced,CPU,Positioning,Technology,Loudspeaker,SIM,64GB 4GB RAM,_3,2G bands,3.5mm jack,Video,NFC,Triple,4G bands,Features,Features_1,128GB 6GB RAM,Price,Display,Single_1,Type,256GB 8GB RAM,Chipset,64GB 3GB RAM,WLAN,128GB 8GB RAM,3G bands,Size,Single,Bluetooth,Radio,USB,Protection,Dual,Status,Internal,Performance,OS,Colors,128GB 4GB RAM,Battery (new),5G bands,512GB 12GB RAM,Weight,Infrared port,Resolution
,,170.9 x 77.2 x 9.2 mm (6.73 x 3.04 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-16.jpg,5000 mAh,,,,,Tecno Camon 16,"CE7, CE7j, CE9h, MZ-TECNO CE7j",,microSDXC (dedicated slot),Tecno,,"HSPA, LTE",0.95 W/kg (head)     0.82 W/kg (body),"64 MP, 26mm (wide), 1/1.73"", 0.8µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)2 MP","Fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,,,Mali-G52 2EEMC2,"2020, October 10",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),"GPS, GLONASS, GALILEO, BDS",GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1440p@30fps,No,,"1, 3, 5, 7, 8, 20, 38, 40, 41","Penta-LED flash, panorama, HDR","Dual-LED flash, HDR",,About 130 EUR,,,"IPS LCD, 480 nits (typ)",,Mediatek MT6769V/CB Helio G70 (12 nm),,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct",,HSDPA 850 / 900 / 2100,"6.8 inches, 109.8 cm2(~83.2% screen-to-body ratio)","16 MP, (wide), AF","5.0, A2DP, LE",FM radio,"microUSB 2.0, OTG",,,"Available. Released 2020, October 16","64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",,"Android 10, HIOS 6.0","Cloud White, Purist Blue, Misty Grey",,,,,207 g (7.30 oz),,720 x 1640 pixels (~263 ppi density)
eMMC 5.1,,174.7 x 79.4 x 9.3 mm (6.88 x 3.13 x 0.37 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark6-air.jpg,6000 mAh,,,,,Tecno Spark 6 Air,"KE6, KE6j, KF6",,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",,18W wired,,PowerVR GE8320,"2020, July 30",Quad-core 1.8 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,"13 MP, f/1.8, AF2 MP, (depth)QVGA",LTE,"Quad-LED flash, HDR",Dual-LED flash,,About 90 EUR,,,"IPS LCD, 480 nits (typ)",,Mediatek MT6761 Helio A22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"7.0 inches, 116.4 cm2(~83.9% screen-to-body ratio)",8 MP,"5.0, A2DP, LE",FM radio,"microUSB 2.0, OTG",,,"Available. Released 2020, August 06","32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM",,"Android 10 (Go edition), HiOS 6.2","Comet Black, Ocean Blue, Cloud White",,,,,-,,720 x 1640 pixels (~256 ppi density)
eMMC 5.1,,170.8 x 77.3 x 9.2 mm (6.72 x 3.04 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark6.jpg,5000 mAh,,,,,Tecno Spark 6,KE7,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,"16 MP, AF2 MP, (macro)2 MP, (depth)QVGA","Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,18W wired,,Mali-G52 2EEMC2,"2020, September 25",Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1440p@30fps,No,,LTE,"Quad-LED flash, panorama, HDR","Dual-LED flash, HDR",,About 110 EUR,,,"IPS LCD, 480 nits (typ)",,Mediatek MT6769V/CB Helio G70 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.8 inches, 109.8 cm2(~83.2% screen-to-body ratio)",8 MP,Yes,FM radio,"microUSB 2.0, OTG",,,"Available. Released 2020, September 25","64GB 4GB RAM, 128GB 4GB RAM",,"Android 10, HIOS 7.0","Ocean Blue, Comet Black, Dynamic Orabge, Misty Violet",,,,,-,,720 x 1640 pixels (~263 ppi density)
HSDPA 850 / 900 / 2100 - India,,170.6 x 77.2 x 9.1 mm (6.72 x 3.04 x 0.36 in),Photo/Video,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-16-premier.jpg,4500 mAh,"Glass front, plastic frame, plastic back",Endurance rating 118h,UFS 2.1,,Tecno Camon 16 Premier,"CE9, CD6j",-28.1 LUFS (Average),microSDXC (dedicated slot),Tecno,,"HSPA, LTE",1.25 W/kg (head)     0.88 W/kg (body),"64 MP, f/1.9, 26mm (wide), 1/1.73"", 0.8µm, PDAF8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (dedicated video camera)2 MP, f/2.4, (depth)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"33W wired, 70% in 30 min (International)18W wired (India)",,Mali-G76 MC4,"2020, September 04",Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,"4K@30fps, 1080p@30fps, 720p@960fps, gyro-EIS",No,,"1, 3, 5, 7, 8, 20, 38, 40, 41","Penta-LED flash, panorama, HDR","Dual-LED flash, HDR",,About 230 EUR,"1896:1 contrast ratio, 400 nits max brightness (measured)",,"IPS LCD, 90Hz, HDR10+, 480 nits (typ)",,Mediatek MT6785 Helio G90T (12 nm),,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"6.85 inches, 111.4 cm2(~84.6% screen-to-body ratio)",,"5.0, A2DP, LE",FM radio,"USB Type-C 2.0, OTG",,"48 MP, f/2.2, 23mm (wide), 1/2.0"", 0.8µm8 MP, f/2.2, 105˚ (ultrawide), 1/4.0"", 1.12µm","Available. Released 2020, September 04",128GB 8GB RAM,"AnTuTu: 283847 (v8)GeekBench: 6692 (v4.4), 1672 (v5.1)GFXBench: 15fps (ES 3.1 onscreen)","Android 10, HIOS 6.0",Glacial Silver,,,,,210 g (7.41 oz),,1080 x 2460 pixels (~392 ppi density)
,,174.9 x 79.6 x 9.2 mm (6.89 x 3.13 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-pouvoir-4-pro.jpg,6000 mAh,"Glass front, plastic back, plastic frame",,,,Tecno Pouvoir 4 Pro,,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,"16 MP, f/1.9, (wide), AF5 MP, f/2.2, (macro)2 MP, f/2.4, (depth)QVGA","Fingerprint (rear-mounted), accelerometer, proximity",,18W wired,,PowerVR GE8320,"2020, July 07",Octa-core (4x2.0 GHz & 4x1.5 GHz),GPS,GSM / HSPA / LTE,"Yes, with stereo speakers",Dual SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 7, 8, 20, 28",Quad-LED flash,Dual-LED flash,,,,,"IPS LCD, 480 nits (typ)",,Mediatek MT6762 Helio P22 (12 nm),,"Wi-Fi 802.11 a/b/g/n, dual-band",,HSDPA 850 / 900 / 2100,"7.0 inches, 116.4 cm2(~83.6% screen-to-body ratio)","16 MP, f/2.0, 27mm (wide)","5.0, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2020, July 23","64GB 4GB RAM, 128GB 6GB RAM",,"Android 10, HIOS 6.0","Ice Jadeite, Misty Grey, Fascinating Purple",,,,,-,,720 x 1640 pixels (~256 ppi density)
eMMC 5.1,,160 x 77.3 x 9.5 mm (6.30 x 3.04 x 0.37 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-pop4.jpg,5000 mAh,"Plastic frame, plastic back",,,,Tecno Pop 4,"BC2c, BC1s",,microSDXC,Tecno,,HSPA 21.1/5.76 Mbps,,,"Fingerprint (rear-mounted), accelerometer, proximity",,,,,"2020, July 24",Quad-core 1.3 GHz,GPS,GSM / HSPA,Yes,Nano-SIM + Nano-SIM,,,GSM 900 / 1800,Yes,1080p@30fps,No,,,Dual-LED flash,LED flash,,About 80 EUR,,8 MP,IPS LCD,,,,Wi-Fi 802.11 b/g/n,,HSDPA 900 / 2100,"6.0 inches, 92.9 cm2(~75.1% screen-to-body ratio)",5 MP,"4.2, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2020, July 24",32GB 2GB RAM,,"Android 10 (Go edition), HIOS","Ice Lake Green, Dawn Blue",,,,,-,,"480 x 960 pixels, 18:9 ratio (~179 ppi density)"
eMMC 5.1,,174.9 x 79.6 x 9.2 mm (6.89 x 3.13 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-pouvoir-4.jpg,6000 mAh,"Glass front, plastic back, plastic frame",,,,Tecno Pouvoir 4,"LC7, LC7S",,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,"13 MP, f/1.8, (wide), AF2 MP, f/2.4, (macro)2 MP, f/2.8, (depth)QVGA","Fingerprint (rear-mounted), accelerometer, proximity",,,,PowerVR GE8320,"2020, July 07",Octa-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,"Yes, with stereo speakers",Dual SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 7, 8, 20, 28",Quad-LED flash,Dual-LED flash,,,,,"IPS LCD, 480 nits (typ)",,Mediatek MT6761 Helio A22 (12 nm),,"Wi-Fi 802.11 a/b/g/n, dual-band",,HSDPA 850 / 900 / 2100,"7.0 inches, 116.4 cm2(~83.6% screen-to-body ratio)","8 MP, f/2.0, 26mm (wide)","5.0, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2020, July 23",32GB 3GB RAM,,"Android 10, HIOS 6.0","Cosmic Shine, Ice Jadeite, Fascinating Purple",,,,,-,,720 x 1640 pixels (~256 ppi density)
eMMC 5.1,,174.9 x 79.6 x 9.2 mm (6.89 x 3.13 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-power2.jpg,6000 mAh,"Glass front, plastic back, plastic frame",,,,Tecno Spark Power 2,LC8,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",0.85 W/kg (head)     0.80 W/kg (body),"16 MP, f/1.8, 27mm (wide), AF5 MP, 115˚ (ultrawide)2 MP, (macro)QVGA, (depth)","Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,"18W wired, 50% in 60 min",,PowerVR GE8320,"2020, June 17",Octa-core 2.0 GHz Cortex-A53,"GPS, GLONASS, GALILEO, BDS",GSM / HSPA / LTE,"Yes, with stereo speakers",Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 5, 7, 8, 20, 38, 40, 41","Quad-LED flash, panorama, HDR","Dual-LED flash, HDR",,About 120 EUR,,,"IPS LCD, 480 nits (typ)",,Mediatek MT6762 Helio P22 (12 nm),,Wi-Fi 802.11 b/g/n/ac,,HSDPA 850 / 900 / 2100,"7.0 inches, 116.4 cm2(~83.6% screen-to-body ratio)","16 MP, f/2.0, 27mm (wide)","5.0, A2DP, LE",FM radio,"microUSB 2.0, OTG",,,"Available. Released 2020, June 23",64GB 4GB RAM,,"Android 10, HIOS 6.1","Ice Jadeite, Misty Grey, Fascinating Purple",,,,,220 g (7.76 oz),,720 x 1640 pixels (~256 ppi density)
eMMC 5.1,,174.6 x 79.3 x 9.1 mm (6.87 x 3.12 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-5-air.jpg,5000 mAh,,,,,Tecno Spark 5 Air,KD6a,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,,"2020, May 05",Quad-core,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,LTE,"Quad-LED flash, panorama, HDR","Dual-LED flash, HDR",,,,,IPS LCD,,Mediatek,,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"7.0 inches, 116.4 cm2(~84.0% screen-to-body ratio)","8 MP, f/2.0, (wide)",Yes,FM radio,"microUSB 2.0, OTG",,"13 MP, f/1.8, PDAFQVGA","Available. Released 2020, July",32GB 2GB RAM,,"Android 10 (Go edition), HIOS 6.0","Ice Jadeite, Spark Orange, Vacation Blue, Misty Green",,,,,-,,720 x 1640 pixels (~256 ppi density)
eMMC 5.1,,164.7 x 76.3 x 8.8 mm (6.48 x 3.00 x 0.35 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-5.jpg,5000 mAh,,,,,Tecno Spark 5 pro,,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,"16 MP, f/1.8, PDAF2 MP, (macro)2 MP, (depth)QVGA","Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2020, July 13",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,LTE,"Quad-LED flash, panorama, HDR","Dual-LED flash, HDR",,About 120 EUR,,,IPS LCD,,Mediatek MT6762D Helio A25 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.6 inches, 105.2 cm2(~83.7% screen-to-body ratio)","8 MP, f/2.0, (wide)",Yes,FM radio,"microUSB 2.0, OTG",,,"Available. Released 2020, July 13","64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",,"Android 10, HIOS 6.1","Ice Jadeite, Spark Orange, Seabed Blue, Cloud White",,,,,-,,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)"
eMMC 5.1,,164.7 x 76.3 x 8.8 mm (6.48 x 3.00 x 0.35 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-5.jpg,5000 mAh,,,,,Tecno Spark 5,"KE5, KD7S",,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,"13 MP, f/1.8, PDAF2 MP, (macro)2 MP, (depth)QVGA","Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2020, May 04",Octa-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,LTE,"Quad-LED flash, panorama, HDR","Dual-LED flash, HDR",,About 150 EUR,,,IPS LCD,,Mediatek MT6761 Helio A22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.6 inches, 105.2 cm2(~83.7% screen-to-body ratio)","8 MP, f/2.0, (wide)",Yes,FM radio,"microUSB 2.0, OTG",,,"Available. Released 2020, May 26",32GB 2GB RAM,,"Android 10, HIOS 6.1","Ice Jadeite, Spark Orange, Vacation Blue, Misty Grey",,,,,-,,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)"
eMMC 5.1,,163.3 x 77.7 x 9.1 mm (6.43 x 3.06 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-15-premier.jpg,4000 mAh,"Glass front (Gorilla Glass 3), plastic back, plastic frame",,,,Tecno Camon 15 Premier,CD8j,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,"64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF5 MP, f/2.2, 14mm (ultrawide)2 MP, f/2.8, (depth)QVGA","Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2020, April 13",Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 2, 3, 4, 5, 7, 8, 20, 28","Quad-LED flash, panorama, HDR",,,,,,IPS LCD,,Mediatek MT6765V/W Helio P35 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"6.6 inches, 106.9 cm2(~84.3% screen-to-body ratio)",Motorized pop-up 32 MP,"5.0, A2DP, LE",FM radio,"microUSB 2.0, OTG",,,"Available. Released 2020, April 13",128GB 6GB RAM,,"Android 10, HIOS 6.0","Ice Jadeite, Opal White",,,,,203 g (7.16 oz),,"1080 x 2340 pixels, 19.5:9 ratio (~390 ppi density)"
eMMC 5.1,,164.5 x 76.5 x 9 mm (6.48 x 3.01 x 0.35 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon15-air-.jpg,5000 mAh,"Glass front (Gorilla Glass 3), plastic back, plastic frame",,,,Tecno Camon 15 Air,"CD6, CD6S",,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,"48 MP, f/1.8, PDAF2 MP, (macro)2 MP, (depth)QVGA","Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2020, April 13",Octa-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 2, 3, 4, 5, 7, 8, 20, 28","Quad-LED flash, panorama, HDR","Dual-LED flash, HDR",,,,,IPS LCD,,Mediatek MT6762 Helio P22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"6.6 inches, 105.2 cm2(~83.6% screen-to-body ratio)","8 MP, f/2.0, (wide)","5.0, A2DP, LE",FM radio,"microUSB 2.0, OTG",Corning Gorilla Glass 3,,"Available. Released 2020, April 13",64GB 3GB RAM,,"Android 10, HIOS 6.0","Malachite Blue, Ice lake Blue, Misty Gray",,,,,-,,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)"
eMMC 5.1,,163.3 x 77.7 x 9.1 mm (6.43 x 3.06 x 0.36 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-15-pro.jpg,4000 mAh,"Glass front, plastic back, plastic frame",,,,Tecno Camon 15 Pro,CD8,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",0.57 W/kg (head)     0.79 W/kg (body),"48 MP, PDAF5 MP2 MPQVGA","Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2020, February 21",Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),"GPS, GLONASS, GALILEO, BDS",GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 5, 8, 38, 40, 41","Dual-LED flash, panorama, HDR",,,About 220 EUR,,,IPS LCD,,Mediatek MT6765 Helio P35 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.6 inches, 106.9 cm2(~84.3% screen-to-body ratio)",Motorized pop-up 32 MP,"5.0, A2DP, LE",FM radio,"microUSB 2.0, OTG",,,"Available. Released 2020, February 25",128GB 6GB RAM,,"Android 10, HIOS 6.0","Ice Jadeite, Opal White",,,,,203 g (7.16 oz),,"1080 x 2340 pixels, 19.5:9 ratio (~390 ppi density)"
eMMC 5.1,,164.1 x 76.4 x 8.8 mm (6.46 x 3.01 x 0.35 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-15.jpg,5000 mAh,"Glass front, plastic back, plastic frame",,,,Tecno Camon 15,CD7,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",0.80 W/kg (head)     0.82 W/kg (body),"48 MP, PDAF2 MP2 MPQVGA","Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2020, February 21",Octa-core 2.0 GHz Cortex-A53,"GPS, GLONASS",GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 5, 8, 38, 40, 41","Quad-LED flash, panorama, HDR","Dual-LED flash, HDR",,About 130 EUR,,,IPS LCD,,Mediatek MT6762 Helio P22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.6 inches, 105.2 cm2(~83.9% screen-to-body ratio)",16 MP,"5.0, A2DP, LE",FM radio,"microUSB 2.0, OTG",,,"Available. Released 2020, February 25",64GB 4GB RAM,,"Android 10, HIOS 6.0","Shoal Gold, Fascinating Purple, Jade",,,,,196 g (6.91 oz),,"720 x 1600 pixels, 20:9 ratio (~266 ppi density)"
eMMC 5.1,,164.2 x 76.1 x 8.2 mm (6.46 x 3.00 x 0.32 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-12-air.jpg,4000 mAh,"Glass front, plastic back, plastic frame",,,,Tecno Camon 12 Air,,,microSD,Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2019, October",Quad-core 2.0 GHz Cortex-A53Octa-core 2.0 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,"16 MP, PDAF5 MP2 MP, (depth)","1, 2, 3, 4, 5, 7, 8, 20, 28","Quad-LED flash, panorama, HDR",HDR,,,,,IPS LCD,,Mediatek MT6761 Helio A22 (12 nm)Mediatek MT6762 Helio P22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 1900 / 2100,"6.55 inches, 103.6 cm2(~82.9% screen-to-body ratio)","8 MP, f/2.0","5.0, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2019, October","32GB 3GB RAM, 64GB 4GB RAM",,"Android 9.0 (Pie), HIOS 5.5","Ocean Blue, Alpenglow Gold, Stellar Purple",,,,,181 g (6.38 oz),,"720 x 1600 pixels, 20:9 ratio (~268 ppi density)"
eMMC 5.1,,166.7 x 75.8 x 8.4 mm (6.56 x 2.98 x 0.33 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-pop-3-plus.jpg,4000 mAh,,,,,Tecno Pop 3 Plus,,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2019, December",Quad-core 1.8 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 900 / 1800,Yes,1080p@30fps,No,,"3, 7, 20","LED flash, HDR, panorama","LED flash, HDR",,,,"8 MP, f/2.0",IPS LCD,,Mediatek MT6761 Helio A22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 900 / 2100,"6.52 inches, 102.6 cm2(~81.2% screen-to-body ratio)","8 MP, AF","4.2, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2019, December",16GB 1GB RAM,,"Android 9.0 (Pie), HIOS 5.5","Midnight Black, Vacation Blue, Hillier Purple",,,,,180.5 g (6.38 oz),,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)"
eMMC 5.1,,166.7 x 75.8 x 8.4 mm (6.56 x 2.98 x 0.33 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-4-lite.jpg,4000 mAh,"Glass front, plastic back, plastic frame",,,,Tecno Spark 4 Lite,KC8S,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,PowerVR GE8320,"2019, December",Quad-core 1.8 GHz Cortex-A53,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,,"1, 3, 5, 8, 38, 40, 41","LED flash, HDR, panorama","LED flash, HDR",,,,"8 MP, f/2.0",IPS LCD,,Mediatek MT6761 Helio A22 (12 nm),,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.52 inches, 102.6 cm2(~81.2% screen-to-body ratio)","8 MP, AF","4.2, A2DP, LE",FM radio,microUSB 2.0,,,"Available. Released 2019, December",32GB 2GB RAM,,"Android 9.0 (Pie), HIOS 5.5","Midnight Black, Vacation Blue, Hillier Purple",,,,,-,,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)"
eMMC 5.1,,165.3 x 75.9 x 8.2 mm (6.51 x 2.99 x 0.32 in),,https://fdn2.gsmarena.com/vv/bigpic/tecno-spark4.jpg,Li-Ion 4000 mAh,"Glass front, plastic back, plastic frame",,,,Tecno Spark 4,KC8,,microSDXC (dedicated slot),Tecno,,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,,,,"2019, September 25",Quad-core 2.0 GHz,GPS,GSM / HSPA / LTE,Yes,Nano-SIM + Nano-SIM,,,GSM 850 / 900 / 1800 / 1900,Yes,1080p@30fps,No,"13 MP, AFQVGAQVGA","1, 3, 5, 8, 38, 40, 41","Dual LED flash, HDR, panorama",LED flash,,,,,IPS LCD,,,,Wi-Fi 802.11 b/g/n,,HSDPA 850 / 900 / 2100,"6.52 inches, 102.6 cm2(~81.8% screen-to-body ratio)",8 MP,"4.2, A2DP, LE",FM radio,"microUSB 2.0, OTG",,,"Available. Released 2019, September 25","32GB 2GB RAM, 32GB 3GB RAM",,"Android 9.0 (Pie), HIOS 5.5","Royal Purple, Vacation Blue",,,,,-,,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)"
