,Positioning,Quad,Single_1,4G bands,Java,Talk time,Video,Charging,Video_1,_1,Dual,WLAN,Messaging,SAR EU,GPRS,Phonebook,3G bands,CPU,OS,USB,2G bands,Announced,Internal,Chipset,GPU,Status,3.5mm jack,Price,Music play,Features_1,Build,Games,NFC,EDGE,_3,_2,Model Name,SIM,Brand,Type,Technology,Size,Model Image,Weight,Call records,Keyboard,Infrared port,Colors,Resolution,Protection,Speed,Sensors,_4,Models,Radio,Bluetooth,SAR,Features,Browser,Dimensions,Card slot,Loudspeaker,Type_1,Single,Stand-by
eMMC 4.5,GPS,,5 MP,LTE 800 / 1800 / 2600 TD-LTE 2300,,Up to 8 h (3G),1080p@30fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,0.31 W/kg (head)     1.07 W/kg (body),,,HSDPA 900 / 2100,Quad-core 1.2 GHz Cortex-A53,Android 5.0.2 (Lollipop),microUSB 2.0,GSM 850 / 900 / 1800 / 1900,"2015, June. Released 2015, July",16GB 2GB RAM,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,Discontinued,Yes,About 250 EUR,,,,,No,,,,Micromax Canvas Sliver 5 Q450,Nano-SIM,Micromax,AMOLED,GSM / HSPA / LTE,"4.8 inches, 63.5 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-sliver-5--1.jpg,97 g (3.42 oz),,,,White,"720 x 1280 pixels, 16:9 ratio (~306 ppi density)",Corning Gorilla Glass 3,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","Accelerometer, proximity",,Q450,FM radio,"4.0, A2DP",,LED flash,,5.1 mm thickness,No,Yes,"Li-Po 2000 mAh, non-removable","8 MP, AF",Up to 345 h (3G)
,GPS,,2 MP,,,Up to 13 h 30 min (3G),720p,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Quad-core 1.83 GHz,"Android 4.4.4 (KitKat), upgradable to 5.0.2 (Lollipop)",microUSB 2.0,GSM 850 / 900 / 1800 / 1900,"2015, June. Released 2015, June",8GB 1GB RAM,Intel Atom,,Discontinued,Yes,About 130 EUR,,,,,No,,,,Micromax Canvas Tab P690,Micro-SIM,Micromax,IPS LCD,GSM / HSPA,"8.0 inches, 185.6 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-tab-p690.jpg,-,,,,Gray,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,HSPA 21.1/5.76 Mbps,"Accelerometer, proximity",,,No,"4.0, A2DP",0.20 W/kg (head)     1.17 W/kg (body),,,,microSDHC (dedicated slot),Yes,"Li-Ion 4000 mAh, non-removable","5 MP, AF",Up to 180 h (3G)
eMMC 4.5,GPS,,5 MP,LTE 1800 / 2100 / 2300,,Up to 7 h 45 min (3G),1080p@30fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,0.31 W/kg (head)     1.07 W/kg (body),,,HSDPA 900 / 2100,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Android 5.0 (Lollipop),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2015, June. Released 2015, June",16GB 2GB RAM,Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,Discontinued,Yes,About 230 EUR,,,"Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), aluminum frame",,No,,,,Micromax Canvas Knight 2 E471,Nano-SIM + Micro-SIM,Micromax,AMOLED,GSM / HSPA / LTE,"5.0 inches, 68.9 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-knight-2.jpg,-,,,,"White, Gold","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 3,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","Accelerometer, proximity",,,FM radio,"4.0, A2DP",,Dual-LED flash,,6.3 mm thickness,microSDHC (uses shared SIM slot),Yes,"Li-Ion 2260 mAh, non-removable","13 MP, AF",Up to 335 h (3G)
,GPS,,2 MP,,,Up to 6 h,720p,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,0.24 W/kg (head)     0.93 W/kg (body),,,HSDPA 850 / 2100,Quad-core 1.3 GHz Cortex-A7,"Android 5.1 (Lollipop), Android One",microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2015, June. Released 2015, June",8GB 1GB RAM,Mediatek MT6582 (28 nm),Mali-400MP2,Discontinued,Yes,About 90 EUR,,,,,No,,,,Micromax Canvas A1 AQ4502,"Dual SIM (Micro-SIM, dual stand-by)",Micromax,IPS LCD,GSM / HSPA,"4.5 inches, 55.8 cm2(~63.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-a1.jpg,136 g (4.80 oz),,,,Black,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,HSPA,"Accelerometer, proximity",,AQ4502,FM radio,"4.0, A2DP",,"LED flash, panorama",,132 x 67 x 9 mm (5.20 x 2.64 x 0.35 in),microSDHC,Yes,"Li-Ion 1700 mAh, removable","5 MP, AF",Up to 160 h
,GPS,,2 MP,,,Up to 10 h,1080p@30fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,0.20 W/kg (head)     0.57 W/kg (body),,,HSDPA 900 / 2100,Quad-core 1.3 GHz Cortex-A7,Android 5.0 (Lollipop),microUSB 2.0,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,"2015, May. Released 2015, May",8GB 1GB RAM,Mediatek MT6582M (28 nm),Mali-400MP2,Discontinued,Yes,About 140 EUR,,,,,No,,,,Micromax Q391 Canvas Doodle 4,"Dual SIM (Micro-SIM, dual stand-by)",Micromax,IPS LCD,GSM / HSPA,"6.0 inches, 99.2 cm2(~70.3% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-q391-canvas-doodle-4.jpg,-,,,,"Black, White","540 x 960 pixels, 16:9 ratio (~184 ppi density)",Corning Gorilla Glass 3,HSPA 21.1/5.76 Mbps,"Accelerometer, proximity",,Q391,FM radio,3.0,,LED flash,,165.5 x 85.3 x 8.5 mm (6.52 x 3.36 x 0.33 in),microSDHC (dedicated slot),Yes,"Li-Ion 3000 mAh, non-removable","8 MP, AF",Up to 300 h
,GPS,,5 MP,,,Up to 9 h (3G),720p@30fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Octa-core 1.4 GHz Cortex-A7,Android 4.4.2 (KitKat),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2015, May. Released 2015, May",16GB 2GB RAM,Mediatek MT6592 (28 nm),Mali-450MP4,Discontinued,Yes,About 150 EUR,,,,,No,,,,Micromax Canvas Nitro 2 E311,Dual SIM,Micromax,IPS LCD,GSM / HSPA,"5.0 inches, 68.9 cm2(~66.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-nitro2-e311.jpg,143 g (5.04 oz),,,,"Black, White","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 3,HSPA 21.1/5.76 Mbps,"Accelerometer, proximity",,E311,FM radio,"4.0, A2DP",0.24 W/kg (head)     0.55 W/kg (body),LED flash,,143.5 x 72.1 x 7.5 mm (5.65 x 2.84 x 0.30 in),microSDHC,Yes,"Li-Ion 2400 mAh, non-removable","13 MP, AF",Up to 250 h (3G)
,GPS,,2 MP,,,Up to 8 h,720p,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz Cortex-A7,Android 5.0 (Lollipop),"microUSB 2.0, OTG",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2015, May. Released 2015, May",8GB 1GB RAM,Mediatek MT6582M (28 nm),Mali-400MP2,Discontinued,Yes,About 110 EUR,,,,,No,,,,Micromax Q372 Unite 3,Dual SIM,Micromax,IPS LCD,GSM / HSPA,"4.7 inches, 62.9 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-unite-3-q372.jpg,-,,,,Black,"480 x 800 pixels, 5:3 ratio (~199 ppi density)",Corning Gorilla Glass (unspecified version),HSPA 21.1/5.76 Mbps,"Accelerometer, proximity",,Q372,FM radio,"4.0, A2DP",0.20 W/kg (head)     0.40 W/kg (body),LED flash,,-,microSDHC,Yes,"Li-Ion 2000 mAh, removable","8 MP, AF",Up to 220 h
,GPS,,VGA,,,Up to 10 h (3G),720p,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz Cortex-A7,Android 5.0 (Lollipop),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2015, April. Released 2015, May",8GB 1GB RAM,Mediatek MT6582M (28 nm),Mali-400MP2,Discontinued,Yes,About 110 EUR,,,,,No,,,,Micromax Canvas Play Q355,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)",Micromax,"TFT, 256K colors",GSM / HSPA,"5.5 inches, 83.4 cm2(~68.1% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-play-q355.jpg,-,,,,"Dark blue, White","480 x 854 pixels, 16:9 ratio (~178 ppi density)",,HSPA,"Accelerometer, proximity",,Q355,FM radio,"4.0, A2DP",0.15 W/kg (head)     0.40 W/kg (body),LED flash,,-,microSDHC,Yes,"Li-Ion 2820 mAh, removable",5 MP,Up to 273 h (3G)
,GPS,,2 MP,,,Up to 7 h (3G),720p,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz Cortex-A7,Android 5.0 (Lollipop),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2015, April. Released 2015, April",8GB 1GB RAM,Mediatek MT6582M (28 nm),Mali-400MP2,Discontinued,Yes,About 70 EUR,,,,,No,,,,Micromax Canvas Spark Q380,"Dual SIM (Micro-SIM, dual stand-by)",Micromax,IPS LCD,GSM / HSPA,"4.7 inches, 60.9 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-spark-Q380.jpg,134 g (4.73 oz),,,,"White/Gold, Grey/Silver","540 x 960 pixels, 16:9 ratio (~234 ppi density)",Corning Gorilla Glass 3,HSPA,"Accelerometer, proximity",,Q380,FM radio,2.1,0.29 W/kg (head)     0.42 W/kg (body),LED flash,,8.5 mm thickness,microSDHC (dedicated slot),Yes,"Li-Ion 2000 mAh, non-removable","8 MP, AF",Up to 335 h (3G)
,A-GPS only,,VGA,,,Up to 4 h 30 min,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,1.0 GHz,Android 4.4.3 (KitKat),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2015, March. Released 2015, March",4GB 512MB RAM,Spreadtrum 7715,,Discontinued,Yes,About 60 EUR,,,,,No,,,,Micromax Bolt S300,Dual SIM,Micromax,"TFT, 256K colors",GSM / HSPA,"4.0 inches, 45.5 cm2(~55.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-s300.jpg,123 g (4.34 oz),,,,Black,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,HSPA,Accelerometer,,,FM radio,2.1,0.53 W/kg (head)     0.67 W/kg (body),LED flash,,124 x 65.8 x 11.2 mm (4.88 x 2.59 x 0.44 in),microSDHC,Yes,"Li-Ion 1200 mAh, removable",VGA,Up to 155 h
,A-GPS only,,VGA,,,,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Dual-core 1.2 GHz Cortex-A7,Android 4.4.2 (KitKat),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2015, March. Released 2015, April",4GB 512MB RAM,Mediatek MT6572 (28 nm),Mali-400,Discontinued,Yes,,,,,,No,,,,Micromax Bolt D320,Dual SIM,Micromax,"TFT, 256K colors",GSM / HSPA,"4.5 inches, 55.8 cm2(~62.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-d320.jpg,128 g (4.52 oz),,,,Black,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,HSPA 21.1/5.76 Mbps,Accelerometer,,,FM radio,"4.0, A2DP",,LED flash,,135 x 66.5 x 10.2 mm (5.31 x 2.62 x 0.40 in),microSDHC,Yes,"Li-Ion 1600 mAh, removable",3.15 MP,
,GPS,,2 MP,,,Up to 7 h (3G),Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Dual-core 1.3 GHz Cortex-A7,Android 4.4.2 (KitKat),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2015, February. Released 2015, February",4GB 512MB RAM,Mediatek MT6572 (28 nm),Mali-400,Discontinued,Yes,,,,,,No,,,,Micromax Bolt D321,Dual SIM,Micromax,"TFT, 256K colors",GSM / HSPA,"5.0 inches, 68.9 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-d321.jpg,-,,,,"Black, White","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,HSPA 21.1/5.76 Mbps,"Accelerometer, proximity",,,FM radio,"4.0, A2DP",0.51 W/kg (head)     0.84 W/kg (body),LED flash,,-,microSDHC,Yes,"Li-Ion 1800 mAh, removable",5 MP,Up to 300 h (3G)
,GPS,,2 MP,,,Up to 9 h (3G),720p@15fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz Cortex-A7,Android 5.0 (Lollipop),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2015, March. Released 2015, March",8GB 2GB RAM,Mediatek MT6582M (28 nm),Mali-400MP2,Discontinued,Yes,About 130 EUR,,,,,No,,,,Micromax Canvas Juice 2 AQ5001,"Dual SIM (Micro-SIM, dual stand-by)",Micromax,IPS LCD,GSM / HSPA,"5.0 inches, 68.9 cm2(~65.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-aq5001.jpg,170 g (6.00 oz),,,,Gray,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 3,HSPA,"Accelerometer, proximity",,AQ5001,FM radio,"4.0, A2DP",0.22 W/kg (head)     0.45 W/kg (body),LED flash,,144 x 72.7 x 9.7 mm (5.67 x 2.86 x 0.38 in),microSDHC (dedicated slot),Yes,"Li-Ion 3000 mAh, non-removable","8 MP, AF",Up to 435 h (3G)
,A-GPS only,,VGA,,,Up to 5 h,Yes,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Quad-core 1.2 GHz,Android 4.4.2 (KitKat),microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2015, March. Released 2015, March",4GB 512MB RAM,Spreadtrum 7731,,Discontinued,Yes,About 60 EUR,,,,,No,,,,Micromax Bolt Q324,Dual SIM,Micromax,"TFT, 256K colors",GSM / HSPA,"4.0 inches, 45.5 cm2(~56.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-q324.jpg,-,,,,"Black, Blue, White","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,HSPA,Accelerometer,,,FM radio,2.1,0.97 W/kg (head)     0.67 W/kg (body),LED flash,,124 x 64.5 x 11.2 mm (4.88 x 2.54 x 0.44 in),microSDHC,Yes,"Li-Ion 1450 mAh, removable",2 MP,Up to 279 h
,GPS,,VGA,,,Up to 5 h,480p,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Dual-core 1.3 GHz Cortex-A7,Android 4.4.2 (KitKat),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2015, February. Released 2015, February",4GB 512MB RAM,Mediatek MT6572 (28 nm),Mali-400,Discontinued,Yes,About 80 EUR,,,,,No,,,,Micromax Bolt A82,Dual SIM,Micromax,TFT,GSM / HSPA,"5.0 inches, 68.9 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-a82.jpg,-,,,,"Black, Blue, White","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,HSPA 21.1/5.76 Mbps,"Accelerometer, proximity",,,FM radio,"2.0, EDR",0.23 W/kg (head)     0.57 W/kg (body),LED flash,,-,microSDHC,Yes,"Li-Ion 1800 mAh, removable",5 MP,Up to 200 h
,GPS,,VGA,,,Up to 6 h (3G),720p,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 2100,Quad-core 1.3 GHz Cortex-A7,Android 4.4.2 (KitKat),microUSB 2.0,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,"2015, February. Released 2015, February",8GB 1GB RAM,Mediatek MT6582M (28 nm),Mali-400MP2,Discontinued,Yes,About 90 EUR,,,,,No,,,,Micromax Canvas Pep Q371,Dual SIM,Micromax,IPS LCD,GSM / HSPA,"4.5 inches, 55.8 cm2(~62.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-q371.jpg,-,,,,"Pristine White, Mystic Blue","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,HSPA 21.1/5.76 Mbps,"Accelerometer, proximity",,,FM radio,"4.0, A2DP",0.58 W/kg (head)     0.65 W/kg (body),LED flash,,133.5 x 66.5 x 9.8 mm (5.26 x 2.62 x 0.39 in),microSDHC,Yes,"Li-Ion 1700 mAh, removable",5 MP,Up to 210 h (3G)
,GPS,,VGA,,,Up to 5 h,480p,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,Yes,,,Dual-core 1.3 GHz Cortex-A7,Android 4.4.2 (KitKat),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2014, December. Released 2014, December",4GB 512MB RAM,Mediatek MT6571 (28 nm),Mali-400,Discontinued,Yes,About 60 EUR,,,,,No,Yes,,,Micromax Bolt A067,Dual SIM,Micromax,TFT,GSM,"4.0 inches, 45.5 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-a067.jpg,-,,,,"Mint Green, Pure White, Electric Red, Mystic Grey","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,"Accelerometer, proximity",,,FM radio,"4.0, A2DP",0.36 W/kg (head)     0.42 W/kg (body),LED flash,,-,microSDHC,Yes,"Li-Ion 1300 mAh, removable",2 MP,Up to 150 h
,GPS,,5 MP,,,Up to 7 h (3G),1080p@30fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Octa-core 1.7 GHz Cortex-A7,Android 4.4.2 (KitKat),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2014, September. Released 2014, September",16GB 1GB RAM,Mediatek MT6592 (28 nm),Mali-450MP4,Discontinued,Yes,,,,,,No,,,,Micromax Canvas 4 Plus A315,Dual SIM,Micromax,AMOLED,GSM / HSPA,"5.0 inches, 68.9 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-4-plus.jpg,-,,,,"White/Gold, Black","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,HSPA,"Accelerometer, proximity",,,FM radio,"4.0, A2DP",0.68 W/kg (head)     0.61 W/kg (body),"LED flash, panorama",,7 mm thickness,microSDHC,Yes,"Li-Ion 2000 mAh, non-removable","13 MP, AF",Up to 205 h (3G)
,GPS,,VGA,,,Up to 8 h 30 min (3G),720p@15fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Quad-core 1.2 GHz Cortex-A7,Android 4.4.2 (KitKat),microUSB 2.0,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,"2014, August. Released 2014, August",4GB 1GB RAM,Mediatek MT6589M (28 nm),PowerVR SGX544,Discontinued,Yes,,,,,,No,,,,Micromax A109 Canvas XL2,Dual SIM,Micromax,IPS LCD,GSM / HSPA,"5.5 inches, 83.4 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-a109.jpg,-,,,,White,"540 x 960, 16:9 ratio (~200 ppi density)",,HSPA,"Accelerometer, proximity",,,FM radio,"4.0, A2DP",,LED flash,,,microSDHC,Yes,"Li-Ion 2500 mAh, removable","5 MP, AF",Up to 255 h (3G)
Backlight alerts (Micromax logo),GPS,,2 MP,,,Up to 7 h,720p,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz Cortex-A7,Android 5.0 (Lollipop),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2015, March. Released 2015, March",8GB 1GB RAM,Mediatek MT6582M (28 nm),Mali-400MP2,Discontinued,Yes,About 100 EUR,,,,,No,,,,Micromax Canvas Fire 4 A107,"Dual SIM (Micro-SIM, dual stand-by)",Micromax,IPS LCD,GSM / HSPA,"4.5 inches, 55.8 cm2(~61.2% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-fire-a107.jpg,138 g (4.87 oz),,,,"Black, Silver","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Corning Gorilla Glass 3,HSPA 21.1/5.76 Mbps,"Accelerometer, proximity",,A107,FM radio,"4.0, A2DP",,LED flash,,136 x 67 x 8.8 mm (5.35 x 2.64 x 0.35 in),microSDHC,"Yes, dual speakers","Li-Ion 2000 mAh, non-removable","8 MP, AF",Up to 300 h
,GPS,,2 MP,,,Up to 15 h,1080p@30fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Dual-core 1.2 GHz,Android 4.4.2 (KitKat),microUSB 2.0,GSM 900 / 1800,"2015, January. Released 2015, January",8GB 1GB RAM,Intel Atom,,Discontinued,Yes,About 150 EUR,,,,,No,,,,Micromax Canvas Tab P666,Micro-SIM,Micromax,IPS LCD,GSM / HSPA,"8.0 inches, 185.6 cm2(~69.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-666.jpg,310.5 g (10.97 oz),,,,"Magnetic Black, Puritan White","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,HSPA 21.1/5.76 Mbps,"Accelerometer, proximity",,,No,"4.0, A2DP",,,,213.9 x 124.7 x 7.9 mm (8.42 x 4.91 x 0.31 in),microSDHC (dedicated slot),Yes,"Li-Ion 4400 mAh, non-removable",5 MP,Up to 325 h
,GPS,,VGA,,,Up to 11 h,720p,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Dual-core 1.3 GHz Cortex-A7,Android 4.4.2 (KitKat),"microUSB 2.0, OTG",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2015, January. Released 2015, January",8GB 1GB RAM,Mediatek MT8312 (28 nm),Mali-400,Discontinued,Yes,About 90 EUR,,,,,No,,,,Micromax Canvas Tab P470,"Dual SIM (Mini-SIM, dual stand-by)",Micromax,"TFT, 256K colors",GSM / HSPA,"7.0 inches, 137.9 cm2(~63.6% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-p470.jpg,306 g (10.79 oz),,,,"Classy Silver, Mystic Grey","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,HSPA 21.1/5.76 Mbps,"Accelerometer, proximity",,,FM radio,2.1,,LED flash,,192 x 113 x 10.4 mm (7.56 x 4.45 x 0.41 in),microSDHC,Yes,"Li-Ion 3200 mAh, non-removable",5 MP,Up to 158 h
,GPS,,13 MP,,,Up to 8 h 30 min (3G),1080p@30fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Octa-core 1.7 GHz Cortex-A7,Android 4.4.2 (KitKat),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2014, December. Released 2015, February",16GB 2GB RAM,Mediatek MT6592 (28 nm),Mali-450MP4,Discontinued,Yes,About 240 EUR,,LED flash,,,No,,,,Micromax Canvas Selfie A255,Nano-SIM + Micro-SIM,Micromax,IPS LCD,GSM / HSPA,"4.7 inches, 60.9 cm2(~61.8% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie.jpg,138 g (4.87 oz),,,,"Angelic White, Mystic Blue","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Corning Gorilla Glass 3,HSPA 21.1/5.76 Mbps,"Accelerometer, proximity",,,FM radio,"4.0, A2DP",0.82 W/kg (head)     0.75 W/kg (body),Dual-LED flash,,146.3 x 67.3 x 9.7 mm (5.76 x 2.65 x 0.38 in),microSDHC,Yes,"Li-Ion 2300 mAh, non-removable","13 MP, AF",Up to 198 h (3G)
,No,,VGA,,,Up to 6 h,480p,,,,,"Wi-Fi 802.11 b/g, hotspot",,0.37 W/kg (head)     0.41 W/kg (body),Yes,,,Dual-core 1.3 GHz Cortex-A7,Android 4.4.2 (KitKat),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2014, May. Released 2014, May",4GB 512MB RAM,Mediatek MT6571 (28 nm),Mali-400,Discontinued,Yes,,,,,,No,Yes,,,Micromax Bolt A066,Dual SIM,Micromax,IPS LCD,GSM,"3.5 inches, 36.5 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-a066.jpg,-,,,,"Tranquil Green, Pristine White, Raging Red, Smokey Grey","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,,"Accelerometer, proximity",,,FM radio,"4.0, A2DP",,,,-,microSDHC,Yes,"Li-Ion 1300 mAh, removable",2 MP,Up to 160 h
,GPS,,2 MP,,,Up to 9 h 30 min,720p@30fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 900 / 2100,Quad-core 1.3 GHz Cortex-A7,"Android 4.4.2 (KitKat), upgradable to 5.0.1 (Lollipop)",microUSB 2.0,GSM 900 / 1800 - SIM 1 & SIM 2,"2015, January. Released 2015, January",8GB 1GB RAM,Mediatek MT6582 (28 nm),Mali-400MP2,Discontinued,Yes,About 150 EUR,,,,,No,,,,Micromax Canvas Hue,Dual SIM (dual stand-by),Micromax,AMOLED,GSM / HSPA,"5.0 inches, 69.4 cm2",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-hue.jpg,-,,,,White,"720 x 1280 pixels, 16:9 ratio (~293 ppi density)",Corning Gorilla Glass 3,HSPA,"Accelerometer, proximity",,,FM radio,"4.0, A2DP",,LED flash,,-,microSDHC,Yes,"Li-Ion 3000 mAh, removable","8 MP, AF",Up to 280 h
,GPS,,VGA,,,Up to 6 h,1080p@30fps,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,,HSDPA 2100,Quad-core 1.3 GHz,Android 4.4.2 (KitKat),microUSB 2.0,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"2014, Q4. Released 2014, Q4",4GB 1GB RAM,,,Discontinued,Yes,About 80 EUR,,,,,No,,,,Micromax A104 Canvas Fire 2,Dual SIM (dual stand-by),Micromax,TFT,GSM / HSPA,"4.5 inches, 55.8 cm2(~60.9% screen-to-body ratio)",https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-fire-2-a104.jpg,163 g (5.75 oz),,,,Black/Gold,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,HSPA,"Accelerometer, proximity",,A104,FM radio,"4.0, A2DP",,"LED flash, HDR, panorama",,136 x 67.4 x 9.6 mm (5.35 x 2.65 x 0.38 in),microSDHC,"Yes, dual speakers","Li-Ion 1900 mAh, removable","5 MP, AF",Up to 180 h
