,Triple,Resolution,Games,Price,Phonebook,Type_1,Call records,Talk time,Video,_2,GPU,Card slot,Chipset,Java,Infrared port,Charging,Technology,Announced,Type,OS,Single_1,Features_1,Music play,Brand,5G bands,Dual_1,Protection,Browser,Radio,CPU,Video_1,EDGE,Stand-by,Weight,Build,SIM,Internal,Single,_3,Size,3.5mm jack,_1,Status,Model Image,USB,Sensors,GPRS,Model Name,3G bands,Speed,Loudspeaker,Bluetooth,Dual,Colors,4G bands,WLAN,Positioning,NFC,Quad,Models,Keyboard,2G bands,Messaging,Features,Dimensions
"1, 2, 3, 4, 5, 7, 28",,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,About 250 EUR,,"Li-Po 4010 mAh, non-removable",,Up to 28 h (2G) / Up to 22 h (3G),1080p@30fps,,Mali-T860MP2,microSDXC,Mediatek MT6755 Helio P10 (28 nm),,,10W wired,GSM / HSPA / LTE,"2017, August. Released 2017, August",IPS LCD,Android 7.0 (Nougat),"16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm",LED flash,,BLU,,,Corning Gorilla Glass 3,,FM radio,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),,,Up to 750 h (2G) / Up to 700 h (3G),180 g (6.35 oz),,Nano-SIM + Micro-SIM,64GB 4GB RAM,"13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF",,"5.5 inches, 83.4 cm2(~70.6% screen-to-body ratio)",Yes,eMMC 5.1,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-vivo8.jpg,"microUSB 2.0, OTG","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,BLU Vivo 8,HSDPA 850 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE (2CA) Cat6 300/50 Mbps",Yes,"4.0, A2DP",,"Black, Gold","2, 4, 7, 12, 17","Wi-Fi 802.11 b/g/n/ac, Wi-Fi Direct",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, HDR",154.5 x 76.5 x 8.3 mm (6.08 x 3.01 x 0.33 in)
,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,,"Li-Po 2500 mAh, non-removable",,Up to 22 h (2G) / Up to 16 h (3G),1080p@30fps,,Mali-400MP2,microSDXC,Mediatek MT6580 (28 nm),,,,GSM / HSPA,"2017, July. Released 2017, July",IPS LCD,Android 7.0 (Nougat),5 MP,LED flash,,BLU,,,,,FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 725 h (2G) / Up to 625 h (3G),183 g (6.46 oz),,Nano-SIM + Micro-SIM,8GB 1GB RAM,8 MP,,"5.5 inches, 83.4 cm2(~69.0% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-st-j8-3g.jpg,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity",,BLU Studio J8,HSDPA 850 / 1700(AWS) / 1900 / 2100 - S650P,HSPA 21.1/5.76 Mbps,Yes,"4.1, A2DP, LE",,"Black, Gold, Rose Gold, Silver",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,155.7 x 77.6 x 8.9 mm (6.13 x 3.06 x 0.35 in)
eMMC 5.0,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,,"Li-Po 2500 mAh, non-removable",,Up to 22 h (2G) / Up to 16 h (3G),1080p@30fps,,Mali-T720,microSDXC,Mediatek MT6737 (28 nm),,,,GSM / HSPA / LTE,"2017, July. Released 2017, July",IPS LCD,Android 7.0 (Nougat),5 MP,LED flash,,BLU,,,,,FM radio,Quad-core 1.3 GHz Cortex-A53,,,Up to 750 h (2G) / Up to 625 h (3G),183 g (6.46 oz),,Nano-SIM + Micro-SIM,"8GB 1GB RAM, 16GB 2GB RAM",8 MP,,"5.5 inches, 83.4 cm2(~69.0% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-st-j8-lte.jpg,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity",,BLU Studio J8 LTE,HSDPA 850 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.1, A2DP, LE",,"Black, Gold, Rose Gold, Silver","1, 2, 3, 4, 7, 12, 17, 28","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",GPS,No,,Studio J8 LTE,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,155.7 x 77.6 x 8.9 mm (6.13 x 3.06 x 0.35 in)
,,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,,,"Li-Po 3000 mAh, non-removable",,Up to 10 h (3G),720p@30fps,,Mali-400,microSDXC,Mediatek MT8321 (28 nm),,,,GSM / HSPA,"2017, July. Released 2017, July",IPS LCD,Android 7.0 (Nougat),2 MP,,,BLU,,,,,FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 200 h (3G),275 g (9.70 oz),,Dual SIM (Mini-SIM),8GB 1GB RAM,5 MP,,"7.0 inches, 137.9 cm2(~67.0% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-touchbook-m7-pro.jpg,"microUSB 2.0, OTG",Accelerometer,,BLU Touchbook M7 Pro,HSDPA 850 / 1900 / 2100,HSPA 21.1/5.76 Mbps,Yes,4.0,,"Black, Gold",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,188.4 x 109.2 x 9.4 mm (7.42 x 4.30 x 0.37 in)
,,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,,,"Li-Po 1500 mAh, removable",,Up to 20 h (2G) / Up to 15 h (3G),720p@30fps,,Mali-400,microSDXC,Mediatek MT6570 (28 nm),,,,GSM / HSPA,"2017, August. Released 2017, August",TFT,Android 6.0 (Marshmallow),2 MP,,,BLU,,,,,FM radio,Dual-core 1.3 GHz Cortex-A7,,,Up to 500 h (2G) / Up to 450 h (3G),132 g (4.66 oz),,Dual SIM (Micro-SIM),8GB 512MB RAM,5 MP,,"4.5 inches, 55.8 cm2(~64.1% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-grand-mini.jpg,microUSB 2.0,Accelerometer,,BLU Grand Mini,HSDPA 850 / 1700(AWS) / 1900 / 2100 - G170Q,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, Rose Gold, Silver, Gold",,Wi-Fi 802.11 b/g/n,GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,132 x 66 x 8.6 mm (5.20 x 2.60 x 0.34 in)
"1, 2, 3, 4, 7, 12, 17, 28 - R0170WW",,"720 x 1280 pixels, 16:9 ratio (~282 ppi density)",,,,"Li-Po 3000 mAh, non-removable",,Up to 26 h (2G) / Up to 16 h (3G),720p@30fps,,Mali-T720,microSDXC,Mediatek MT6737 (28 nm),,,,GSM / HSPA / LTE,"2017, July. Released 2017, July",IPS LCD,Android 7.0 (Nougat),13 MP,dual-LED dual-tone flash,,BLU,,,,,FM radio,Quad-core 1.3 GHz Cortex-A53,,,Up to 725 h (2G) / Up to 625 h (3G),156 g (5.50 oz),,Dual SIM (Micro-SIM),"16GB 2GB RAM, 32GB 3GB RAM",13 MP,,"5.2 inches, 74.5 cm2(~66.8% screen-to-body ratio)",Yes,eMMC 5.0,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-r2-lte.jpg,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,BLU R2 LTE,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.0, A2DP",,"Black, Gold, Rose Gold, Silver","1, 3, 7, 20 - R0150EE",Wi-Fi 802.11 b/g/n,GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,Dual-LED dual-tone flash,150.3 x 74.3 x 9.6 mm (5.92 x 2.93 x 0.38 in)
,,"720 x 1280 pixels, 16:9 ratio (~282 ppi density)",,,,"Li-Po 3000 mAh, non-removable",,Up to 26 h (2G) / Up to 16 h (3G),1080p@30fps,,Mali-400MP2,microSDXC,Mediatek MT6580 (28 nm),,,,GSM / HSPA,"2017, July. Released 2017, July",IPS LCD,Android 7.0 (Nougat),8 MP,dual-LED dual-tone flash,,BLU,,,,,FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 725 h (2G) / Up to 625 h (3G),156 g (5.50 oz),,Dual SIM (Micro-SIM),8GB 1GB RAM,8 MP,,"5.2 inches, 74.5 cm2(~66.8% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-r2.jpg,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,BLU R2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, Gold, Rose Gold, Silver",,Wi-Fi 802.11 b/g/n,GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,Dual-LED dual-tone flash,150.3 x 74.3 x 9.6 mm (5.92 x 2.93 x 0.38 in)
IP68 dust/water resistant (up to 1.5m for 30 min),,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,,"Li-Po 4300 mAh, non-removable",,Up to 48 h (2G) / Up to 40 h (3G),720p@30fps,,Mali-T720,microSDXC (dedicated slot),Mediatek MT6737 (28 nm),,,,GSM / HSPA / LTE,"2017, July. Released 2017, July",IPS LCD,Android 7.0 (Nougat),5 MP,,,BLU,,,,,FM radio,Quad-core 1.5 GHz Cortex-A53,,,Up to 750 h (2G) / Up to 700 h (3G),206 g (7.27 oz),,Nano-SIM,16GB 2GB RAM,8 MP,,"5.0 inches, 68.9 cm2(~63.1% screen-to-body ratio)",Yes,eMMC 5.0,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-tep.jpg,microUSB 2.0,"Accelerometer, proximity, compass",,BLU Tank Xtreme Pro,HSDPA 850 / 1700(AWS) / 1900,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.0, A2DP",,"Black, Blue, Green, Red","2, 4, 7, 12, 17",Wi-Fi 802.11 b/g/n,GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,146 x 74.8 x 13.9 mm (5.75 x 2.94 x 0.55 in)
,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,,"Li-Po 1350 mAh, removable",,Up to 17 h (2G) / Up to 13 h (3G),720p@30fps,,Mali-400,microSDXC,Mediatek MT6570 (28 nm),,,,GSM / HSPA,"2017, June. Released 2017, June",IPS LCD,Android 6.0 (Marshmallow),2 MP,LED,,BLU,,,,,No,Dual-core 1.3 GHz Cortex-A7,,,Up to 450 h (2G) / Up to 400 h (3G),135 g (4.76 oz),,Dual SIM (Micro-SIM),8GB 512MB RAM,5 MP,,"4.0 inches, 45.5 cm2(~60.0% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-sj1.jpg,microUSB 2.0,Accelerometer,,BLU Studio J1,HSDPA 850 / 1700(AWS) / 1900 / 2100,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, Blue, White",,Wi-Fi 802.11 b/g/n,GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,121.5 x 62.5 x 10.3 mm (4.78 x 2.46 x 0.41 in)
eMMC 5.0,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,,"Li-Po 2400 mAh, non-removable",,Up to 20 h (2G) / Up to 15 h (3G),720p@30fps,,Mali-T720,microSDXC,Mediatek MT6737 (28 nm),,,,GSM / HSPA / LTE,"2017, June. Released 2017, June",IPS LCD,Android 7.0 (Nougat),5 MP,LED flash,,BLU,,,,,FM radio,Quad-core 1.3 GHz Cortex-A53,,,Up to 600 h (2G) / Up to 550 h (3G),168 g (5.93 oz),,Nano-SIM + Micro-SIM,8GB 1GB RAM,"8 MP, 1/4.0""",,"5.0 inches, 68.9 cm2(~65.0% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-gxlte.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Grand X LTE,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.0, A2DP",,"Black, Silver, Gold, Rose Gold","1, 2, 3, 4, 7, 12, 17, 28","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,147.2 x 72 x 8.9 mm (5.80 x 2.83 x 0.35 in)
HSDPA 850 / 900 / 1900 / 2100 - G150EQ,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,,"Li-Po 2650 mAh, non-removable",,Up to 22 h (2G) / Up to 16 h (3G),1080p@30fps,,Mali-400MP2,microSDXC,Mediatek MT6580 (28 nm),,,,GSM / HSPA,"2017, June. Released 2017, June",IPS LCD,Android 7.0 (Nougat),5 MP,LED flash,,BLU,,,,,FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 700 h (2G) / Up to 650 h (3G),187 g (6.60 oz),,Nano-SIM + Nano-SIM,8GB 1GB RAM,"8 MP, AF",,"5.5 inches, 83.4 cm2(~67.4% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-gxl.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Grand XL,HSDPA 850 / 1700(AWS) / 1900 / 2100 - G150Q,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, Gold, Rose Gold, Silver",,Wi-Fi 802.11 b/g/n,GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,157.5 x 78.6 x 9.1 mm (6.20 x 3.09 x 0.36 in)
,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,,"Li-Po 2000 mAh, removable",,Up to 24 h (2G) / Up to 12 h (3G),720p@30fps,,Mali-400,microSDXC,Mediatek MT6570 (28 nm),,,,GSM / HSPA,"2017, May. Released 2017, May",IPS LCD,Android 6.0 (Marshmallow),2 MP,LED,,BLU,,,,,No,Dual-core 1.3 GHz Cortex-A7,,,Up to 650 h (2G) / Up to 550 h (3G),143 g (5.04 oz),,"Dual SIM (Micro-SIM, dual stand-by)",8GB 512MB RAM,5 MP,,"5.0 inches, 68.9 cm2(~65.2% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-st-j2.jpg,microUSB 2.0,Accelerometer,,BLU Studio J2,HSDPA 850 / 1700(AWS) / 1900 / 2100,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, Gold, Rose Gold",,Wi-Fi 802.11 b/g/n,GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,144.9 x 72.9 x 10.4 mm (5.70 x 2.87 x 0.41 in)
,,"720 x 1280 pixels, 16:9 ratio (~245 ppi density)",,,,"Li-Po 2500 mAh, removable",,Up to 22 h (2G) / Up to 16 h (3G),1080p@30fps,,Mali-400MP2,microSDXC,Mediatek MT6580 (28 nm),,,,GSM / HSPA,"2017, June. Released 2017, June",IPS LCD,Android 7.0 (Nougat),5 MP,LED flash,,BLU,,,,,FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 750 h (2G) / Up to 625 h (3G),196 g (6.91 oz),,"Dual SIM (Micro-SIM, dual stand-by)",8GB 1GB RAM,"8 MP, 1/4.0"", AF",,"6.0 inches, 99.2 cm2(~71.2% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-st-mg.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Studio Mega,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Black, Gold, Rose Gold",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",GPS,No,,Studio Mega,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,166.2 x 83.9 x 9.5 mm (6.54 x 3.30 x 0.37 in)
eMMC 5.0,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,,"Li-Po 4000 mAh, non-removable",,Up to 30 h (2G) / Up to 22 h (3G),1080p@30fps,,Mali-T720,microSDXC,Mediatek MT6737 (28 nm),,,,GSM / HSPA / LTE,"2017, April. Released 2017, April",IPS LCD,Android 6.0 (Marshmallow),5 MP,LED flash,,BLU,,,,,No,Quad-core 1.3 GHz Cortex-A53,,,Up to 750 h (2G) / Up to 650 h (3G),191 g (6.74 oz),,"Dual SIM (Micro-SIM, dual stand-by)","16GB 2GB RAM, 32GB 3GB RAM","13 MP, f/2.0, 1/4.0"", 1.12µm, PDAF",,"5.5 inches, 83.4 cm2(~71.2% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-r1-plus.jpg,microUSB 2.0,"Accelerometer, gyro, proximity",,BLU R1 Plus,HSDPA 850 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.1, A2DP, LE",,Black,"2, 4, 7, 12, 17","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, panorama, HDR",153 x 76.6 x 10.5 mm (6.02 x 3.02 x 0.41 in)
eMMC 4.5,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,,,"Li-Po 2000 mAh, removable",,Up to 24 h (2G) / Up to 14 h (3G),720p@30fps,,Adreno 304,microSDXC (dedicated slot),Qualcomm MSM8909 Snapdragon 210 (28 nm),,,,GSM / HSPA / LTE,"2017, March. Released 2017, March",IPS LCD,Android 5.1 (Lollipop),5 MP,LED flash,,BLU,,,,,FM radio,Quad-core 1.1 GHz Cortex-A7,,,Up to 600 h (2G) / Up to 500 h (3G),155 g (5.47 oz),,Nano-SIM,8GB 1GB RAM,"5 MP, AF",,"5.0 inches, 68.9 cm2(~66.2% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-ss-lte.jpg,microUSB 2.0,"Accelerometer, proximity",,BLU Studio Selfie LTE,HSDPA 850 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.0, A2DP",,"Black, White","1, 2, 3, 4, 7, 12, 17, 20","Wi-Fi 802.11 b/g/n, hotspot",,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,142.7 x 72.9 x 8.8 mm (5.62 x 2.87 x 0.35 in)
eMMC 5.1,,"1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,About 170 EUR,,"Li-Po 3000 mAh, non-removable",,Up to 26 h (2G) / Up to 16 h (3G),1080p@30fps,,Adreno 505,microSDXC,Qualcomm MSM8937 Snapdragon 430 (28 nm),,,,GSM / HSPA / LTE,"2017, January. Released 2017, January",IPS LCD,Android 6.0 (Marshmallow),8 MP,LED flash,,BLU,,,Corning Gorilla Glass 3,,FM radio,Octa-core 1.4 GHz Cortex-A53,,,Up to 725 h (2G) / Up to 625 h (3G),152 g (5.36 oz),,Nano-SIM + Micro-SIM,64GB 4GB RAM,"13 MP, PDAF",,"5.0 inches, 68.9 cm2(~69.7% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-life-one-x2-mini.jpg,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",,BLU Life One X2 Mini,HSDPA 850 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.0, A2DP",,"Gray, Gold, Rose Gold","2, 4, 7, 12, 17","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, panorama, HDR",142 x 69.6 x 8.7 mm (5.59 x 2.74 x 0.34 in)
HSDPA 850 / 1900 / 2100 - D930L,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,,"Li-Po 1400 mAh, removable",,Up to 20 h (2G) / Up to 16 h (3G),720p@30fps,,Mali-400,microSDXC,Mediatek MT6572 (28 nm),,,,GSM / HSPA,"2017, January. Released 2017, January",TFT,Android 6.0 (Marshmallow),2 MP,,,BLU,,,,,FM radio,Dual-core 1.3 GHz,,,Up to 600 h (2G) / Up to 500 h (3G),135 g (4.76 oz),,Dual SIM (MIni-SIM),4GB 512MB RAM,3.15 MP,,"4.0 inches, 45.5 cm2(~55.7% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-dl3.jpg,microUSB 2.0,Accelerometer,,BLU Dash L3,HSDPA 850 / 1700(AWS) / 1900 - D930U,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Gold, Rose Gold, Grey, Black",,Wi-Fi 802.11 b/g/n,GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,127.1 x 64.3 x 11.5 mm (5.00 x 2.53 x 0.45 in)
HSDPA 850 / 1900 / 2100 - A110L,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,,"Li-Po 1300 mAh, removable",,Up to 17 h (2G) / Up to 12 h (3G),720@30fps,,Mali-400,microSDXC,,,,,GSM / HSPA,"2017, January. Released 2017, January",TFT,Android 6.0 (Marshmallow),2 MP,,,BLU,,,,,FM radio,Quad-core 1.2 GHz,,,Up to 700 h (2G) / Up to 500 h (3G),127 g (4.48 oz),,Dual SIM (Mini-SIM),4GB 512MB RAM,5 MP,,"4.0 inches, 45.5 cm2(~54.3% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-a4-l3.jpg,microUSB 2.0,Accelerometer,,BLU Advance 4.0 L3,HSDPA 850 / 1700(AWS) / 1900 - A110U,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Gray, Silver, Gold, Rose Gold",,Wi-Fi 802.11 b/g/n,GPS,No,,Advance 4.0 L3,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,126.6 x 66.3 x 11.4 mm (4.98 x 2.61 x 0.45 in)
HSDPA 900 / 1900 / 2100,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,,"Li-Po 3150 mAh, non-removable",,Up to 29 h (2G) / Up to 19 h (3G),1080p@30fps,eMMC 5.0,Mali-T720,microSDXC,Mediatek MT6737T (28 nm),,,,GSM / HSPA / LTE,"2017, January. Released 2017, January",IPS LCD,Android 6.0 (Marshmallow),8 MP,,,BLU,,,Corning Gorilla Glass 3,,FM radio,Quad-core 1.4 GHz Cortex-A53,,,Up to 750 h (2G) / Up to 650 h (3G),175 g (6.17 oz),,Dual SIM (Micro-SIM),32GB 3GB RAM,"13 MP, PDAF",,"5.5 inches, 83.4 cm2(~70.7% screen-to-body ratio)",Yes,"1, 3, 7, 8, 20, 38, 39, 40, 41 - V0070EE",Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-v-xl2.jpg,"microUSB 2.0, OTG","Accelerometer, proximity, compass",,BLU Vivo XL2,HSDPA 850 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Yes,"4.0, A2DP",,"Gold, Blue","2, 4, 7, 12, 17 - V0070UU","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, panorama, HDR",154 x 76.6 x 9.2 mm (6.06 x 3.02 x 0.36 in)
HSDPA 850 / 900 / 1900 / 2100 - V050EQ,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,,,"Li-Po 1500 mAh, non-removable",,Up to 24 h (2G) / Up to 16 h (3G),1080p@30fps,,Mali-400MP2,microSDXC,Mediatek MT6580 (28 nm),,,,GSM / HSPA,"2017, January. Released 2017, January",IPS LCD,Android 6.0 (Marshmallow),3.15 MP,,,BLU,,,,,FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 700 h (2G) / Up to 600 h (3G),119 g (4.20 oz),,Nano-SIM + Micro-SIM,8GB 512MB RAM,5 MP,,"4.0 inches, 45.5 cm2(~58.7% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-v5m.jpg,microUSB 2.0,Accelerometer,,BLU Vivo 5 Mini,HSDPA 850 / 1700 / 1900 / 2100 - V050Q,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Gray, Gold, Rose Gold, Silver",,Wi-Fi 802.11 b/g/n,GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,125.2 x 62 x 8.5 mm (4.93 x 2.44 x 0.33 in)
HSDPA 850 / 900 / 1900 / 2100 - G110EQ,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,,"Li-Po 2200 mAh, non-removable",,Up to 24 h (2G) / Up to 14 h (3G),1080p@30fps,,Mali-400MP2,microSDXC,Mediatek MT6580 (28 nm),,,,GSM / HSPA,"2017, January. Released 2017, January",IPS LCD,Android 6.0 (Marshmallow),8 MP,LED flash,,BLU,,,,,FM radio,Quad-core 1.3 GHz Cortex-A7,,,Up to 700 h (2G) / Up to 650 h (3G),154 g (5.43 oz),,Nano-SIM + Micro-SIM,8GB 1GB RAM,"8 MP, AF",,"5.0 inches, 68.9 cm2(~65.9% screen-to-body ratio)",Yes,,Discontinued,https://fdn2.gsmarena.com/vv/bigpic/blu-gm50.jpg,microUSB 2.0,"Accelerometer, gyro, proximity",,BLU Grand Max,HSDPA 850 / 1700(AWS) / 1900 / 2100 - G110Q,HSPA 21.1/5.76 Mbps,Yes,"4.0, A2DP",,"Gold, Gray, Rose Gold",,Wi-Fi 802.11 b/g/n,GPS,No,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,LED flash,145 x 72.1 x 7.8 mm (5.71 x 2.84 x 0.31 in)
