Unnamed: 0,Type,Loudspeaker,SAR,NFC,256GB 12GB RAM,Features_1,3.5mm jack,Dimensions,Clock,Resolution,256GB 6GB RAM,2G bands,Video_1,Chipset,Internal,512GB 12GB RAM,Music play,SAR EU,512GB 8GB RAM,Keyboard,Alert types,CPU,Model Image,Stand-by,Sensors,Radio,Dual,Phonebook,4G bands,3G bands,_1,Talk time,Languages,64GB 4GB RAM,128GB 4GB RAM,256GB 8GB RAM,WLAN,32GB 3GB RAM,128GB 6GB RAM,Call records,Video,_2,Infrared port,GPRS,GPU,Performance,Charging,OS,Weight,EDGE,Models,Model Name,Loudspeaker_1,Talk time_1,_7,_5,Colors,Battery (old),Java,5G bands,128GB 8GB RAM,_3,Single,_8,Brand,SIM,_4,Type_1,Single_1,Card slot,Dual_1,Triple,Announced,Quad,Status,Games,Bluetooth,64GB 2GB RAM,USB,Features,Camera,Build,Alarm,_6,Technology,Price,Browser,Speed,Protection,Stand-by_1,Size,Display,Audio quality,Messaging,Positioning,Battery (new),1TB 16GB RAM,URL,Image,Network,Launch,Body,Platform,Memory,Main Camera,Selfie camera,Sound,Comms,Battery,Misc,
Splash resistant,HD-IPS LCD,"Yes, with stereo speakers",,,,,Yes,253.9 x 173.6 x 8.8 mm (10.00 x 6.83 x 0.35 in),,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",,GSM 850 / 900 / 1800 / 1900,,TI OMAP 4430,"16GB 1GB RAM, 32GB 1GB RAM",,,,,,,Dual-core 1.2 GHz Cortex-A9,https://fdn2.gsmarena.com/vv/bigpic/motorola-xoom-2-3g-mz616.jpg,,"Accelerometer, gyro, compass, barometer",No,,,,HSDPA 850 / 900 / 1900 / 2100,3D virtual surround sound,Up to 10 h,,,,,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot",,,,720p@30fps,HDMI portMP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memoPredictive text input,Yes,,PowerVR SGX540,,,"Android 3.2 (Honeycomb), upgradable to 4.0.4 (Ice Cream Sandwich)",599 g (1.32 lb),,,Motorola XOOM 2 3G MZ616,,,,,Black,,,,,,"5 MP, AF",,Motorola,Mini-SIM,,Non-removable Li-Ion 7000 mAh battery,1.3 MP,microSDHC (dedicated slot),,,"2011, December. Released 2011, December",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,GSM / HSPA,About 210 EUR,,HSPA 21.1/5.76 Mbps,Corning Gorilla Glass,,"10.1 inches, 295.8 cm2(~67.1% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
Splash resistant,HD-IPS LCD,"Yes, with stereo speakers",,,,,Yes,253.9 x 173.6 x 8.8 mm (10.00 x 6.83 x 0.35 in),,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",,,,TI OMAP 4430,"16GB 1GB RAM, 32GB 1GB RAM",,,,,,,Dual-core 1.2 GHz Cortex-A9,https://fdn2.gsmarena.com/vv/bigpic/motorola-xoom-2.jpg,,"Accelerometer, gyro, compass, barometer",No,,,,,3D virtual surround sound,Up to 10 h,,,,,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot",,,,720p@30fps,HDMI portMP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memoPredictive text input,,No,PowerVR SGX540,,,"Android 3.2 (Honeycomb), upgradable to 4.0.4 (Ice Cream Sandwich)",599 g (1.32 lb),No,MZ615,Motorola XOOM 2 MZ615,,,,,Black,,,,,,"5 MP, AF",,Motorola,No,,Non-removable Li-Ion 7000 mAh battery,1.3 MP,microSDHC (dedicated slot),,,"2011, November. Released 2011, December",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,No cellular connectivity,About 210 EUR,,,Corning Gorilla Glass,,"10.1 inches, 295.8 cm2(~67.1% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
HDMI portMP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memoPredictive text input,TFT,"Yes, with stereo speakers",,,,,Yes,260 x 177 x 11.4 mm (10.24 x 6.97 x 0.45 in),,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",,,,Nvidia Tegra 2 T20,16GB 1GB RAM,,,,,,,Dual-core 1.0 GHz Cortex-A9,https://fdn2.gsmarena.com/vv/bigpic/motorola-xoom-media-edition-mz505.jpg,Up to 336 h,"Accelerometer, gyro, compass",No,,,,,,Up to 10 h,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,720p@30fps,,,No,ULP GeForce,,,"Android 3.1 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)",650 g (1.43 lb),No,,Motorola XOOM Media Edition MZ505,,,,,Black,,,,,,"5 MP, AF",,Motorola,No,,Non-removable Li-Ion battery (24.8 Wh),1.3 MP,microSDHC (dedicated slot),,,"2011, October. Released 2012, January",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,No cellular connectivity,About 230 EUR,,,,,"10.1 inches, 295.8 cm2(~64.3% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
Splash resistant,Super AMOLED Advanced,Yes,,,,,Yes,130.7 x 68.9 x 7.1 mm (5.15 x 2.71 x 0.28 in),,"540 x 960 pixels, 16:9 ratio (~256 ppi density)",,GSM 850 / 900 / 1800 / 1900,,TI OMAP 4430,"16GB (11.5GB user available), 1GB RAM",,,0.36 W/kg (head),,,,Dual-core 1.2 GHz Cortex-A9,https://fdn2.gsmarena.com/vv/bigpic/motorla-razr-europe.jpg,Up to 304 h,"Accelerometer, proximity, compass",No,,,,HSDPA 850 / 900 / 1900 / 2100,HDMI portMP3/AAC+/WAV/WMA playerMP4/H.264/WMV playerOrganizerDocument viewer/editorVoice memo/dial/commandsPredictive text input,Up to 9 h 20 min,,,,,"Wi-Fi 802.11 b/g/n, dual-band, DLNA, hotspot",,,,1080p@30fps,,,,PowerVR SGX540,,,"Android 2.3.5 (Gingerbread), upgradable to 4.1.2 (Jelly Bean)",127 g (4.48 oz),,XT910,Motorola RAZR XT910,Voice 74dB / Noise 66dB / Ring 82dB,,,,"Black, White",,,,,,"8 MP, AF",,Motorola,Micro-SIM,,Non-removable Li-Ion 1780 mAh battery,1.3 MP,microSDHC (dedicated slot),,,"2011, October. Released 2011, November",,Discontinued,,"4.0, EDR, LE",,microUSB 2.0,LED flash,Photo/Video,,,,GSM / HSPA,About 220 EUR,,HSPA 14.4/5.76 Mbps,Corning Gorilla Glass,,"4.3 inches, 51.0 cm2(~56.6% screen-to-body ratio)",Contrast ratio: Infinite (nominal),Noise -90.9dB / Crosstalk -90.2dB,,"GPS, A-GPS, GLONASS",,,,,,,,,,,,,,,,
CDMA 800 / 1900,Super AMOLED,Yes,1.45 W/kg (head)     0.71 W/kg (body),,,,Yes,130.7 x 68.9 x 7.1 mm (5.15 x 2.71 x 0.28 in),,"540 x 960 pixels, 16:9 ratio (~256 ppi density)",,GSM 850 / 900 / 1800 / 1900,720p,TI OMAP 4430,16GB 1GB RAM,,,,,,,Dual-core 1.2 GHz Cortex-A9,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-razr.jpg,Up to 204 h,"Accelerometer, proximity, compass",No,,,13 - Verizon,HSDPA 850 / 900 / 1900 / 2100,CDMA2000 1xEV-DO,Up to 12 h 30 min,,,,,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,,"1080p@30fps, 480p@120fps",Splash resistant,,,PowerVR SGX540,,,"Android 2.3.5 (Gingerbread), upgradable to 4.1 (Jelly Bean)",127 g (4.48 oz),,,Motorola DROID RAZR XT912,,,,,"Black, White, Purple",,,,,HDMI portMP3/AAC+/WAV/WMA playerMP4/H.264/WMV playerOrganizerDocument viewer/editorVoice memo/dial/commandsPredictive text input,"8 MP, AF",,Motorola,Micro-SIM,,Non-removable Li-Ion 1780 mAh battery,2 MP,"microSDHC (dedicated slot), 16 GB included",,,"2011, October. Released 2011, November",,Discontinued,,"4.0, EDR, LE",,microUSB 2.0,LED flash,,,,,GSM / CDMA / HSPA / EVDO / LTE,About 220 EUR,,"EV-DO Rev.A 3.1 Mbps, LTE, HSPA",Corning Gorilla Glass,,"4.3 inches, 51.0 cm2(~56.6% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
Touch sensitive controlsMOTOBLUR UI with Live Widgets,TFT,Yes,1.01 W/kg (head)     1.15 W/kg (body),,,,Yes,126 x 66 x 10 mm (4.96 x 2.60 x 0.39 in),,"540 x 960 pixels, 16:9 ratio (~256 ppi density)",,GSM 850 / 900 / 1800 / 1900,,TI OMAP 4430,8GB 1GB RAM,,,,,,,Dual-core 1.2 GHz Cortex-A9,https://fdn2.gsmarena.com/vv/bigpic/motorola-atrix-2-ofic.jpg,Up to 382 h,"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 850 / 1900 / 2100,HDMI portMP3/WAV/WMA/eAAC+ playerMP4/H.264/WMV/Xvid/DivX playerPhoto viewer/editorOrganizerQuickoffice document editorVoice memo/dial/commandsPredictive text input,Up to 8 h 50 min,,,,,"Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot",,,,1080p@24fps,,,,PowerVR SGX540,,,"Android 2.3 (Gingerbread), 4.0.4 (Ice Cream Sandwich), not upgradable to 4.1 (Jelly Bean)",147 g (5.19 oz),,MB865,Motorola ATRIX 2 MB865,,,,,Black,,,,,,"8 MP, AF",,Motorola,Mini-SIM,,Removable Li-Ion 1785 mAh battery,Yes,"microSDHC (dedicated slot), 2 GB included",,,"2011, October. Released 2011, October",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,GSM / HSPA,About 230 EUR,,HSPA 21.1/5.76 Mbps,Corning Gorilla Glass,,"4.3 inches, 51.0 cm2(~61.3% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
"MIL-STD-810F compliant salt, dust, humidity, rain, vibration, solar radiation, transport and thermal shock resistant",TFT,Yes,1.06 W/kg (head)     0.73 W/kg (body),,,,Yes,119 x 62 x 12.2 mm (4.69 x 2.44 x 0.48 in),,"480 x 640 pixels, 4:3 ratio (~258 ppi density)",,CDMA 800 / 1900,,Qualcomm MSM8655 Snapdragon S2,4GB 512MB RAM,,,,,QWERTY,,1.2 GHz Scorpion,https://fdn2.gsmarena.com/vv/bigpic/motorola-admiral.jpg,Up to 79 h,"Accelerometer, proximity, compass",No,,,,CDMA2000 1xEV-DO,No,Up to 9 h,,,,,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,,480p@30fps,MP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dialPredictive text input,,,Adreno 205,,,"Android 2.3.4 (Gingerbread), not upgradable to 4.1 (Jelly Bean)",134 g (4.73 oz),,,Motorola Admiral XT603,,,,,Black,,,,,,"5 MP, AF",,Motorola,Mini-SIM,,Removable Li-Ion 1860 mAh battery,,microSDHC (dedicated slot),,,"2011, October. Released 2011, October",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,CDMA / EVDO,About 160 EUR,,EV-DO Rev.A 3.1 Mbps,Corning Gorilla Glass,,"3.1 inches, 29.8 cm2(~40.3% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
No,TFT,Yes,,,,,Yes,119.5 x 62 x 11.7 mm (4.70 x 2.44 x 0.46 in),,"480 x 640 pixels, 4:3 ratio (~258 ppi density)",,GSM 850 / 900 / 1800 / 1900,,,4GB 512MB RAM,,,,,QWERTY,,1.0 GHz,https://fdn2.gsmarena.com/vv/bigpic/motorola-me632.jpg,,"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 850 / 1700 / 2100,MP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerQuickoffice document viewer/editorPhoto viewer/editorOrganizerVoice memo/dialPredictive text input,,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,Yes,,,,,,,Android 2.3 (Gingerbread),130 g (4.59 oz),,,Motorola ME632,,,,,Black,,,,,,"5 MP, AF",,Motorola,Mini-SIM,,Removable Li-Ion battery,,microSDHC (dedicated slot),,,"2011, October. Released 2011, November",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,GSM / HSPA,About 90 EUR,,HSPA 10.2/2 Mbps,Corning Gorilla Glass,,"3.1 inches, 29.8 cm2(~40.2% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
HSDPA 850 / 1700 / 2100,TFT,Yes,,,,,Yes,119.5 x 62 x 11.7 mm (4.70 x 2.44 x 0.46 in),,"640 x 480 pixels, 4:3 ratio (~258 ppi density)",,GSM 850 / 900 / 1800 / 1900,,,4GB 512MB RAM,,,,,QWERTY,,1.0 GHz,https://fdn2.gsmarena.com/vv/bigpic/motorola-pro-plus.jpg,Up to 312 h,"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 850 / 1900 / 2100,HSDPA 900 / 2100,Up to 8 h,,,,,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,,720p,No,,,,,,Android 2.3 (Gingerbread),113 g (3.99 oz),,,Motorola PRO+,,,,,Black,,,,,MP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerQuickoffice document viewer/editorPhoto viewer/editorOrganizerVoice memo/dialPredictive text input,"5 MP, AF",,Motorola,Mini-SIM,,Removable Li-Ion 1600 mAh battery,,microSDHC (dedicated slot),,,"2011, August. Released 2011, November",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,Dual-LED flash,,,,,GSM / HSPA,About 220 EUR,,HSPA 14.4/2 Mbps,Corning Gorilla Glass,,"3.1 inches, 29.8 cm2(~40.2% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
HSDPA 850 / 2100,TFT,Yes,,,,,Yes,107 x 59 x 13.4 mm (4.21 x 2.32 x 0.53 in),,"480 x 854 pixels, 16:9 ratio (~265 ppi density)",,GSM 850 / 900 / 1800 / 1900,,TI OMAP 3620,2GB 512MB RAM,,,,,,,1.0 GHz Cortex-A8,https://fdn2.gsmarena.com/vv/bigpic/motorola-defy-plus.jpg,Up to 384 h,"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 900 / 2100,HSDPA 850 / 1900,Up to 7 h 10 min,,,,,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,,480p@30fps,IP67 dust/water resistant (up to 1m for 30 min),,,PowerVR SGX530,,,Android 2.3 (Gingerbread),118 g (4.16 oz),,,Motorola DEFY+,,,,MP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dial/commandsPredictive text input,"Black, White",,,,,Touch sensitive controlsMOTOBLUR UI with Live Widgets,"5 MP, AF",,Motorola,Mini-SIM,No,Removable Li-Po 1700 mAh battery,,"microSDHC (dedicated slot), 2 GB included",,,"2011, August. Released 2011, September",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,GSM / HSPA,About 170 EUR,,HSPA 7.2/2 Mbps,Corning Gorilla Glass,,"3.7 inches, 37.7 cm2(~59.8% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
Secondary external display with icons,"TFT,  256K colors",Yes,,,,,Yes,106 x 53 x 13.9 mm (4.17 x 2.09 x 0.55 in),,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",,GSM 900 / 1800 - SIM 1 & SIM 2,,,5MB,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/motorola-ex212.jpg,Up to 625 h,,Stereo FM radio,,"800 entries, Photocall",,,No,Up to 6 h 20 min,,,,,No,,,Yes,@15fps,MP3/WAV/AAC+ playerMP4/H.263 playerOrganizerVoice memoPredictive text input,,Class 12,,,,,105 g (3.70 oz),Class 12,,Motorola EX212,,,,,Black/Gray,,,,,,2 MP,,Motorola,"Dual SIM (Mini-SIM, dual stand-by)",,Removable Li-Ion 750 mAh battery,,microSDHC (dedicated slot),,,"2011, August. Released 2011, Q3",,Discontinued,Yes,"2.1, A2DP, EDR",,microUSB 2.0,,,,,,GSM,About 80 EUR,,,,,"2.4 inches, 17.8 cm2(~31.8% screen-to-body ratio)",,,"SMS, MMS, Email",No,,,,,,,,,,,,,,,,
No,TFT,Yes,1.56 W/kg (head)     1.14 W/kg (body),,,,Yes,103 x 60 x 9.9 mm (4.06 x 2.36 x 0.39 in),,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,50MB,,,,,QWERTY,,,https://fdn2.gsmarena.com/vv/bigpic/motorola-ex119.jpg,Up to 680 h,,FM radio,,"1000 entries, Photocall",,,SNS applicationsMP3/WAV/AAC+ playerMP4/H.264 playerOrganizerVoice memoPredictive text input,Up to 8 h 20 min,,,,,Wi-Fi 802.11 b/g,,,Yes,@14fps,,,Class 10,,,,,87 g (3.07 oz),Class 10,,Motorola EX119,,,,,"White, Black",,"Yes, MIDP 2.0",,,,3.15 MP,,Motorola,"Dual SIM (Mini-SIM, dual stand-by)",,Removable Li-Ion 910 mAh battery,,microSDHC (dedicated slot),,,"2011, August. Released 2011, August",,Discontinued,Yes,"2.1, EDR",,microUSB 2.0,,,,,,GSM,About 60 EUR,,,,,"2.4 inches, 17.8 cm2(~28.9% screen-to-body ratio)",,,"SMS, MMS, Email, IM",No,,,,,,,,,,,,,,,,
No,"TFT, 256K colors",Yes,1.59 W/kg (head)     1.14 W/kg (body),,,,Yes,103 x 60 x 9.9 mm (4.06 x 2.36 x 0.39 in),,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",,GSM 850 / 900 / 1800 / 1900,,,50MB,,,,,QWERTY,,,https://fdn2.gsmarena.com/vv/bigpic/motorola-motokey-xt.jpg,Up to 200 h,,"Stereo FM radio, RDS",,"1000 entries, Photocall",,,SNS applicationsMP3/WAV/AAC playerMP4/H.263 playerOrganizerVoice memoPredictive text input,Up to 4 h 10 min,,,,,No,,,Yes,Yes,,,Class 10,,,,,92 g (3.25 oz),Class 10,,Motorola MOTOKEY XT EX118,,,,,"White, Black",,"Yes, MIDP 2.0",,,,3.15 MP,,Motorola,Mini-SIM,,Removable Li-Ion 910 mAh battery,,microSDHC (dedicated slot),,,"2011, July. Released 2011, July",,Discontinued,Yes,"2.1, A2DP, EDR",,microUSB 2.0,,,,,,GSM,About 80 EUR,,,,,"2.4 inches, 17.8 cm2(~28.9% screen-to-body ratio)",,,"SMS, MMS, Email, IM",No,,,,,,,,,,,,,,,,
No,TFT,Yes,1.44 W/kg (head)     1.03 W/kg (body),,,,Yes,102 x 59.5 x 12.8 mm (4.02 x 2.34 x 0.50 in),,220 x 176 pixels (~141 ppi density),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,50MB,,,,,QWERTY,,,https://fdn2.gsmarena.com/vv/bigpic/motorola-motokey-mini-ex109.jpg,Up to 500 h,,Stereo FM radio,,"200 entries, Photocall",,,SNS applicationsMP3/AAC/WAV playerMP4/H.263 playerPhoto editorOrganizerVoice memoPredictive text input,Up to 8 h 20 min,,,,,No,,,Yes,@14fps,,,Class 10,,,,,87 g (3.07 oz),Class 10,,Motorola MOTOKEY Mini EX109,,,,,Brown,,Yes,,,,2 MP,,Motorola,"Dual SIM (Mini-SIM, dual stand-by)",,Removable Li-Ion 750 mAh battery,,"microSDHC (dedicated slot), 2 GB included",,,"2011, August. Released 2011, August",,Discontinued,Yes,"2.1, A2DP, EDR",,microUSB 2.0,,,,,,GSM,About 60 EUR,,,,,"2.0 inches, 12.6 cm2(~20.7% screen-to-body ratio)",,,"SMS, MMS, Email, IM",No,,,,,,,,,,,,,,,,
No,"TFT, 65K colors",Yes,1.44 W/kg (head)     1.03 W/kg (body),,,,Yes,102 x 59.5 x 12.8 mm (4.02 x 2.34 x 0.50 in),,220 x 176 pixels (~141 ppi density),,GSM 850 / 900 / 1800 / 1900,,,50MB,,,,,QWERTY,,,https://fdn2.gsmarena.com/vv/bigpic/motorola-motokey-mini-ex108.jpg,,,"Stereo FM radio, RDS, recording",,"Yes, Photocall",,,SNS applicationsMP3/AAC/WAV playerMP4/H.263 playerPhoto editorOrganizerVoice memoPredictive text input,Up to 8 h,,,,,No,,,Yes,@14fps,,,Class 10,,,,,87 g (3.07 oz),Class 10,,Motorola MOTOKEY Mini EX108,,,,,White,,Yes,,,,2 MP,,Motorola,Mini-SIM,,Removable Li-Ion 750 mAh battery,,"microSDHC (dedicated slot), 2 GB included",,,"2011, June. Released 2011, June",,Discontinued,Yes,"2.1, A2DP, EDR",,microUSB 2.0,,,,,,GSM,About 60 EUR,,,,,"2.0 inches, 12.6 cm2(~20.7% screen-to-body ratio)",,,"SMS(threaded view), MMS, Email",No,,,,,,,,,,,,,,,,
GSM 850 / 1900 - SIM1 & SIM 2,"TFT, 65K colors",Yes,,,,,Yes,107 x 45 x 12.9 mm (4.21 x 1.77 x 0.51 in),,128 x 160 pixels (~114 ppi density),,GSM 900 / 1800 - SIM1 & SIM 2,,,8MB / 16MB,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/motorola-wx294.jpg,Up to 480 h,,FM radio,,"500 contacts, Photocall",,,No,Up to 7 h 30 min,,,,,No,,,Yes,Yes,MP3/AAC playerMP4/H.263 playerCalendarCalculatorCurrency converterPredictive text input,,Yes,,,,,65 g (2.29 oz),Yes,,Motorola WX294,,,,,Black,,Yes,,,,VGA,,Motorola,"Dual SIM (Mini-SIM, dual stand-by)",,Removable Li-Ion 750 mAh battery,,"microSDHC (dedicated slot), 2 GB included",,,"2011, July. Released 2011, July",,Discontinued,Yes,"2.1, A2DP, EDR",,Proprietary,LED flash,,,,,GSM,About 80 EUR,,,,,"1.8 inches, 10.2 cm2(~21.2% screen-to-body ratio)",,,"SMS, MMS",No,,,,,,,,,,,,,,,,
HSDPA 850 / 2100,TFT,Yes,1.15 W/kg (head)     1.13 W/kg (body),,,,Yes,114 x 62 x 12 mm (4.49 x 2.44 x 0.47 in),,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,GSM 850 / 900 / 1800 / 1900,,Qualcomm MSM7227T-1 Snapdragon S1,512MB 512MB RAM,,,,,,,800 MHz,https://fdn2.gsmarena.com/vv/bigpic/motorola-xt531.jpg,Up to 504 h (2G) / Up to 480 h (3G),"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 900 / 2100,HSDPA 850 / 1900,Up to 7 h (2G) / Up to 5 h (3G),,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,480p@24fps,Moto Switch UI,,,Adreno 200,,,Android 2.3.4 (Gingerbread),84.3 g (2.96 oz),,"XT530, XT531",Motorola FIRE XT,,,,,Black,,,,,MP3/WAV/AAC+ playerMP4/H.264/WMV playerDocument viewerPhoto viewerOrganizerVoice memo/dialPredictive text input,"5 MP, AF",,Motorola,Mini-SIM,,Removable Li-Ion 1540 mAh battery,VGA,"microSDHC (dedicated slot), 2 GB included",,,"2011, August. Released 2011, September",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,GSM / HSPA,About 100 EUR,,HSPA 7.2/0.384 Mbps,,,"3.5 inches, 36.5 cm2(~51.6% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
Moto Switch UI,"TFT, 256K colors",Yes,0.96 W/kg (head)     1.11 W/kg (body),,,,Yes,116.5 x 58 x 13.5 mm (4.59 x 2.28 x 0.53 in),,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,GSM 850 / 900 / 1800 / 1900,,Qualcomm MSM7227-1 Snapdragon S1,512MB 256MB RAM,,,,,QWERTY,,600 MHz ARM 11,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-xt316-new.jpg,Up to 720 h (3G),"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 900 / 2100,No,Up to 9 h 16 min (2G) / Up to 8 h (3G),,,,,Wi-Fi 802.11 b/g/n,,,,480p@24fps,MP3/WAV/eAAC+ playerMP4/H.264 playerDocument viewerPhoto viewerOrganizerVoice memo/dialPredictive text input,,,Adreno 200,,,Android 2.3.4 (Gingerbread),110 g (3.88 oz),,,Motorola FIRE XT311,,,,,Black,,,,,,3.15 MP,,Motorola,Mini-SIM,,Removable Li-Ion 1420 mAh battery,,microSDHC (dedicated slot),,,"2011, July. Released 2011, September",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,,,,,,GSM / HSPA,About 120 EUR,,HSPA 7.2/0.384 Mbps,,,"2.8 inches, 24.3 cm2(~35.9% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
Moto Switch UI,"TFT, 256K colors",Yes,0.96 W/kg (head)     1.11 W/kg (body),,,,Yes,116.5 x 58 x 13.5 mm (4.59 x 2.28 x 0.53 in),,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,Qualcomm MSM7227-1 Snapdragon S1,512MB 256MB RAM,,,,,QWERTY,,600 MHz ARM 11,https://fdn2.gsmarena.com/vv/bigpic/motorola-spice-key-xt317.jpg,Up to 520 h (2G) / Up to 500 h (3G),"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 850 / 2100 - SIM 1 only,No,Up to 7 h (2G) / Up to 5 h (3G),,,,,Wi-Fi 802.11 b/g/n,,,,480p@24fps,MP3/WAV/eAAC+ playerMP4/H.264 playerDocument viewerPhoto viewerOrganizerVoice memo/dialPredictive text input,,,Adreno 200,,,Android 2.3 (Gingerbread),110 g (3.88 oz),,,Motorola SPICE Key XT317,,,,,"Black, White",,,,,,3.15 MP,,Motorola,"Dual SIM (Mini-SIM, dual stand-by)",,Removable Li-Ion 1420 mAh battery,,microSDHC (dedicated slot),,,"2011, July",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,,,,,,GSM / HSPA,About 100 EUR,,HSPA 7.2/0.384 Mbps,,,"2.8 inches, 24.3 cm2(~35.9% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
Moto Switch UI,"TFT, 256K colors",Yes,0.96 W/kg (head)     1.11 W/kg (body),,,,Yes,116.5 x 58 x 13.5 mm (4.59 x 2.28 x 0.53 in),,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,GSM 850 / 900 / 1800 / 1900,,Qualcomm MSM7227-1 Snapdragon S1,512MB 256MB RAM,,,,,QWERTY,,600 MHz ARM 11,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-xt316-new.jpg,Up to 720 h (3G),"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 850 / 1900,No,Up to 9 h 16 min (2G) / Up to 8 h (3G),,,,,Wi-Fi 802.11 b/g/n,,,,480p@24fps,MP3/WAV/eAAC+ playerMP4/H.264 playerDocument viewerPhoto viewerOrganizerVoice memo/dialPredictive text input,,,Adreno 200,,,Android 2.3 (Gingerbread),110 g (3.88 oz),,,Motorola SPICE Key,,,,,Black,,,,,,3.15 MP,,Motorola,Mini-SIM,,Removable Li-Ion 1420 mAh battery,,microSDHC (dedicated slot),,,"2011, July. Released 2011, Q3",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,,,,,,GSM / HSPA,About 100 EUR,,HSPA 7.2/0.384 Mbps,,,"2.8 inches, 24.3 cm2(~35.9% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
