,CPU,Features,Stand-by,Camera,Single_1,Alert types,OS,Loudspeaker,Bluetooth,SAR EU,Games,Stand-by_1,_2,Price,_3,3.5mm jack,Keyboard,SIM,Single,Weight,Chipset,Loudspeaker_1,Call records,Status,WLAN,Infrared port,Talk time_1,2G bands,Battery (old),Display,Browser,Resolution,Talk time,Card slot,Alarm,Speed,Announced,Video_1,Technology,_1,SAR,Clock,Brand,Protection,GPU,Audio quality,Model Image,Size,Model Name,Music play,Messaging,Colors,Type,Phonebook,GPRS,Dimensions,Internal,USB,EDGE,Positioning,Radio,3G bands,Models,Video,Type_1,_4,Sensors,Java
Timescape UI,"806 MHz, Marvell PXA 920",,Up to 200 h (2G) / Up to 200 h (3G),,Yes,,"Android-based, OMS 2.5",Yes,"2.1, A2DP",,,,,About 230 EUR,,Yes,,Mini-SIM,3.15 MP,110 g (3.88 oz),,,,Discontinued,Wi-Fi 802.11 b/g/n,,,GSM 900 / 1800 / 1900,,,HTML,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",Up to 6 h (2G) / Up to 6 h (3G),microSDHC (dedicated slot),,HSPA 2.8/2 Mbps,"2011, May. Released 2011, Q3",,GSM,Walkman playerMP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerTrackID music recognitionVoice memoPredictive text input,,,Sony_Ericsson,Scratch-resistant glass,,,https://fdn2.gsmarena.com/vv/bigpic/sony-ericsson-wt18i.jpg,"3.2 inches, 30.5 cm2(~50.9% screen-to-body ratio)",Sony Ericsson WT18i,,,"Black, White",TFT,,Up to 80 kbps,106 x 56.5 x 14.3 mm (4.17 x 2.22 x 0.56 in),150MB,microUSB 2.0,Up to 237 kbps,"GPS, A-GPS","Stereo FM radio, RDS",TD-SCDMA,,480p@24fps,Removable Li-Po 1200 mAh battery,,"Accelerometer, proximity, compass",
HSDPA 850 / 1900 / 2100,600 MHz ARM 11,,Up to 446 h (2G) / Up to 476 h (3G),Photo,,,Android 2.1 (Eclair),Yes,"2.1, A2DP",,,,No,About 100 EUR,Walkman playerMP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerTrackID music recognitionVoice memoPredictive text input,Yes,,Mini-SIM,3.15 MP,104 g (3.67 oz),Qualcomm MSM7227 Snapdragon S1,Voice 66dB / Noise 62dB / Ring 69dB,,Discontinued,Wi-Fi 802.11 b/g,,,GSM 850 / 900 / 1800 / 1900,,Contrast ratio: 737:1 (nominal),HTML,"320 x 480 pixels, 3:2 ratio (~192 ppi density)",Up to 4 h 45 min,microSDHC (dedicated slot),,HSPA 7.2/2 Mbps,"2011, April. Released 2011, May",,GSM / HSPA,Timescape UI,,,Sony_Ericsson,Scratch-resistant glass,Adreno 200,Noise -86.8dB / Crosstalk -84.1dB,https://fdn2.gsmarena.com/vv/bigpic/se-w8.jpg,"3.0 inches, 26.8 cm2(~50.1% screen-to-body ratio)",Sony Ericsson W8,Up to 23 h 40 min,,"Azure, Orange, Red",TFT,,,99 x 54 x 15 mm (3.90 x 2.13 x 0.59 in),128MB 168MB RAM,microUSB 2.0,,"GPS, A-GPS","Stereo FM radio, RDS",HSDPA 900 / 2100,,480p@30fps,Removable Li-Po 1200 mAh battery,,"Accelerometer, proximity, compass",
HSDPA 850 / 1900 / 2100  / 800,1.0 GHz Scorpion,LED flash,Up to 425 h (2G) / Up to 413 h (3G),Photo,VGA,,Android 2.3.4 (Gingerbread),"Yes, with stereo speakers","2.1, A2DP, EDR",0.36 W/kg (head),,,Dedicated game storeMP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerOrganizerDocument viewer/editorVoice memo/dial/commandsPredictive text input (Swype),About 140 EUR,,Yes,,Mini-SIM,"5 MP, AF",175 g (6.17 oz),Qualcomm MSM8255 Snapdragon S2,Voice 66dB / Noise 62dB / Ring 79dB,,Discontinued,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/xHTML, HTML5, Adobe Flash","480 x 854 pixels, 16:9 ratio (~245 ppi density)",Up to 8 h 25 min (2G) / Up to 6 h 25 min (3G),"microSDHC (dedicated slot), 8 GB included",,HSPA 7.2/5.76 Mbps,"2011, February. Released 2011, March",,GSM / HSPA,Touch-sensitive gaming controlsPSP like gaming buttonsTimescape UI,,,Sony_Ericsson,,Adreno 205,Noise -89.6dB / Crosstalk -91.0dB,https://fdn2.gsmarena.com/vv/bigpic/Sony-Ericsson-Xperia-Play-ofic.jpg,"4.0 inches, 44.1 cm2(~59.8% screen-to-body ratio)",Sony Ericsson Xperia PLAY,Up to 31 h,,"Black, White, Stealth Blue (for Play 4G), Orange","LED-backlit LCD,",,,119 x 62 x 16 mm (4.69 x 2.44 x 0.63 in),400MB 512MB RAM,"microUSB 2.0, OTG",,"GPS, A-GPS, GLONASS",No,HSDPA 900 / 2100,,720p,Removable Li-Ion 1500 mAh battery,,"Accelerometer, proximity, compass",
HSDPA 850 / 1900 / 2100  / 800 - MK16a,1.0 GHz Scorpion,LED flash,Up to 430 h (2G) / Up to 400 h (3G),Photo/Video,VGA,,"Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",Yes,"2.1, A2DP",0.88 W/kg (head),,,,About 190 EUR,,Yes,QWERTY,Mini-SIM,"8 MP, AF",142 g (5.01 oz),Qualcomm MSM8255 Snapdragon S2,Voice 75dB / Noise 66dB / Ring 75dB,,Discontinued,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,GSM 850 / 900 / 1800 / 1900,Endurance rating 37h,Contrast ratio: 928:1 (nominal),"HTML, Adobe Flash","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Up to 6 h 55 min (2G) / Up to 7 h (3G),"microSDHC (dedicated slot), 8 GB included",,HSPA 7.2/5.76 Mbps,"2011, February. Released  2011, October",,GSM / HSPA,ANT+Type & Send featureHDMI portMP4/H.264/WMV playerMP3/WMA/WAV/eAAC+ playerTrackID music recognitionOrganizerOffice Suite Pro document viewer/editorVoice memo/dial/commandsPredictive text input,,,Sony_Ericsson,Scratch-resistant glass,Adreno 205,Noise -89.7dB / Crosstalk -88.1dB,https://fdn2.gsmarena.com/vv/bigpic/sony-ericsson-xperia-pro-new.jpg,"3.7 inches, 37.7 cm2(~55.2% screen-to-body ratio)",Sony Ericsson Xperia pro,Up to 31 h,,"Black, Silver, Red","LED-backlit LCD,",,,120 x 57 x 15.3 mm (4.72 x 2.24 x 0.60 in),"1GB (320MB user available), 512MB RAM",microUSB 2.0,,"GPS, A-GPS; GLONASS","Stereo FM radio, RDS",HSDPA 900 / 2100 - MK16i,,720p@30fps,Removable Li-Po 1500 mAh battery,,"Accelerometer, proximity",
HSDPA 850 / 1900 / 2100,1.0 GHz Scorpion,LED flash,Up to 430 h (2G) / Up to 400 h (3G),Photo/Video,Yes,,"Android 2.3.4 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",Yes,"2.1, A2DP",1.10 W/kg (head),,,,About 110 EUR,,Yes,,Mini-SIM,"8 MP, AF",126 g (4.44 oz),Qualcomm MSM8255 Snapdragon S2,Voice 65dB / Noise 61dB / Ring 65dB,,Discontinued,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,GSM 850 / 900 / 1800 / 1900,,Contrast ratio: 1670:1 (nominal),"HTML, Adobe Flash","480 x 854 pixels, 16:9 ratio (~265 ppi density)",Up to 6 h 55 min (2G) / Up to 7 h (3G),"microSDHC (dedicated slot), 8 GB included",,HSPA 7.2/5.76 Mbps,"2011, February. Released 2011, March",,GSM / HSPA,ANT+HDMI portMP4/H.264/WMV playerMP3/WMA/WAV/eAAC+ playerTrackID music recognitionOrganizerDocument viewerVoice memo/dial/commandsPredictive text input,,,Sony_Ericsson,Scratch-resistant glass,Adreno 205,Noise -89.8dB / Crosstalk -92.2dB,https://fdn2.gsmarena.com/vv/bigpic/sony-ericsson-xperia-neo.jpg,"3.7 inches, 37.7 cm2(~57.1% screen-to-body ratio)",Sony Ericsson Xperia Neo,Up to 31 h,,"Blue Gradient, Red, Silver","LED-backlit LCD,",,,116 x 57 x 13 mm (4.57 x 2.24 x 0.51 in),320MB 512MB RAM,microUSB 2.0,,"GPS, A-GPS","Stereo FM radio, RDS",HSDPA 900 / 2100,,720p@30fps,Removable Li-Ion 1500 mAh battery,,"Accelerometer, proximity, compass",
HSDPA 850 / 1900 / 2100  / 800 - LT15a,1.0 GHz Scorpion,LED flash,Up to 430 h (2G) / Up to 400 h (3G),Photo/Video,,,"Android 2.3 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",Yes,"2.1, A2DP",0.66 W/kg (head),,,ANT+HDMI portMP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerTrackID music recognitionNeoReader barcode scannerDocument viewerVoice memo/dial/commandsPredictive text input,About 180 EUR,,Yes,,Mini-SIM,"8 MP, AF",117 g (4.13 oz),Qualcomm MSM8255 Snapdragon S2,Voice 66dB / Noise 66dB / Ring 78dB,,Discontinued,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,GSM 850 / 900 / 1800 / 1900,,Contrast ratio: 1207:1 (nominal),"HTML, Adobe Flash","480 x 854 pixels, 16:9 ratio (~233 ppi density)",Up to 7 h (2G) / Up to 7 h (3G),"microSDHC (dedicated slot), 8 GB included",,HSPA 7.2/5.76 Mbps,"2011, January. Released 2011, March",,GSM / HSPA,No,,,Sony_Ericsson,Scratch-resistant glass,Adreno 205,Noise -89.4dB / Crosstalk -91.5dB,https://fdn2.gsmarena.com/vv/bigpic/sony-ericsson-XPERIA-arc.jpg,"4.2 inches, 48.6 cm2(~61.7% screen-to-body ratio)",Sony Ericsson Xperia Arc,Up to 31 h,,"Midnight Blue, Misty Silver","LED-backlit LCD,",,,125 x 63 x 8.7 mm (4.92 x 2.48 x 0.34 in),320MB 512MB RAM,microUSB 2.0,,"GPS, A-GPS","Stereo FM radio, RDS",HSDPA 900 / 2100 - LT15i,,720p@30fps,Removable Li-Po 1500 mAh battery,,"Accelerometer, proximity, compass",
Touch-sensitive gaming controlsPSP like gaming buttonsTimescape UI,1.0 GHz Scorpion,LED flash,Up to 405 h,,Yes,,Android 2.3.4 (Gingerbread),"Yes, with stereo speakers","2.1, A2DP",0.36 W/kg (head),,,,About 70 EUR,,Yes,,Mini-SIM,"5 MP, AF",175 g (6.17 oz),Qualcomm MSM8255 Snapdragon S2,,,Discontinued,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,CDMA 800 / 1900,,,"WAP 2.0/xHTML, HTML, Adobe Flash Lite","480 x 854 pixels, 16:9 ratio (~245 ppi density)",Up to 7 h 40 min,"microSDHC (dedicated slot), 8 GB included",,EV-DO Rev.A 3.1 Mbps,"2011, February. Released 2011, May",,CDMA / EVDO,Dedicated game storeMP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerTrack IDOrganizerDocument viewer/editorVoice memo/dial/commandsPredictive text input,,,Sony_Ericsson,,Adreno 205,,https://fdn2.gsmarena.com/vv/bigpic/sony-ericsson-xperia-play-cdma.jpg,"4.0 inches, 44.1 cm2(~59.8% screen-to-body ratio)",Sony Ericsson Xperia PLAY CDMA,,,"Black, White","LED-backlit LCD,",,,119 x 62 x 16 mm (4.69 x 2.44 x 0.63 in),400MB 512MB RAM,microUSB 2.0,,"GPS, A-GPS",No,CDMA2000 1xEV-DO,,720p,Removable Li-Ion 1500 mAh battery,,"Accelerometer, proximity, compass",
No,,LED flash,Up to 260 h (2G) / Up to 260 h (3G),,,,Android-based OPhone 2.0,Yes,"2.1, A2DP",,,,,About 130 EUR,,Yes,,Mini-SIM,"5 MP, AF",136 g (4.80 oz),,,,Discontinued,Wi-Fi 802.11 b/g,,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/xHTML, HTML","480 x 854 pixels, 16:9 ratio (~280 ppi density)",Up to 5 h (2G) / Up to 7 h 30 min (3G),microSDHC (dedicated slot),,TD-SCDMA,"2010, August. Released 2010, Q4",,GSM,CMMB mobile TVMP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerTrackID music recognitionPredictive text input,,,Sony_Ericsson,Scratch-resistant glass,,,https://fdn2.gsmarena.com/vv/bigpic/Sony-Ericsson-A8i.jpg,"3.5 inches, 33.8 cm2(~48.9% screen-to-body ratio)",Sony Ericsson A8i,,,"White, Black","TFT,  256K colors",,Class 10,117 x 59 x 14 mm (4.61 x 2.32 x 0.55 in),200MB,microUSB 2.0,Class 10,"GPS, A-GPS","Stereo FM radio, RDS",TD-SCDMA,,Yes,Removable Li-Po battery,,"Accelerometer, proximity, compass",
HSDPA 850 / 1900 / 2100,600 MHz ARM 11,,Up to 446 h (2G) / Up to 476 h (3G),Photo,,,"Android 1.6 (Donut), upgradable to 2.1 (Eclair)",Yes,"2.1, A2DP",0.84 W/kg (head),,,No,About 100 EUR,ANT+,Yes,,Mini-SIM,3.15 MP,104 g (3.67 oz),Qualcomm MSM7227 Snapdragon S1,Voice 66dB / Noise 66dB / Ring 69dB,,Discontinued,Wi-Fi 802.11 b/g,,,GSM 850 / 900 / 1800 / 1900,,,HTML,"320 x 480 pixels, 3:2 ratio (~192 ppi density)",Up to 4 h 45 min (2G) / Up to 5 h 40 min (3G),"microSDHC (dedicated slot), 2 GB included",,HSPA 7.2/2 Mbps,"2010, June. Released 2010, September",,GSM / HSPA,Timescape UI,0.76 W/kg (head)     0.68 W/kg (body),,Sony_Ericsson,Scratch-resistant glass,Adreno 200,Noise -75.6dB / Crosstalk -70.7dB,https://fdn2.gsmarena.com/vv/bigpic/se-x8.jpg,"3.0 inches, 26.8 cm2(~50.1% screen-to-body ratio)",Sony Ericsson Xperia X8,Up to 23 h 40 min,,"White, Dark Blue/ White, Aqua Blue/ White, Pink/ White, Silver/ White",TFT,,,99 x 54 x 15 mm (3.90 x 2.13 x 0.59 in),128MB 168MB RAM,microUSB 2.0,,"GPS, A-GPS","Stereo FM radio, RDS",HSDPA 900 / 2100,,480p@30fps,Removable Li-Po 1200 mAh battery,,"Accelerometer, proximity, compass",
HSDPA 850 / 1900 / 2100,,,Up to 420 h (2G) / Up to 475 h (3G),,,,,Yes,"2.1, A2DP",1.16 W/kg (head),Yes,,"MP3/eAAC+/WAV playerMP4/H.264 playerYouTube, Facebook, MySpace, Twitter appsOrganizerWidget managerEco friendly materialsVoice memoPredictive text input",About 50 EUR,,Yes,,Mini-SIM,2 MP,84 g (2.96 oz),,,Yes,Discontinued,No,,,GSM 850 / 900 / 1800 / 1900,,,WAP 2.0/HTML,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",Up to 12 h 30 min (2G) / Up to 5 h (3G),microSDHC (dedicated slot),,HSPA 7.2/2 Mbps,"2010, June. Released 2010, September",,GSM / HSPA,No,1.08 W/kg (head)     0.56 W/kg (body),,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-cedar-ofic.jpg,"2.2 inches, 15.0 cm2(~27.6% screen-to-body ratio)",Sony Ericsson Cedar,,"SMS(threaded view), MMS, Email, Push Email, IM","Black/Silver, Black/Red","TFT, 256K colors","1000 entries, Photocall",,111 x 49 x 15.5 mm (4.37 x 1.93 x 0.61 in),280MB,microUSB 2.0,,No,"Stereo FM radio, RDS",HSDPA 2100,,320p@15fps,Removable Li-Po 1000 mAh battery (BST-43),,,"Yes, MIDP 2.0"
GSM 850 / 1900,156 MHz,,Up to 312 h,,,,,Yes,"2.1, A2DP",1.07 W/kg (head),Yes,,"TrackID music recognitionMP4/H.263 playerWalkman playerFacebook, Twitter appsVoice memoPredictive text input",About 70 EUR,,Yes,,Mini-SIM,2 MP,81 g (2.86 oz),,Voice 68dB / Noise 66dB / Ring 77dB,Yes,Discontinued,No,,,GSM 900 / 1800,,,HTML,"240 x 320 pixels, 4:3 ratio (~154 ppi density)",Up to 3 h 30 min,microSDHC (dedicated slot),,,"2010, June. Released 2010, October",,GSM,No,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/se-yendo-ofic.jpg,"2.6 inches, 20.9 cm2(~43.1% screen-to-body ratio)",Sony Ericsson Yendo,,"SMS, MMS, Email","Black, Blue, Green, Orange, Pink, Purple, Red, Silver, White, Yellow","TFT, 256K colors","1000 entries, Photocall",Class 10,93.5 x 52 x 15.5 mm (3.68 x 2.05 x 0.61 in),5MB,microUSB 2.0,Class 10,No,"Stereo FM radio, RDS",,,Yes,Removable Li-Po 970 mAh battery (BST-38),,,"Yes, MIDP 2.0"
"External OLED display (128 x 36 pixels, 0,9 inches)",1.0 GHz Scorpion,,Up to 260 h,,,,,Yes,"2.0, A2DP",,Yes + downloadable,,TV tunerBarcode readerMobile FeliCa payment systemIPX5/IPX7 certifiedMP4/H.264 playerMP3/WMA/WAV/eAAC+ playerOrganizerDocument viewerVoice memoPredictive text input,About 210 EUR,,No,,Mini-SIM,"8 MP, AF",145 g (5.11 oz),Qualcomm QSD8250 Snapdragon S1,,Yes,Discontinued,Wi-Fi 802.11 b/g (via external Wi-Fi WIN card),Yes,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/xHTML, HTML","480 x 854 pixels, 16:9 ratio (~306 ppi density)",Up to 3 h 30 min,microSDHC (dedicated slot),,CDMA,"2010, May. Released 2010, Q3",,GSM,No,,,Sony_Ericsson,,Adreno 200,,https://fdn2.gsmarena.com/vv/bigpic/se-s004.jpg,"3.2 inches, 28.2 cm2(~49.8% screen-to-body ratio)",Sony Ericsson BRAVIA S004,,"SMS(threaded view), MMS, Email, Push Email","Black, Red, Silver","TFT, 16M colors","1000 entries, Photocall",Class 10,111 x 51 x 18 mm (4.37 x 2.01 x 0.71 in),800MB,microUSB 2.0,Class 10,No,"Stereo FM radio, RDS",CDMA,,Yes,Removable Li-Po 930 mAh battery,,Accelerometer,Yes
TV tunerMobile FeliCa payment systemIPX5/IPX7 certifiedMP4/H.264 playerMP3/WMA/WAV/eAAC+ playerTV outOrganizerDocument viewerVoice memoPredictive text input,1.0 GHz Scorpion,Dual-LED flash,Up to 260 h,,Yes,,,Yes,"2.0, A2DP",,Yes + downloadable,,,About 160 EUR,,No,,Mini-SIM,"12 MP, AF",154 g (5.43 oz),Qualcomm QSD8250 Snapdragon S1,,Yes,Discontinued,No,Yes,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/xHTML, HTML","480 x 854 pixels, 16:9 ratio (~306 ppi density)",Up to 4 h 20 min,microSDHC (dedicated slot),,CDMA,"2010, May. Released 2010, Q3",,GSM,,,,Sony_Ericsson,,Adreno 200,,https://fdn2.gsmarena.com/vv/bigpic/se-s003.jpg,"3.2 inches, 28.2 cm2(~46.0% screen-to-body ratio)",Sony Ericsson S003,,"SMS(threaded view), MMS, Email, Push Email",Pink,"TFT, 26M colors","1000 entries, Photocall",Class 10,118 x 52 x 17.6 mm (4.65 x 2.05 x 0.69 in),350MB,microUSB 2.0,Class 10,GPS,"Stereo FM radio, RDS",CDMA,,Yes,Removable Li-Po 870 mAh battery,,Accelerometer,Yes
HSDPA 2100,,,Up to 340 h (2G) / Up to 400 h (3G),Photo,,,,Yes,"2.1, A2DP",0.88 W/kg (head),"Yes, incl. motion-based + downloadable",,"Walkman 4.0 playerFLAC/MP3/eAAC+/WAV playerSensMe, Track IDMP4/H.264 playerPhoto editorYouTube, Facebook, Twitter applicationsOrganizerPredictive text input",About 80 EUR,,No,,Mini-SIM,3.15 MP,115 g (4.06 oz),,Voice 65dB / Noise 66dB / Ring 78dB,Yes,Discontinued,No,,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/xHTML, HTML (NetFront), RSS reader","240 x 320 pixels, 4:3 ratio (~154 ppi density)",Up to 4 h (2G) / Up to 3 h 30 min (3G),microSDHC (dedicated slot),,HSPA 7.2/2 Mbps,"2010, April. Released 2010, July",,GSM / HSPA,No,,,Sony_Ericsson,Scratch-resistant glass,,Noise -85.5dB / Crosstalk -84.8dB,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-zylo-stealth_black-real.jpg,"2.6 inches, 20.9 cm2(~39.1% screen-to-body ratio)",Sony Ericsson Zylo,,"SMS(threaded view), MMS, Email, Push Email, IM","Jazz Black, Chacha Silver, Swing Pink, Energetic Black, Meteorite White, Nebula Red","TFT, 256K colors","2000 entries, Photocall",,103 x 52 x 16 mm (4.06 x 2.05 x 0.63 in),260MB,USB 2.0,,No,"Stereo FM radio, RDS",HSDPA 900 / 2100,,480p@24fps,Removable Li-Ion battery,,Accelerometer,"Yes, MIDP 2.0"
GSM 850 / 1900,,,Up to 476 h,,,,,Yes,"2.1, A2DP",1.03 W/kg (head),Yes + downloadable,,No,About 80 EUR,"Walkman 4.0 playerMP3/eAAC+/WAV playerTrack IDMP4/H.264 playerFacebook, Twitter applicationsOrganizerPredictive text input",Yes,,Mini-SIM,2 MP,90 g (3.17 oz),,,Yes,Discontinued,No,,,GSM 900 / 1800,,,"WAP 2.0/xHTML, HTML (Obigo Q7)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",Up to 4 h 30 min,microSDHC (dedicated slot),,,"2010, April. Released 2010, August",,GSM,Flashlight,,,Sony_Ericsson,,,,https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-spiro.jpg,"2.2 inches, 15.0 cm2(~33.9% screen-to-body ratio)",Sony Ericsson Spiro,Up to 20 h,"SMS(threaded view), MMS, Email, Push Email, IM","Contrast Black, Sunset Pink, Spring Green, Stealth Black","TFT, 256K colors","2000 entries, Photocall",Class 10,92 x 48 x 16.8 mm (3.62 x 1.89 x 0.66 in),5MB,microUSB 2.0,Class 10,No,"Stereo FM radio, RDS",,,Yes,Removable Li-Ion battery,,,"Yes, MIDP 2.0"
HSDPA 850 / 1900 / 2100,600 MHz ARM 11,LED flash,Up to 285 h (2G) / Up to 360 h (3G),Photo,,,"Android 1.6 (Donut), upgradable to 2.1 (Eclair)",Yes,"2.1, A2DP",1.61 W/kg (head),,,No,About 70 EUR,ANT+MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerTrackID music recognitionDocument viewerVoice memoPredictive text input,Yes,QWERTY,Mini-SIM,"5 MP, AF",120 g (4.23 oz),Qualcomm MSM7227 Snapdragon S1,Voice 66dB / Noise 66dB / Ring 75dB,,Discontinued,"Wi-Fi 802.11 b/g, hotspot (v2.2 or higher)",,,GSM 850 / 900 / 1800 / 1900,,,HTML,"240 x 320 pixels, 4:3 ratio (~157 ppi density)",Up to 4 h (2G) / Up to 3 h 30 min (3G),"microSDHC (dedicated slot), 2 GB included",,HSPA 7.2/2 Mbps,"2010, February. Released 2010, June",,GSM / HSPA,Timescape UI,,,Sony_Ericsson,Scratch-resistant glass,Adreno 200,Noise -86.8dB / Crosstalk -83.6dB,https://fdn2.gsmarena.com/vv/bigpic/se-x10-mini-pro.jpg,"2.55 inches, 20.1 cm2(~43.0% screen-to-body ratio)",Sony Ericsson Xperia X10 mini pro,,,"Black, Red, Pink",TFT  (65K effective),,,90 x 52 x 17 mm (3.54 x 2.05 x 0.67 in),128MB,microUSB 2.0,,"GPS, A-GPS","Stereo FM radio, RDS",HSDPA 900 / 2100,,480p@30fps,Removable Li-Po 930 mAh battery,,"Accelerometer, proximity, compass",
HSDPA 850 / 1900 / 2100 - E10a,600 MHz ARM 11,LED flash,Up to 285 h (2G) / Up to 360 h (3G),Photo,,,"Android 1.6 (Donut), upgradable to 2.1 (Eclair)",Yes,"2.0, A2DP, EDR",1.17 W/kg (head),,,No,About 70 EUR,ANT+MP4/H.264/WMV playerMP3/eAAC+/WMA/WAV playerTrackID music recognitionDocument viewerVoice memoPredictive text input,Yes,,Mini-SIM,"5 MP, AF",88 g (3.10 oz),Qualcomm MSM7227 Snapdragon S1,Voice 65dB / Noise 66dB / Ring 67dB,,Discontinued,"Wi-Fi 802.11 b/g, hotspot (v2.2 or higher)",,,GSM 850 / 900 / 1800 / 1900,,,HTML,"240 x 320 pixels, 4:3 ratio (~157 ppi density)",Up to 4 h (2G) / Up to 3 h 30 min (3G),"microSDHC (dedicated slot), 2 GB included",,HSPA 7.2/2 Mbps,"2010, February. Released 2010, May",,GSM / HSPA,Timescape UI,,,Sony_Ericsson,Scratch-resistant glass,Adreno 200,Noise -86.5dB / Crosstalk -83.8dB,https://fdn2.gsmarena.com/vv/bigpic/se-x10-mini.jpg,"2.55 inches, 20.1 cm2(~48.5% screen-to-body ratio)",Sony Ericsson Xperia X10 mini,,,"Gold, Pearl White, Black, Pink, Lime, Red, Silver",TFT  (65K effective),,,83 x 50 x 16 mm (3.27 x 1.97 x 0.63 in),128MB,microUSB 2.0,,"GPS, A-GPS","Stereo FM radio, RDS",HSDPA 900 / 2100 - E10i,,480p@30fps,Non-removable Li-Po 950 mAh battery,,"Accelerometer, proximity, compass",
HSDPA 850 / 1900 / 2100,"720 MHz, PowerVR SGX GPU",LED flash,Up to 430 h (2G) / Up to 440 h (3G),Photo,,,"Symbian Series 60, 5th edition",Yes,"2.1, A2DP",1.03 W/kg (head),,,No,About 150 EUR,Facebook and Twitter appsWMV/RV/MP4/3GP playerMP3/WMA/WAV/RA/AAC/M4A playerTrackID music recognitionTV out (VGA resolution)OrganizerDocument viewerVoice memoPredictive text input,Yes,QWERTY,Mini-SIM,"5 MP, AF",117 g (4.13 oz),,Voice 69dB / Noise 65dB / Ring 72dB,,Discontinued,"Wi-Fi 802.11 b/g, DLNA",,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/xHTML, HTML (NetFront)","360 x 640 pixels, 16:9 ratio (~229 ppi density)",Up to 12 h 30 min (2G) / Up to 5 h 10 min (3G),"microSDHC (dedicated slot), 8 GB included",,HSPA 10.2/2 Mbps,"2010, February. Released 2010, May",,GSM / HSPA,Handwriting recognition,,,Sony_Ericsson,Scratch-resistant glass,,Noise -88.0dB / Crosstalk -88.7dB,https://fdn2.gsmarena.com/vv/bigpic/se-vivaz-pro.jpg,"3.2 inches, 28.2 cm2(~49.8% screen-to-body ratio)",Sony Ericsson Vivaz pro,,,"Black, White","TFT resistive touchscreen, 16M colors",,,109 x 52 x 15 mm (4.29 x 2.05 x 0.59 in),75MB,microUSB 2.0,,"GPS, A-GPS; Wisepilot navigation","Stereo FM radio, RDS",HSDPA 900 / 2100,,720p@24fps,Removable Li-Po 1200 mAh battery,,Accelerometer,
HSDPA 850 / 900 / 2100,600 MHz ARM 11,,Up to 560 h (2G) / Up to 500 h (3G),Photo,,,Microsoft Windows Mobile 6.5.3 Professional,Yes,"2.1, A2DP",1.05 W/kg (head),,,No,About 70 EUR,MP3/eAAC+/WAV/WMA playerMP4/H.264/WMV playerPocket OfficeOrganizerEco friendly materialsVoice memo/dialPredictive text input,Yes,QWERTY,Mini-SIM,3.15 MP,130 g (4.59 oz),Qualcomm MSM7227 Snapdragon S1,Voice 71dB / Noise 66dB / Ring 75dB,,Discontinued,Wi-Fi 802.11 b/g,,,GSM 850 / 900 / 1800 / 1900,,,"WAP 2.0/HTML (IE), RSS feeds","320 x 240 pixels, 4:3 ratio (~167 ppi density)",Up to 6 h 30 min (2G) / Up to 7 h 30 min (3G),"microSDHC (dedicated slot), 4 GB included",,HSPA 7.2/2 Mbps,"2010, February. Released 2010, July",,GSM / HSPA,XPERIA Panels,,,Sony_Ericsson,,Adreno 200,Noise -79.5dB / Crosstalk -79.8dB,https://fdn2.gsmarena.com/vv/bigpic/sony-ericsson-aspen-new.jpg,"2.4 inches, 17.8 cm2(~25.4% screen-to-body ratio)",Sony Ericsson Aspen,Up to 12 h,,"Iconic Black, White Silver","TFT resistive touchscreen, 65K colors",,,117 x 60 x 12.5 mm (4.61 x 2.36 x 0.49 in),"256MB RAM, 256MB ROM, 100MB",microUSB 2.0,,"GPS, A-GPS","Stereo FM radio, RDS",HSDPA 900 / 2100,,480p@15fps,Removable Li-Po 1500 mAh battery,,,
