,Dimensions,Phonebook,_4,Model Image,Type_1,_1,Model Name,Models,Messaging,Card slot,Brand,Speed,EDGE,Stand-by,SAR,Sensors,Video_1,SAR EU,_2,GPU,Announced,CPU,Positioning,Technology,Loudspeaker,SIM,_3,2G bands,3.5mm jack,Video,NFC,Keyboard,4G bands,Features,Java,Features_1,Price,Single_1,Type,Games,Chipset,Talk time,WLAN,Call records,3G bands,Size,Single,Protection,Dual,Bluetooth,Radio,USB,Status,Internal,Dual_1,OS,Colors,Browser,GPRS,Weight,Resolution
No,108 x 57.2 x 12.5 mm (4.25 x 2.25 x 0.49 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s365.jpg,"Li-Ion 1100 mAh, removable",SNS applicationsMP3/AAC playerOrganizerPredictive text input,verykool s635,,"SMS, MMS, Email",microSDHC (dedicated slot),verykool,HSPA,,,,,,,,,"2012, October. Released 2012, October",,No,GSM / HSPA,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,TBD,Yes,No,QWERTY,,,Yes,,,,TFT,Yes,,,"Wi-Fi 802.11 b/g/n, hotspot",Yes,HSDPA 850 / 1900 - SIM 1 only,"2.0 inches, 12.4 cm2(~20.1% screen-to-body ratio)",1.3 MP,,,2.1,FM radio,2.0,Discontinued,,,,"Black/Red, Black/Blue",,,80 g (2.82 oz),"320 x 240 pixels, 4:3 ratio (~200 ppi density)"
Analog TVMP3 player,104 x 56.8 x 12.9 mm (4.09 x 2.24 x 0.51 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s728.jpg,"Li-Ion 1110 mAh, removable",,verykool s728,,,microSDHC (dedicated slot),verykool,HSPA 7.2/0.384 Mbps,,,,"Accelerometer, proximity",,,,,"2012, October. Released 2012, October",650 MHz,GPS,GSM / HSPA,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,No,,,,,,,VGA,TFT,,,,"Wi-Fi 802.11 b/g/n, hotspot",,HSDPA 850 / 1900,"2.8 inches, 24.3 cm2(~41.1% screen-to-body ratio)",3.2 MP,,,"2.0, A2DP",FM radio,Proprietary,Discontinued,,,Android 2.3.5 (Gingerbread),"Black, White",,,90 g (3.17 oz),"240 x 320 pixels, 4:3 ratio (~143 ppi density)"
Flashlight,111 x 58.4 x 11.2 mm (4.37 x 2.30 x 0.44 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i625.jpg,"Li-Ion, removable",No,verykool i625,,"SMS, MMS, Email",microSDHC (dedicated slot),verykool,,No,Up to 192 h,,,,,SNS applicationsAnalog TVMP3 playerOrganizerUnit/currency converterVoice memoPredictive text input,,"2012, October. Released 2012, October",,No,GSM,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,,No,QWERTY,,,Yes,,,,TFT,Yes,,Up to 4 h,Wi-Fi 802.11 b/g/n,Yes,,"2.3 inches, 16.4 cm2(~25.3% screen-to-body ratio)",1.3 MP,,,"2.0, A2DP",Wireless FM radio (no wired headphones required),Proprietary,Discontinued,,,,"Black/Red, White/Blue",,Yes,110 g (3.88 oz),"320 x 240 pixels, 4:3 ratio (~174 ppi density)"
Flashlight,107 x 45 x 12 mm (4.21 x 1.77 x 0.47 in),500 contacts,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i130.jpg,"Li-Ion, removable",No,verykool i130,,"SMS, MMS",microSD (dedicated slot),verykool,,No,Up to 192 h,,,,,MP3 playerOrganizerUnit/currency converterVoice memoPredictive text input,,"2012, October. Released 2012, October",,No,GSM,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,No,,No,,,,No,,,,TFT,No,,Up to 4 h,No,Yes,,"1.8 inches, 10.2 cm2(~21.2% screen-to-body ratio)",VGA,,,Yes,FM radio,,Discontinued,,,,"Black, White, White/Green, White/Blue",,Class 12,63 g (2.22 oz),128 x 160 pixels (~114 ppi density)
IPX5 water and shock resistant,216 x 125 x 11 mm (8.50 x 4.92 x 0.43 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-r800.jpg,Non-removable Li-Po 3500 mAh battery,MP4/H.263 playerMP3/WAV/eAAC+ playerOrganizerDocument viewerVoice memo/dialPredictive text input,verykool R800,,,microSDHC (dedicated slot),verykool,HSPA 7.2/0.384 Mbps,,,,"Accelerometer, proximity, compass",,,,,"2012, August. Released 2012, August",800 MHz,GPS,GSM / HSPA,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900,Yes,Yes,,,,,,,,VGA,TFT,,,,"Wi-Fi 802.11 b/g, hotspot",,HSDPA 850 / 2100,"7.0 inches, 139.5 cm2(~51.7% screen-to-body ratio)",2 MP,,,2.1,FM radio,Proprietary,Discontinued,,,Android 2.2 (Froyo),Black,,,417 g (14.71 oz),"480 x 800 pixels, 5:3 ratio (~133 ppi density)"
GSM 850 / 900 / 1800 / 1900 - SIM 2,107 x 45 x 11.3 mm (4.21 x 1.77 x 0.44 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i123.jpg,Removable Li-Ion 600 mAh battery,Flashlight,verykool i123,,SMS,microSDHC (dedicated slot),verykool,,No,,,,,,No,,"2012, August. Released 2012, August",,No,GSM,Yes,Dual SIM (Mini-SIM),MP3 player,GSM 850 / 900 / 1800 / 1900 - SIM 1,No,,,,,,No,,,,TFT,No,,,No,Yes,,"1.8 inches, 10.2 cm2(~21.2% screen-to-body ratio)",Yes,,,Yes,FM radio,Proprietary,Discontinued,,,,"Green, Blue, Red",,No,80 g (2.82 oz),128 x 160 pixels (~114 ppi density)
MP4/H.263 playerMP3/WAV/eAAC+ playerOrganizerDocument viewerVoice memo/dialPredictive text input,148 x 77 x 12.8 mm (5.83 x 3.03 x 0.50 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s757.jpg,Removable Li-Po 2300 mAh battery,,verykool s757,,,microSDHC (dedicated slot),verykool,HSPA,,,,"Accelerometer, proximity, compass",,,,PowerVR SGX531,2012. Released 2012,800 MHz Cortex-A9,"GPS, A-GPS",GSM / HSPA,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 2 (optional),Yes,Yes,,,,LED flash,,,,VGA,TFT,,Mediatek MT6573 (65 nm),,"Wi-Fi 802.11 b/g/n, hotspot",,HSDPA 850 / 1900,"5.0 inches, 71.2 cm2(~62.4% screen-to-body ratio)",5 MP,,,"2.1, A2DP",Stereo FM radio,microUSB 2.0,Discontinued,160MB 512MB RAM,,Android 2.3.5 (Gingerbread),Black,,,288 g (10.16 oz),"480 x 800 pixels, 5:3 ratio (~187 ppi density)"
No,122 x 60 x 11 mm (4.80 x 2.36 x 0.43 in),1000 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i674.jpg,Removable Li-Ion 1000 mAh battery,SNS applicationsMP3/WAV/AAC+/MP4/3GP playerOrganizerVoice memoPredictive text input,verykool i675,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,,,,,,,,"2012, June",,No,GSM,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900,Yes,Yes,,QWERTY,,,Yes,,,,TFT,Yes,,,Wi-Fi 802.11 b/g/n,Yes,,"2.8 inches, 24.3 cm2(~33.2% screen-to-body ratio)",2 MP,,,2.0,FM radio,microUSB,Discontinued,40MB,,,"Green, Blue, Red",,Yes,100 g (3.53 oz),"240 x 320 pixels, 4:3 ratio (~143 ppi density)"
No,122 x 60 x 11 mm (4.80 x 2.36 x 0.43 in),1000 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i674.jpg,Removable Li-Ion 1000 mAh battery,SNS applicationsMP3/WAV/AAC+/MP4/3GP playerOrganizerVoice memoPredictive text input,verykool i674,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,,,,,,,,"2012, June",,No,GSM,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,,QWERTY,,,Yes,,,,TFT,Yes,,,Wi-Fi 802.11 b/g/n,Yes,,"2.8 inches, 24.3 cm2(~33.2% screen-to-body ratio)",2 MP,,,2.0,FM radio,microUSB,Discontinued,40MB,,,"Green, Blue, Red",,Yes,100 g (3.53 oz),"240 x 320 pixels, 4:3 ratio (~143 ppi density)"
No,119 x 57.2 x 13 mm (4.69 x 2.25 x 0.51 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i672.jpg,Removable Li-Ion 950 mAh battery,Analog TVSNS applicationsMP3/MP4/3GP playerOrganizerVoice memoPredictive text input,verykool i672,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,,,,,,,,"2012, May",,No,GSM,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900,,QCIF,,QWERTY,,,,,,,TFT,Yes,,,No,Yes,,"2.4 inches, 17.8 cm2(~26.2% screen-to-body ratio)",1.3 MP,,,Yes,FM radio,Proprietary,Discontinued,,,,"Black, White",,Class 12,90 g (3.17 oz),"240 x 320 pixels, 4:3 ratio"
IPX5 splash resistant,109.9 x 47.3 x 14.6 mm (4.33 x 1.86 x 0.57 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-r16.jpg,Removable Li-Ion 800 mAh battery,No,verykool R16,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,,,,,,MP3/MP4 player,,2012. Released 2012,,No,GSM,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900,,,,,,,Yes,,,,"TFT, 65K colors",Yes,,,No,Yes,,"1.8 inches, 10.2 cm2(~19.6% screen-to-body ratio)",1.3 MP,,,"2.0, A2DP",FM radio,Proprietary,Discontinued,,,,"Black/Orange, Black/Blue",,Class 12,73.7 g (2.57 oz),128 x 160 pixels (~114 ppi density)
GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),117 x 65 x 12.7 mm (4.61 x 2.56 x 0.5 in),,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s700.jpg,Removable Li-Ion 1400 mAh battery,MP4/H.263 playerMP3/WAV/eAAC+ playerOrganizerDocument viewerPredictive text input,verykool s700,,,microSDHC (dedicated slot),verykool,HSPA 7.2/5.76 Mbps,,Up to 240 h,,"Accelerometer, proximity, compass",,,,,2012,,"GPS, A-GPS",GSM / HSPA,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900,Yes,Yes,,,,,,,,VGA,TFT,,,Up to 3 h,Wi-Fi 802.11 b/g,,HSDPA 850 / 2100,"3.5 inches, 34.9 cm2(~45.8% screen-to-body ratio)",2 MP,,,"2.1, A2DP",Stereo FM radio,microUSB 2.0,Discontinued,200MB,,Android 2.2 (Froyo),Black,,,110 g (3.88 oz),"240 x 400 pixels, 5:3 ratio (~133 ppi density)"
Flashlight,118 x 49.8 x 13.5 mm (4.65 x 1.96 x 0.53 in),500 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i605.jpg,Removable Li-Ion battery,No,verykool i605,,"SMS, MMS",microSD (dedicated slot),verykool,,No,Up to 240 h,,,,,SNS applicationsMP3/MP4/3GP playerOrganizerVoice memoPredictive text input,,"2012, Q1",,No,GSM,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900,Yes,Yes,,QWERTY,,,Yes,,,,TFT,Yes,,Up to 3 h,No,Yes,,"2.0 inches, 12.4 cm2(~21.1% screen-to-body ratio)",1.3 MP,,,Yes,FM radio,Proprietary,Discontinued,,,,"Black, White",,Class 12,79 g (2.79 oz),"240 x 320 pixels, 4:3 ratio"
Flashlight,118 x 49.8 x 13.5 mm (4.65 x 1.96 x 0.53 in),500 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i604.jpg,Removable Li-Ion battery,No,verykool i604,,"SMS, MMS",microSD (dedicated slot),verykool,,No,Up to 240 h,,,,,SNS applicationsMP3/MP4/3GP playerOrganizerVoice memoPredictive text input,,"2012, Q1",,No,GSM,Yes,Dual SIM (Mini-SIM),,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,,QWERTY,,,Yes,,,,TFT,Yes,,Up to 3 h,No,Yes,,"2.0 inches, 12.4 cm2(~21.1% screen-to-body ratio)",1.3 MP,,,2.0,FM radio,microUSB,Discontinued,,,,"Black, White",,Class 12,79 g (2.79 oz),"176 x 220 pixels, 4:3 ratio"
GSM 850 / 900 / 1800 / 1900 - SIM 2,107 x 45 x 12 mm (4.21 x 1.77 x 0.47 in),500 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i125.jpg,Removable Li-Ion battery,Flashlight,verykool i125,,"SMS, MMS",microSD (dedicated slot),verykool,,No,Up to 192 h,,,,,No,,"2012, January. Released 2012, January",,No,GSM,Yes,Dual SIM (Mini-SIM),MP3/3GP playerOrganizerUnit & currency converterPredictive text inputVoice memo,GSM 850 / 900 / 1800 / 1900 - SIM 1,No,,,,,,No,,,,TFT,Yes,,Up to 4 h,No,Yes,,"1.8 inches, 9.6 cm2(~20.0% screen-to-body ratio)",VGA,,,Yes,FM radio,No,Discontinued,,,,"Black/Red, Black/Blue, Black/Green",,Yes,63 g (2.22 oz),"160 x 240 pixels, 3:2 ratio"
No,105.5 x 58 x 11.7 mm (4.15 x 2.28 x 0.46 in),1000 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s815.jpg,Removable Li-Ion battery,SNS applicationsMP3/MP4/3GP playerOrganizerVoice memoPredictive text input,verykool S815,,"SMS, MMS, Email, IM",microSDHC (dedicated slot),verykool,HSPA 3.6/0.384 Mbps,,Up to 192 h,,,,,,,"2011, Q4. Released 2011, December",,No,GSM / HSPA,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900,Yes,Yes,,QWERTY,,,"Yes, MIDP 2.0",,,,TFT,Yes,,Up to 3 h,No,Yes,HSDPA 850 / 1900,"2.4 inches, 17.8 cm2(~29.2% screen-to-body ratio)",2 MP,,,Yes,FM radio,Proprietary,Discontinued,,,,Black,,,90 g (3.17 oz),"320 x 240 pixels, 4:3 ratio (~167 ppi density)"
IPX5 splash resistant,111 x 51.5 x 15 mm (4.37 x 2.03 x 0.59 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-r23.jpg,Removable Li-Ion battery,No,verykool R23,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,,,,,,MP3/MP4 player,,2011. Released 2011,,No,GSM,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900,,,,,,,Yes,,,,TFT,Yes,,,No,Yes,,"2.2 inches, 15.2 cm2(~26.6% screen-to-body ratio)",1.3 MP,,,"2.0, A2DP",FM radio,Proprietary,Discontinued,,,,Black,,Class 12,110 g (3.88 oz),176 x 220 pixels
IPX5 splash resistant,115.8 x 62 x 13.2 mm (4.56 x 2.44 x 0.52 in),1000 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-r620.jpg,Removable Li-Ion battery,No,verykool R620,,"SMS, MMS, Email, IM",microSDHC (dedicated slot),verykool,,Yes,Up to 240 h,,,,,MP3/MP4/3GP playerOrganizerUnit & currency converterSNS applicationsPredictive text input,,"2011, Q3",,No,GSM,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900,Yes,Yes,,QWERTY,,,"Yes, MIDP 2.0",,,,TFT,Yes,,Up to 4 h,Wi-Fi 802.11 b/g,Yes,,"2.3 inches, 16.4 cm2(~22.8% screen-to-body ratio)",2 MP,,,2.0,FM radio,Proprietary,Discontinued,26MB,,,Black,,Yes,110 g (3.88 oz),"320 x 240 pixels, 4:3 ratio (~174 ppi density)"
MP3/AAC+ playerMP4/3GP playerOrganizerPredictive text input,117 x 57 x 12.1 mm (4.61 x 2.24 x 0.48 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i285.jpg,Removable Li-Ion 1100 mAh battery,,verykool i285,,"SMS, MMS, Email",microSDHC (dedicated slot),verykool,,Yes,,,Accelerometer,,,,,"2011, Q2",,No,GSM,"Yes, with stereo speakers",Mini-SIM,,GSM 850 / 900 / 1800 / 1900,,Yes,,,,,Yes,,,VGA,TFT,Yes,,,Wi-Fi 802.11 b/g/n,Yes,,"3.2 inches, 29.1 cm2(~43.7% screen-to-body ratio)",2 MP,,,"2.0, A2DP",FM radio,1.2,Discontinued,80MB,,,Gray,,Class 12,106 g (3.74 oz),"240 x 400 pixels, 5:3 ratio (~146 ppi density)"
No,107 x 57 x 11.8 mm (4.21 x 2.24 x 0.46 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i725.jpg,Removable Li-Ion 700 mAh battery,MP3/MP4/3GP playerOrganizerPredictive text input,verykool i725,,"SMS, MMS, Email",microSDHC (dedicated slot),verykool,,Yes,,,,,,,,"2011, Q2",,No,GSM,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900,,Yes,,QWERTY,,,,,,,TFT,Yes,,,Wi-Fi 802.11 b/g/n,Yes,,"3.0 inches, 27.9 cm2(~45.7% screen-to-body ratio)",2 MP,,,"2.0, A2DP",FM radio,1.2,Discontinued,80MB,,,Black,,Yes,106 g (3.74 oz),"240 x 320 pixels, 4:3 ratio (~133 ppi density)"
No,103 x 56 x 13.5 mm (4.06 x 2.20 x 0.53 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-cd611.jpg,Removable Li-Ion battery,MP3/MP4/3GP playerOrganizerPredictive text input,verykool CD611,,"SMS, MMS, Email",microSDHC (dedicated slot),verykool,"Yes, 384 kbps",,,,,,,,,2011. Released 2011,,No,CDMA / CDMA2000,Yes,Mini-SIM,,CDMA 800 / 1900,Yes,,,QWERTY,,,No,,,,TFT,Yes,,,No,Yes,CDMA2000 1x,"2.0 inches, 12.4 cm2(~21.5% screen-to-body ratio)",VGA,,,No,FM radio,Proprietary,Discontinued,,,,Black,,,-,"240 x 320 pixels, 4:3 ratio"
TV OutMP3/MP4/3GP playerOrganizerUnit & currency converterSNS applicationsPredictive text input,111 x 58.5 x 13.2 mm (4.37 x 2.30 x 0.52 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i800.jpg,Removable Li-Ion battery,,verykool i800,,"SMS, MMS, Email, IM",microSDHC (dedicated slot),verykool,HSPA,Yes,Up to 200 h,,Accelerometer,,,,,2011. Released 2011,,A-GPS only,GSM / HSPA,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900,Yes,Yes,,,,,"Yes, MIDP 2.0",,,Yes,"TFT, 256K colors",Yes,,Up to 2 h 30 min,No,Yes,Tri-Band HSDPA,"2.8 inches, 24.3 cm2(~37.4% screen-to-body ratio)","3.15 MP, AF",,,1.2,No,1.2,Discontinued,40MB,,,Black,,Class 12,107 g (3.77 oz),"240 x 320 pixels, 4:3 ratio (~143 ppi density)"
No,102 x 62 x 16.3 mm (4.02 x 2.44 x 0.64 in),1000 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i720.jpg,Removable Li-Ion battery,WebcamMP3/MP4/3GP playerOrganizerUnit & currency converterSNS applicationsVoice memoPredictive text input,verykool i720,,"SMS, MMS, Email, IM",microSD (dedicated slot),verykool,,"Class 12 (4+1/3+2 slots), 180 - 230 kbps",Up to 350 h,,,,,,,2011. Released 2011,,No,GSM,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900,Yes,Yes,,QWERTY,,,"Yes, MIDP 2.0",,,,TFT,Yes,,Up to 5 h,Wi-Fi 802.11,Yes,,"2.8 inches, 24.3 cm2(~38.4% screen-to-body ratio)",2 MP,,,"2.0, A2DP",FM radio,1.2,Discontinued,,,,Black,,Class 12,145 g (5.11 oz),"240 x 320 pixels, 4:3 ratio (~143 ppi density)"
No,94 x 45 x 18.6 mm (3.70 x 1.77 x 0.73 in),500 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i705.jpg,Removable Li-Ion battery,MP3 playerOrganizerUnit & currency converterVoice memoPredictive text input,verykool i705,,"SMS, MMS",microSD (dedicated slot),verykool,,No,Up to 250 h,,,,,,,2011. Released 2011,,No,GSM,Yes,Mini-SIM,,GSM 850 / 1900,Yes,No,,,,,,,,,TFT,Yes,,Up to 6 h,No,Yes,,"2.0 inches, 12.4 cm2(~29.3% screen-to-body ratio)",VGA,,,Yes,FM radio,1.2,Discontinued,,,,"Black, White",,Class 12,90 g (3.17 oz),"240 x 320 pixels, 4:3 ratio"
GSM 850 / 900 / 1800 / 1900 - SIM 2 (optional),118 x 53 x 15.8 mm (4.65 x 2.09 x 0.62 in),Yes,PedometerMP3/MP4/3GP playerOrganizerWebcamSNS applicationsVoice memoPredictive text input,https://fdn2.gsmarena.com/vv/bigpic/verykool-r80.jpg,Removable Li-Ion battery,FlashlightIPX5 splash resistant,verykool R80,"newvers, newvers2, newvers3","SMS, MMS, Email, IM",microSDHC (dedicated slot),verykool,,No,Up to 240 h,,"Compass, barometer, thermometer, altimeter, UV detector",,,1” Sub-OLED display,,2011. Released 2011,,GPS,GSM,Yes,Dual SIM (Mini-SIM),No,GSM 850 / 900 / 1800 / 1900 - SIM 1,Yes,,,,,,"Yes, MIDP 2.0",,,,TFT,Yes,,Up to 4 h,No,Yes,,"2.4 inches, 17.8 cm2(~28.5% screen-to-body ratio)",2 MP,,,2.0,FM radio,Proprietary,Discontinued,30MB,,,Black,WAP 2.0/xHTML,Class 12,114 g (4.02 oz),"240 x 320 pixels, 4:3 ratio (~167 ppi density)"
GSM 850 / 900 / 1800 / 1900 - SIM 2 (optional),109.9 x 47.4 x 14.6 mm (4.33 x 1.87 x 0.57 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-r13.jpg,Removable Li-Ion 800 mAh battery,IPX5 splash resistant,verykool R13,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,,,,,,No,,2011. Released 2011,,No,GSM,Yes,Mini-SIM,MP3 playerOrganizer,GSM 850 / 900 / 1800 / 1900 - SIM 1,,,,,,,,,,,"TFT, 65K colors",Yes,,,No,Yes,,"1.8 inches, 10.2 cm2(~19.6% screen-to-body ratio)",VGA,,,2.0,FM radio,,Discontinued,,,,"Blue, Violet, Green, Orange",,Class 12,73.7 g (2.57 oz),128 x 160 pixels (~114 ppi density)
No,115 x 54 x 13.5 mm (4.53 x 2.13 x 0.53 in),Yes,,https://fdn2.gsmarena.com/vv/bigpic/verykool-s810.jpg,Removable Li-Ion 1000 mAh battery,MP3 playerOrganizerSNS applicationsDocument viewer/editorVoice memo,verykool s810,,"SMS, MMS, Email, IM",microSDHC (dedicated slot),verykool,HSPA 3.6/0.384 Mbps,,Up to 240 h,,,,,,,2011. Released 2011,,No,GSM / UMTS,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900,Yes,Yes,,QWERTY,,,"Yes, MIDP 2.0",,,,TFT,Yes,,Up to 3 h 30 min,No,Yes,UMTS 850 / 1900 / 2100,"2.4 inches, 17.8 cm2(~28.7% screen-to-body ratio)",2 MP,,,2.0,FM radio,Proprietary,Discontinued,23MB,,,Black,,,101.6 g (3.56 oz),"240 x 320 pixels, 4:3 ratio (~167 ppi density)"
GSM 850 / 900 / 1800 / 1900 - SIM 2 (optional),116 x 62 x 13.2 mm (4.57 x 2.44 x 0.52 in),1000 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i650.jpg,Removable Li-Ion battery,Flashlight,verykool i650,,"SMS, MMS, Email, IM",microSDHC (dedicated slot),verykool,,"Class 12 (4+1/3+2 slots), 180 - 230 kbps",Up to 240 h,,,,,No,,2011. Released 2011,,No,GSM,Yes,Mini-SIM,MP3/MP4/3GP playerOrganizerUnit & currency converterWebcamSNS applicationsPredictive text input,GSM 850 / 900 / 1800 / 1900 - SIM 1,Yes,Yes,,QWERTY,,LED flash,"Yes, MIDP 2.0",,,,TFT,Yes,,Up to 3 h,Wi-Fi 802.11,Yes,,"2.4 inches, 17.8 cm2(~24.8% screen-to-body ratio)",2 MP,,,2.0,FM radio,1.2,Discontinued,80MB,,,Black,,Class 12,130 g (4.59 oz),"320 x 240 pixels, 4:3 ratio (~167 ppi density)"
GSM 850 / 900 / 1800 / 1900 - SIM 2 (optional),115 x 61.5 x 13 mm (4.53 x 2.42 x 0.51 in),500 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i610.jpg,Removable Li-Ion battery,No,verykool i610,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,Up to 240 h,,,,,MP3/MP4/3GP playerOrganizerPredictive text input,,2011. Released 2011,,No,GSM,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900 - SIM 1,Yes,Yes,,QWERTY,,,,,,,TFT,Yes,,Up to 3 h,No,Yes,,"2.2 inches, 15.0 cm2(~21.2% screen-to-body ratio)",1.3 MP,,,Yes,FM radio,Proprietary,Discontinued,,,,"Red, white, yellow, green, blue",,Class 12,88 g (3.10 oz),"240 x 320 pixels, 4:3 ratio"
GSM 850 / 1900 - SIM 2 (optional),98 x 56.5 x 13.6 mm (3.86 x 2.22 x 0.54 in),500 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i600.jpg,Removable Li-Ion battery,Flashlight,verykool i600,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,Up to 240 h,,,,,No,,2011. Released 2011,,No,GSM,Yes,Mini-SIM,MP3/MP4/3GP playerOrganizerUnit & currency converterSNS applicationsPredictive text input,GSM 850 / 1900 - SIM 1,Yes,Yes,,QWERTY,,,,,,,TFT,Yes,,Up to 3 h,No,Yes,,"2.0 inches, 12.4 cm2(~22.4% screen-to-body ratio)",VGA,,,2.0,FM radio,No,Discontinued,2.9MB,,,"Black/gray, Black/red",,Class 12,88 g (3.10 oz),"240 x 320 pixels, 4:3 ratio"
1.0 inches Sub LCD displayDedicated music keys,93 x 45 x 18 mm (3.66 x 1.77 x 0.71 in),500 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i410.jpg,Removable Li-Ion battery,No,verykool i410,,"SMS, MMS",microSD (dedicated slot),verykool,,No,Up to 200 h,,,,,MP4/H.263 playerMP3/eAAC+ playerWebCamOrganizerUnit & Currency ConverterVoice memoPredictive text input,,2011. Released 2011,,No,GSM,Yes,Mini-SIM,,GSM 850 / 900 / 1800 / 1900,Yes,Yes,,,,,Yes,,,,TFT,Yes,,Up to 3 h,No,Yes,,"1.8 inches, 9.6 cm2(~23.1% screen-to-body ratio)",VGA,,,Yes,FM radio,1.2,Discontinued,,,,"Black, Blue, Red",,Class 12,84 g (2.96 oz),"160 x 240 pixels, 3:2 ratio"
GSM 850 / 1900 - SIM 2 (optional),91 x 46 x 16.2 mm (3.58 x 1.81 x 0.64 in),500 entries,,https://fdn2.gsmarena.com/vv/bigpic/verykool-i310.jpg,Removable Li-Ion battery,No,verykool i310,,"SMS, MMS",microSDHC (dedicated slot),verykool,,No,Up to 216 h,,,,,MP3/MP4/3GP playerVoice memoPredictive text input,,2011. Released 2011,,No,GSM,Yes,Mini-SIM,,GSM 850 / 1900 - SIM 1,Yes,Yes,,,,,Yes,,,,TFT,Yes,,Up to 4 h,No,Yes,,"2.0 inches, 12.4 cm2(~29.6% screen-to-body ratio)",1.3 MP,,,Yes,FM radio,Proprietary,Discontinued,,,,"Black, Blue, Red",,Class 12,90 g (3.17 oz),"240 x 320 pixels, 4:3 ratio"
