Unnamed: 0,Battery (new),Camera,3.5mm jack,Audio quality,EDGE,Video,Status,Single,Infrared port,Models,_6,128GB 6GB RAM,OS,Triple,SAR,Dual,Performance,64GB 4GB RAM,2G bands,Size,_2,Loudspeaker_1,SAR EU,Type,Dimensions,Bluetooth,128GB 8GB RAM,_5,4G bands,Music play,_4,USB,Talk time,Loudspeaker,Radio,512GB 16GB RAM,Video_1,Model Name,Technology,128GB 4GB RAM,Display,Speed,512GB 12GB RAM,5G bands,Model Image,Chipset,SIM,Sensors,Features_1,3G bands,Single_1,Quad,Type_1,Charging,Weight,Stand-by,GPRS,Positioning,Battery (old),256GB 8GB RAM,_1,256GB 12GB RAM,NFC,Brand,1TB 16GB RAM,_7,Build,Resolution,WLAN,Price,Colors,GPU,Internal,Card slot,CPU,Announced,Features,Protection,_3,URL,Image,Network,Launch,Body,Platform,Memory,Main Camera,Selfie camera,Sound,Comms,Battery,Misc,
UFS,,,No,,,1080p@30fps,"Available. Released 2023, September 07","50 MP, f/2.45, 22mm (wide), AF",,,,,"Android 13, Funtouch 13",,,"64 MP, f/1.9, (wide), PDAF, OIS8 MP, f/2.2, (ultrawide), 1/4.0"", 1.12µm",,,GSM 850 / 900 / 1800 / 1900,"6.78 inches, 111.0 cm2(~90.1% screen-to-body ratio)",,,,"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)",164.4 x 74.9 x 7.6 mm (6.47 x 2.95 x 0.30 in),"5.1, A2DP, LE",,,"1, 3, 5, 8, 28, 38, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,No,,1080p@30fps,vivo V29e (India),GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-v29-e.jpg,Qualcomm SM6375 Snapdragon 695 5G (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 2100,,,5000 mAh,44W wired,181 g (6.38 oz),,,"GPS, GLONASS, GALILEO, BDS",,,24-bit/192kHz Hi-Res audio,,No,vivo,,,"Glass front, plastic frame, glass back","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 300 EUR,"Artistic Red, Artistic Blue",Adreno 619,"128GB 8GB RAM, 256GB 8GB RAM",microSDXC (uses shared SIM slot),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),"2023, August 28","LED flash, panorama, HDR",,,,,,,,,,,,,,,,
Stylus support,,,No,,No,1080p@30fps,"Available. Released 2023, August 25",8 MP,,,,,"Android 13, OriginOS 3",,,,,,,"11.5 inches, 391.6 cm2(~85.7% screen-to-body ratio)",,,,"IPS LCD, 1B colors, 144Hz, HDR10, 500 nits",259.7 x 176 x 6.7 mm (10.22 x 6.93 x 0.26 in),"5.2, A2DP, LE",,,,,,"USB Type-C 3.0, OTG, magnetic connector",,"Yes, with stereo speakers (4 speakers)",No,,1080p@30fps,vivo Pad Air,No cellular connectivity,,,,,,https://fdn2.gsmarena.com/vv/bigpic/vivo-pad-air-.jpg,Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),No,"Accelerometer, gyro, proximity (accessories only)",,,5 MP,,8500 mAh,"44W wired, PD5W reverse wired",530 g (1.17 lb),,No,Unspecified,,,UFS 3.1,,No,vivo,,,"Glass front, aluminum back, aluminum frame","1840 x 2800 pixels, 3:2 ratio (~291 ppi density)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band",About 230 EUR,"Blue, Silver, Rose Gold",Adreno 650,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",No,Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),"2023, August 25",LED flash,,,,,,,,,,,,,,,,
CDMA 800,,,Yes,,,1080p@30fps,"Available. Released 2023, August 18","8 MP, f/2.0, (wide)",,,,,"Android 13, OriginOS 3",,,"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.64 inches, 106.8 cm2(~85.4% screen-to-body ratio)",UFS 2.2,,,"IPS LCD, 120Hz, HDR10",164.1 x 76.2 x 8 mm (6.46 x 3.00 x 0.31 in),"5.3, A2DP, LE, aptX HD",,,"1, 3, 5, 8, 28, 34, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,No,,1080p@30fps,vivo Y77t,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 5, 8, 28, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-y78.jpg,Mediatek Dimensity 7020 (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,,,5000 mAh,44W wired,190 g (6.70 oz),,,"GPS (L1), GLONASS (G1), BDS (B1I), GALILEO (E1), QZSS (L1)",,,CDMA2000 1x,,No,vivo,,,"Glass front, plastic frame, plastic back",1080 x 2388 pixels (~395 ppi density),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 170 EUR,"Black, Mint, Gold",IMG BXM-8-256,"256GB 8GB RAM, 256GB 12GB RAM",No,Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),"2023, August 18","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
CDMA 800,,Photo/Video,No,,,"4K@30fps, 1080p@30fps","Available. Released 2023, September","50 MP, f/2.0, 22mm (wide), 1/2.76"", 0.64µm, AF",,V2250,,,"Android 13, up to 3 major Android upgrades, Funtouch 13","50 MP, f/1.9, (wide), 1/1.56"", 1.0µm, PDAF, OIS8 MP, f/2.2, (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (depth)",,,"AnTuTu: 544639 (v9), 620950 (v10)GeekBench: 2797 (v5.5), 3014 (v6.0)GFXBench: 22fps (ES 3.1 onscreen)",,GSM 850 / 900 / 1800 / 1900,"6.78 inches, 111.0 cm2(~90.8% screen-to-body ratio)",UFS 2.2,-28.7 LUFS (Average),0.94 W/kg (head)     1.08 W/kg (body),"AMOLED, 1B colors, 120Hz, HDR10+",164.2 x 74.4 x 7.5 mm (6.46 x 2.93 x 0.30 in),"5.2, A2DP, LE, aptX HD, aptX Adaptive","₹ 21,599",,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 66",,,"USB Type-C 2.0, OTG",,Yes,No,,1080p@30fps,vivo V29,GSM / CDMA / HSPA / LTE / 5G,,996 nits max brightness (measured),"HSPA, LTE, 5G",,"1, 2, 3, 5, 7, 8, 20, 26, 28, 66, 38, 40, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-s17-pro.jpg,Qualcomm SM7325 Snapdragon 778G 5G (6 nm),Nano-SIM +eSIMNano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,4600 mAh,"80W wired, 50% in 17 min",186 g (6.56 oz),,,"GPS (L1), GLONASS (G1), BDS (B1I), GALILEO (E1), QZSS (L1)",Endurance rating 99h,€ 327.43,IP68 dust/water resistant (up to 1.5m for 30 min),,"Yes, eSE, eSIM",vivo,,,"Glass front, glass back, plastic frame","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","€ 327.43 / ₹ 21,599","Space Black, Himalayan Blue, Purple Fairy, Majestic Red",Adreno 642L,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",No,Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),"2023, July 31","Ring-LED flash, panorama, HDR",,24-bit/192kHz Hi-Res audio,,,,,,,,,,,,,,
,,,Yes,,,1080p@30fps,"Available. Released 2023, July","8 MP, f/2.0, (wide)",,V2302,,,"Android 13, Funtouch 13",,,"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.64 inches, 106.8 cm2(~85.4% screen-to-body ratio)",,,,"IPS LCD, 600 nits (peak)",164.1 x 76.2 x 8.1 mm (6.46 x 3.00 x 0.32 in),"5.1, A2DP, LE",,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 26, 28, 38, 40, 41, 66",,,"USB Type-C 2.0, OTG",,Yes,No,,1080p@30fps,vivo Y27 5G,GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 2, 5, 7, 26, 28, 38, 40, 41, 66, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-y27-5g.jpg,Mediatek Dimensity 6020 (7 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,5000 mAh,15W wiredReverse wired,190 g (6.70 oz),,,"GPS, GLONASS, GALILEO, BDS",,,,,Yes (market/region dependent),vivo,,,"Glass front, plastic frame, plastic back",1080 x 2388 pixels (~395 ppi density),"Wi-Fi 802.11 a/b/g/n/ac, dual-band",,"Satin Purple, Mystic Black",Mali-G57 MC2,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",No,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"2023, July 12","LED flash, panorama",,,,,,,,,,,,,,,,
,,,Yes,,,1080p@30fps,"Available. Released 2023, July 20","8 MP, f/2.0, (wide)",,V2249,,"₹ 10,999","Android 13, Funtouch 13",,,"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.64 inches, 106.8 cm2(~85.4% screen-to-body ratio)",,,,"IPS LCD, 600 nits (peak)",164.1 x 76.2 x 8.1 mm (6.46 x 3.00 x 0.32 in),"5.0, A2DP, LE",,,"1, 3, 5, 8, 20, 28, 38, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,No,,1080p@30fps,vivo Y27,GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y35-plus.jpg,Mediatek MT6769 Helio G85 (12 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,,,5000 mAh,"44W wired, 29% in 15 minReverse wired",190 g (6.70 oz),,,"GPS, GLONASS, GALILEO, BDS",,,,,No,vivo,,,"Glass front, plastic frame, plastic back",1080 x 2388 pixels (~395 ppi density),"Wi-Fi 802.11 a/b/g/n/ac, dual-band","₹ 10,999","Burgundy Black, Sea Blue",Mali-G52 MC2,"128GB 6GB RAM, 128GB 8GB RAM",No,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),"2023, July 20","LED flash, panorama",,,,,,,,,,,,,,,,
eMMC 5.1,,,Yes,,,1080p@30fps,"Available. Released 2023, July 22","8 MP, f/2.0",,"V2254, V2252",,,"Android 13, Funtouch 13",,,,,,GSM 850 / 900 / 1800 / 1900,"6.51 inches, 102.3 cm2(~82.5% screen-to-body ratio)",,,,IPS LCD,164 x 75.6 x 8.5 mm (6.46 x 2.98 x 0.33 in),"5.0, A2DP, LE",,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,,"microUSB 2.0, OTG",,Yes,FM radio,,Yes,vivo Y02t,GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y02t.jpg,Mediatek MT6765 Helio P35 (12 nm),Nano-SIM + Nano-SIM,"Accelerometer, gyro, proximity, compass (market/region dependent)",,HSDPA 850 / 900 / 2100,"5 MP, f/2.2",,5000 mAh,10W wired5W reverse wired,186 g (6.56 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,,,No,vivo,,,"Glass front, plastic back, plastic frame","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band",,"Orchid Blue, Cosmic Grey, Sunset Gold",PowerVR GE8320,"64GB 4GB RAM, 128GB 4GB RAM",microSDXC (dedicated slot),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),"2023, July 12",LED flash,,,,,,,,,,,,,,,,
CDMA 800,,,No,,,"8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS","Available. Released 2023, July 10","16 MP, f/2.5, (wide)",Yes,V2304A,,,"Android 13, OriginOS 3 (China)","50 MP, f/1.9, 23mm (wide), 1/1.49"", 1.0µm, PDAF, OIS13 MP, f/2.5, 47mm (telephoto), PDAF, 2x optical zoom8 MP, f/2.2, 16mm (ultrawide)",,,,,GSM 850 / 900 / 1800 / 1900,"6.78 inches, 111.0 cm2(~87.3% screen-to-body ratio)",UFS 4.0,,,"LTPO4 AMOLED, 1B colors, 144Hz, HDR10+, 1800 nits (peak)",164.9 x 77.1 x 8.4 mm or 8.7 mm,"5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless",,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,"Yes, with stereo speakers",No,,"1080p@30fps, gyro-EIS",vivo iQOO 11S,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/iqoo-11s.jpg,Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,,4700 mAh,"200W wired, PD3.0, UFCS",207 g or 210 g (7.30 oz),,,"GPS, GLONASS, GALILEO, BDS, NavIC",,,CDMA2000 1x,,Yes,vivo,,,,"1440 x 3200 pixels, 20:9 ratio (~518 ppi density)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",About 500 EUR,"Black, Sky Blue, Legendary White (BMW M branding)",Adreno 740,"256GB 12GB RAM, 256GB 16GB RAM, 512GB 16GB RAM, 1TB 16GB RAM",No,Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),"2023, July 04","Dual-LED flash, HDR, panorama",Corning Gorilla Glass Victus,24-bit/192kHz Hi-Res audioSnapdragon Sound,,,,,,,,,,,,,,
UFS 3.1,,,No,,,"4K@30fps, 1080p@30fps","Available. Released 2023, July 15","16 MP, f/2.5, (wide), 1/3.1"", 1.0µm",Yes,I2217,,,"Android 13, Funtouch 13","50 MP, f/1.9, 24mm (wide), 1/1.57"", 1.0µm, PDAF, OIS8 MP, f/2.2, 16mm (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)",,,,,GSM 850 / 900 / 1800 / 1900,"6.78 inches, 111.0 cm2(~87.6% screen-to-body ratio)",,,,"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)",164.8 x 76.9 x 8.5 mm or 8.9 mm,"5.3, A2DP, LE, aptX HD, aptX Adaptive","₹ 35,391",,"1, 2, 3, 4, 5, 8, 28, 34, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,"Yes, with stereo speakers",No,,1080p@30fps,vivo iQOO Neo 7 Pro,GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 40, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/iqoo-neo-7-pro-1.jpg,Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,,5000 mAh,"120W wired, 50% in 8 min",197 g or 202 g (6.95 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS, NavIC",,,24-bit/192kHz Hi-Res audio,"₹ 30,999",No,vivo,,,"Glass front, plastic frame, glass or leather back","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","₹ 30,999","Fearless Flame, Dark Storm",Adreno 730,"128GB 8GB RAM, 256GB 12GB RAM",No,Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510),"2023, July 04","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
CDMA 800,,,No,,,"4K@30/60fps, 1080p@30/60fps, gyro-EIS","Available. Released 2023, June 30","32 MP, f/2.5, 24mm (wide), 1/2.8"", 0.8µm",Yes,V2241HA,,,"Android 13, OriginOS 3","50 MP, f/1.8, (wide), 1/1.49"", 1.0µm, PDAF, OIS12 MP, f/2.0, 50mm (telephoto), 1/2.93"", 1.22µm, AF, 2x optical zoom12 MP, f/2.0, 16mm (ultrawide), 1/2.93"", 1.22µm, AF",,,,,GSM 850 / 900 / 1800 / 1900,"6.78 inches, 111.0 cm2(~90.9% screen-to-body ratio)",IP64 dust/water resistant,,,"AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)",164.1 x 74.4 x 8.5 mm or 8.9 mm,"5.3, A2DP, LE, aptX HD",,,"1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41",,24-bit/192kHz Hi-Res audio,"USB Type-C 2.0, OTG",,"Yes, with stereo speakers",No,,1080p@30/60fps,vivo X90s,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 41, 77, 88 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-x90s.jpg,Mediatek Dimensity 9200+ (4 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,,,4810 mAh,"120W wired, 50% in 8 minReverse wired",197.5 / 201.5 / 202.2 / 203.5 g (6.98 oz),,,"GPS (L1+L5), GLONASS (G1), BDS (B1I+B2a+B2c), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5)",,,CDMA2000 1x,,Yes,vivo,,,"Glass front, glass back or eco leather back","1260 x 2800 pixels, 20:9 ratio (~453 ppi density)","Wi-Fi 802.11 a/b/g/n/ac/6/7, tri-band",About 510 EUR,"Black, White, Red, Green",Immortalis-G715 MC11,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",No,Octa-core (1x3.35 GHz Cortex-X3 & 3x3.0 GHz Cortex-A715 & 4x2.0 GHz Cortex-A510),"2023, June 26","Laser AF, color spectrum sensor, Zeiss optics, Zeiss T* lens coating, Pixel Shift, dual-LED dual-tone flash, HDR, panorama",,UFS 4.0,,,,,,,,,,,,,,
"IP54, dust and splash resistant",,,Yes,,,1080p@30fps,"Available. Released 2023, June 22","16 MP, f/2.0, (wide)",,,,,"Android 13, Funtouch 13",,,"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.64 inches, 106.8 cm2(~85.4% screen-to-body ratio)",,,,"IPS LCD, 90Hz, 650 nits (peak)",164.1 x 76.2 x 8.2 mm (6.46 x 3.00 x 0.32 in),"5.1, A2DP, LE",,,"1, 3, 5, 8, 38, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo Y36 (India),GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y36-india.jpg,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, gyro, compass",,HSDPA 850 / 900 / 2100,,,5000 mAh,"44W wired, 30% in 15 minReverse wired",202 g (7.13 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,,,No,vivo,,,"Glass front, plastic back, plastic frame",1080 x 2388 pixels (~395 ppi density),"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 190 EUR,"Meteor Black, Vibrant Gold",Adreno 610,128GB 8GB RAM,microSDXC (dedicated slot),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),"2023, June 22",LED flash,,,,,,,,,,,,,,,,
"IP54, dust and splash resistant",,,Yes,,,1080p@30fps,"Available. Released 2023, June 13","16 MP, f/2.5, (wide)",,V2248,,,"Android 13, Funtouch 13",,,"50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth)",,,GSM 850 / 900 / 1800 / 1900,"6.64 inches, 106.8 cm2(~85.4% screen-to-body ratio)",,,,"IPS LCD, 90Hz, 650 nits (peak)",164.1 x 76.2 x 8.1 mm (6.46 x 3.00 x 0.32 in),"5.1, A2DP, LE",,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo Y36 5G,GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 7, 8, 28, 38, 40, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-y36-5g.jpg,Mediatek Dimensity 6020 (7 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, gyro, compass",,HSDPA 850 / 900 / 2100,,,5000 mAh,"44W wired, 30% in 15 minReverse wired",190 g (6.70 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,,,Yes (market/region dependent),vivo,,,"Glass front, plastic back, plastic frame",1080 x 2388 pixels (~395 ppi density),"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 220 EUR,"Crystal Green, Mystic Black",Mali-G57 MC2,256GB 8GB RAM,Unspecified,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"2023, May 27",LED flash,,,,,,,,,,,,,,,,
"IP54, dust and splash resistant",,,Yes,,,1080p@30fps,"Available. Released 2023, May 27","16 MP, f/2.5, (wide)",,V2247,,,"Android 13, Funtouch 13","50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)* the macro camera availability is market/region dependent",,,,,GSM 850 / 900 / 1800 / 1900,"6.64 inches, 106.8 cm2(~85.4% screen-to-body ratio)",,,,"IPS LCD, 90Hz, 650 nits (peak)",164.1 x 76.2 x 8.1 mm (6.46 x 3.00 x 0.32 in),"5.1, A2DP, LE",,,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo Y36,GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y36.jpg,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, gyro, compass",,HSDPA 850 / 900 / 2100,,,5000 mAh,"44W wired, 30% in 15 minReverse wired",202 g (7.13 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,24-bit/192kHz Hi-Res audio,,Yes (market/region dependent),vivo,,,"Glass front, plastic back, plastic frame",1080 x 2388 pixels (~395 ppi density),"Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 200 EUR,"Meteor Black, Gold, Aqua Glitter",Adreno 610,"128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",microSDXC (dedicated slot),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),"2023, May 27",LED flash,,,,,,,,,,,,,,,,
"IP54, dust and splash resistant",,,No,,,1080p@30fps,"Available. Released 2023, June 15","16 MP, f/2.5, (wide)",,V2244,,,"Android 13, Funtouch 13","64 MP, f/1.8, (wide), PDAF, OIS2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",,,,,GSM 850 / 900 / 1800 / 1900,"6.78 inches, 111.0 cm2(~90.3% screen-to-body ratio)",,,,"AMOLED, 120Hz, 1300 nits (peak)",164.3 x 74.8 x 7.9 mm (6.47 x 2.94 x 0.31 in),"5.1, A2DP, LE",,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,No,,1080p@30/60fps,vivo V29 Lite,GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-v29-lite.jpg,Qualcomm SM6375 Snapdragon 695 5G (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,5000 mAh,44W wired,177 g (6.24 oz),,,"GPS (L1), GLONASS (G1), BDS (B1I+B1c), GALILEO (E1), QZSS (L1)",,,24-bit/192kHz Hi-Res audio,,Yes,vivo,,,"Glass front, plastic frame, plastic back","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band",About 360 EUR,"Black, Gold",Adreno 619,"128GB 8GB RAM, 256GB 12GB RAM",No,Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),"2023, June 02","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
